Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Age,Poss,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,xAG,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShDist,Sh_against,SoT%_against,Sh/90_against,SoT/90_against,G/Sh_Against,G/SoT_Against,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,# Pl,Weekly Wages,Annual Wages
3,Liverpool,38,20,9,9,68,42,+26,69,1.82,67.5,43.0,+24.5,+0.65,26.8,62.1,65,43,108,59,6,6,40,0,1.71,1.13,2.84,1.55,48.3,1.65,2.92,1.11,140,97,72.9,12,31.6,43.9,0.29,87,237,36.7,1107,196,16.4,31.3,209,26.8,29.5,403,21,5.2,95,2.50,17.0,602,204,33.9,15.84,5.37,0.10,0.29,17.1,324,41.7,8.53,3.55,0.12,0.28,21929,26226,83.6,360990,115400,10789,11862,91.0,8747,9940,88.0,1715,2969,57.8,455,1608,524,82,2057,24396,1765,409,44,156,862,811,257,65,1068,28.11,1068,28.11,818,71,58,61,46,14,110,2.89,77,6,4,14,6,3,526,303,195,231,100,220,543,40.5,323,338,58,280,347,873,563,20,38.0,30073,2075,7215,14867,8242,1211,30067,696,407,58.5,288,41.4,19103,96220,50778,886,754,249,592,387,21796,2041,84,2517692,130920000
1,Manchester City,38,27,5,6,83,32,+51,86,2.26,68.2,30.2,+38.0,+1.00,26.1,63.5,82,55,137,77,5,9,46,2,2.16,1.45,3.61,2.03,45.4,1.61,2.81,0.84,100,67,76.0,19,50.0,32.0,0.23,108,271,39.9,998,171,20.2,28.4,168,41.1,37.3,333,19,5.7,44,1.16,16.6,590,211,35.8,15.53,5.55,0.13,0.36,17.2,273,33.0,7.18,2.37,0.08,0.26,23819,27167,87.7,390212,110951,11548,12409,93.1,9673,10628,91.0,1771,2616,67.7,433,1772,412,41,2051,25546,1564,423,38,146,632,656,247,57,1067,28.08,1067,28.08,801,61,90,57,43,15,141,3.71,100,3,17,13,6,2,498,271,198,212,88,234,576,40.6,342,310,82,228,319,817,453,11,38.0,30700,1912,6477,15960,8504,1196,30691,783,485,61.9,298,38.1,20039,106424,59443,1096,863,340,510,350,23640,2033,76,2647654,137678000
2,Manchester Utd,38,21,11,6,73,44,+29,74,1.95,60.1,41.4,+18.6,+0.49,25.6,55.7,70,51,121,60,10,11,64,1,1.84,1.34,3.18,1.58,41.6,1.35,2.45,1.16,141,98,71.6,13,34.2,39.3,0.25,86,266,32.3,647,154,28.1,29.7,266,31.6,29.4,479,11,2.3,47,1.24,16.8,515,196,38.1,13.55,5.16,0.12,0.31,18.1,424,32.3,11.16,3.61,0.09,0.28,18800,22624,83.1,310438,100811,9248,10259,90.1,7258,8255,87.9,1597,2585,61.8,414,1419,377,54,1832,20810,1738,433,34,211,640,760,197,76,953,25.08,953,25.08,720,73,46,58,46,10,127,3.34,94,5,8,9,9,2,551,311,252,239,60,231,572,40.4,341,418,116,302,386,937,634,20,38.0,26617,2222,7609,11950,7323,921,26606,711,415,58.4,293,41.2,15481,88886,47495,877,666,201,536,360,18671,1817,86,3719423,193410000
12,Newcastle Utd,38,12,9,17,46,62,-16,45,1.18,43.4,58.3,-14.9,-0.39,27.1,38.8,44,26,70,38,6,7,65,3,1.16,0.68,1.84,1.00,29.0,1.00,1.76,1.63,188,128,69.1,7,18.4,53.8,0.26,245,671,36.5,820,159,52.8,32.5,338,70.4,50.0,645,27,4.2,21,0.55,12.6,390,130,33.3,10.26,3.42,0.10,0.29,18.3,567,32.3,14.92,4.82,0.10,0.30,10839,14709,73.7,197161,77098,4828,5635,85.7,4197,5131,81.8,1387,2879,48.2,289,739,207,83,903,12864,1787,464,12,122,652,724,161,58,688,18.11,688,18.11,454,85,51,36,56,6,75,1.97,46,7,6,7,7,2,512,268,257,213,42,207,547,37.8,340,423,160,263,362,874,908,10,38.0,18774,2524,7166,7894,3941,552,18767,587,350,59.6,237,40.4,9605,51309,24707,467,376,114,519,297,10730,888,94,1106654,57546000
20,Sheffield Utd,38,7,2,29,20,63,-43,23,0.61,32.6,62.2,-29.6,-0.78,26.7,41.7,19,13,32,16,3,4,73,3,0.50,0.34,0.84,0.42,24.9,0.78,1.43,1.66,206,145,70.9,5,13.2,54.3,0.26,263,817,32.2,866,128,64.5,45.5,281,91.8,64.5,578,33,5.7,34,0.89,12.8,319,92,28.8,8.39,2.42,0.05,0.17,17.7,539,37.7,14.18,5.34,0.11,0.28,12146,16264,74.7,207510,78589,6006,6905,87.0,4331,5303,81.7,1277,2840,45.0,253,946,253,65,1196,14542,1649,347,13,115,666,750,170,73,567,14.92,567,14.92,435,48,27,29,23,5,27,0.71,16,3,2,3,3,0,634,356,325,239,70,294,720,40.8,426,442,152,290,351,985,839,19,38.0,20351,2314,6405,8599,5537,615,20347,475,269,56.6,207,43.6,10178,54344,27029,491,398,104,536,323,12037,1183,86,386292,20087200
15,Southampton,38,12,7,19,47,68,-21,43,1.13,41.2,53.1,-11.8,-0.31,26.6,52.0,47,33,80,42,5,6,52,3,1.24,0.87,2.11,1.11,25.8,0.96,1.64,1.79,178,110,66.3,9,23.7,56.2,0.27,139,569,24.4,1106,159,38.4,35.3,236,61.0,41.9,507,29,5.7,45,1.18,15.6,418,157,37.6,11.00,4.13,0.10,0.27,18.6,419,40.3,11.03,4.45,0.14,0.35,14928,19288,77.4,239028,85450,7587,8659,87.6,5629,6690,84.1,1099,2547,43.1,294,894,261,36,1195,17388,1824,496,16,87,554,809,177,76,728,19.16,728,19.16,513,63,42,47,51,12,83,2.18,49,8,6,7,11,2,727,419,335,325,67,341,731,46.6,390,439,95,344,401,1128,681,10,38.0,23607,2302,7497,11566,4756,698,23601,601,343,57.1,258,42.9,12535,66172,33536,626,517,126,638,386,14818,1190,76,1099692,57184000
7,Tottenham,38,18,8,12,68,45,+23,62,1.63,53.1,49.1,+4.0,+0.10,27.2,51.6,66,50,116,61,5,5,57,2,1.74,1.32,3.05,1.61,35.3,1.29,2.22,1.18,155,113,77.4,12,31.6,45.6,0.24,159,408,39.0,814,180,38.6,32.4,264,35.6,28.1,590,23,3.9,24,0.63,13.1,438,167,38.1,11.53,4.39,0.14,0.37,18.0,476,30.5,12.53,3.82,0.07,0.22,16508,20571,80.2,274912,94098,7801,8828,88.4,6561,7603,86.3,1393,2672,52.1,316,1035,257,54,1330,18738,1788,524,28,147,526,750,168,45,786,20.68,786,20.68,553,55,56,49,56,17,120,3.16,86,6,13,8,6,1,636,361,313,244,79,277,683,40.6,406,434,147,287,342,978,795,15,38.0,24670,2577,7991,11935,4997,700,24665,715,403,56.4,312,43.6,13842,73058,37183,633,506,152,519,334,16404,1316,82,2586077,134476000
19,West Brom,38,5,11,22,35,76,-41,26,0.68,35.8,67.9,-32.0,-0.84,26.4,37.9,33,20,53,29,4,4,51,4,0.87,0.53,1.39,0.76,24.4,0.86,1.50,2.00,240,166,71.3,6,15.8,68.0,0.25,301,916,32.9,1019,183,63.7,41.8,308,86.7,57.1,670,20,3.0,38,1.00,7.0,335,106,31.6,8.82,2.79,0.09,0.27,18.4,588,39.5,15.47,6.11,0.11,0.28,9769,13978,69.9,177501,75746,4418,5278,83.7,3696,4783,77.3,1273,2924,43.5,241,822,196,60,1027,12147,1756,463,13,105,604,727,144,75,568,14.95,568,14.95,407,60,26,27,39,9,53,1.39,40,3,1,3,5,1,581,328,329,192,60,271,656,41.3,385,455,159,296,435,1016,876,13,38.0,18248,2539,6670,7517,4238,578,18243,505,264,52.3,241,47.7,8262,44784,21527,441,283,103,613,313,9668,1017,87,713235,37088200
6,West Ham,38,19,8,11,62,47,+15,65,1.71,55.4,48.7,+6.7,+0.18,27.8,43.2,60,46,106,58,2,4,50,3,1.58,1.21,2.79,1.53,39.6,1.37,2.41,1.24,147,103,70.1,11,28.9,42.0,0.27,250,648,38.6,780,159,54.9,40.4,296,74.3,51.4,565,26,4.6,17,0.45,10.8,464,158,34.1,12.21,4.16,0.13,0.37,16.1,459,31.2,12.08,3.76,0.09,0.28,12725,16901,75.3,225666,88791,5888,6864,85.8,4948,6052,81.8,1470,2860,51.4,340,1037,238,95,1282,15140,1687,398,15,109,775,741,167,74,823,21.66,823,21.66,576,92,37,56,53,9,106,2.79,73,12,1,13,7,0,514,280,269,195,50,224,573,39.1,349,405,124,281,437,951,779,11,38.0,20810,2294,6638,9343,5060,761,20806,542,298,55.0,244,45.0,10960,63334,30416,658,455,152,491,318,12606,1263,72,1278385,66476000
13,Wolves,38,12,9,17,36,52,-16,45,1.18,36.5,49.5,-13.0,-0.34,26.3,49.3,34,21,55,30,4,4,55,1,0.89,0.55,1.45,0.79,24.1,0.88,1.51,1.37,152,102,70.4,10,26.3,46.2,0.25,161,389,41.4,557,156,43.1,33.2,275,54.2,36.7,577,24,4.2,12,0.32,8.7,459,149,32.5,12.08,3.92,0.07,0.20,18.5,434,33.2,11.42,3.79,0.10,0.29,15548,19225,80.9,275061,93014,6990,7796,89.7,6320,7342,86.1,1742,2944,59.2,345,1117,213,85,1283,17437,1751,444,20,141,775,735,208,37,821,21.61,821,21.61,572,74,68,47,46,14,63,1.66,39,4,7,7,5,1,588,335,322,220,46,277,611,45.3,334,359,117,242,432,1020,727,15,38.0,23259,2190,7246,11020,5206,694,23255,779,468,60.1,311,39.9,13272,72908,38578,800,566,177,592,309,15405,1266,70,990650,51513800
