Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Age,Poss,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,xAG,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShDist,Sh_against,SoT%_against,Sh/90_against,SoT/90_against,G/Sh_Against,G/SoT_Against,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,# Pl,Weekly Wages,Annual Wages
9,Leicester City,38,15,7,16,51,48,+3,52,1.37,52.4,43.7,+8.7,+0.23,25.9,50.9,48,34,82,43,5,7,63,5,1.26,0.89,2.16,1.13,37.6,1.24,2.23,1.26,138,90,68.8,10,26.3,40.0,0.26,282,639,44.1,935,127,44.3,37.7,310,72.6,52.3,534,12,2.2,25,0.66,12.5,508,173,34.1,13.37,4.55,0.08,0.25,18.6,422,31.5,11.11,3.50,0.10,0.32,14640,19068,76.8,259605,95052,6805,7883,86.3,5513,6788,81.2,1752,3120,56.2,381,1181,264,66,1537,17065,1931,453,88,186,779,872,210,72,898,23.63,898,23.63,625,87,64,56,50,16,85,2.24,59,3,7,7,9,0,675,393,344,277,54,237,549,43.2,312,429,96,333,438,1113,1034,24,38.0,23657,2242,7084,10997,5824,804,23650,664,392,59.0,272,41.0,13747,72168,38343,752,572,197,582,357,14553,1530,89,1536538,79900000
2,Liverpool,38,30,7,1,89,22,+67,97,2.55,73.7,28.8,+44.9,+1.18,26.1,61.8,86,55,141,79,7,7,41,2,2.26,1.45,3.71,2.08,49.8,1.80,3.11,0.58,96,74,77.1,21,55.3,27.2,0.29,129,311,41.5,1072,212,20.1,28.8,216,44.0,41.3,385,16,4.2,59,1.55,16.6,568,211,37.1,14.95,5.55,0.14,0.37,17.0,306,31.4,8.05,2.53,0.07,0.23,21146,25571,82.7,364398,118593,9634,10759,89.5,8817,10042,87.8,1982,3284,60.4,422,1520,495,75,2008,23583,1911,463,98,185,721,923,249,77,1013,26.66,1013,26.66,747,74,77,56,45,14,149,3.92,104,10,14,10,10,1,613,377,257,280,76,251,556,45.1,305,361,78,283,314,927,670,16,38.0,29528,1938,6900,15347,7500,1124,29521,619,356,57.5,263,42.5,19312,91672,48858,857,765,221,603,424,21029,1988,88,2451154,127460000
1,Manchester City,38,32,2,4,95,23,+72,98,2.58,84.3,24.7,+59.6,+1.57,26.7,67.9,91,71,162,88,3,4,44,1,2.39,1.87,4.26,2.32,65.5,2.14,3.86,0.61,81,58,76.5,20,52.6,23.3,0.25,98,239,41.0,919,188,17.1,26.8,189,43.4,42.9,282,19,6.7,41,1.08,16.9,679,252,37.1,17.87,6.63,0.13,0.35,16.9,234,32.9,6.16,2.03,0.08,0.25,24678,28389,86.9,395041,113549,12249,13188,92.9,9318,10379,89.8,1907,2834,67.3,516,1948,554,62,2429,26660,1631,344,112,226,783,739,298,98,1216,32.00,1216,32.00,927,71,92,71,44,11,168,4.42,139,6,9,5,8,1,518,327,214,215,89,193,467,41.3,274,319,63,256,362,880,570,15,38.0,32238,1825,6098,16583,9800,1458,32234,734,437,59.5,296,40.3,22457,118990,68197,1325,1017,366,509,393,24519,2412,96,2896365,150611000
6,Manchester Utd,38,19,9,10,65,54,+11,66,1.74,61.4,50.6,+10.8,+0.29,26.3,54.7,65,40,105,56,9,12,77,4,1.71,1.05,2.76,1.47,39.6,1.37,2.41,1.42,171,120,71.9,7,18.4,49.9,0.26,265,620,42.7,769,153,46.6,38.2,332,78.9,54.6,524,9,1.7,25,0.66,13.4,514,210,40.9,13.53,5.53,0.11,0.27,18.7,490,33.7,12.89,4.34,0.09,0.27,16834,20942,80.4,284489,101728,7987,8945,89.3,6247,7334,85.2,1704,2961,57.5,381,1219,339,58,1668,18934,1918,435,63,207,638,859,200,90,957,25.18,957,25.18,730,61,54,53,52,7,118,3.11,81,4,12,10,10,1,581,347,280,239,62,240,544,44.1,304,445,128,317,355,936,847,26,38.0,25095,2262,6748,12550,5992,893,25083,553,321,58.0,231,41.8,13180,70206,39118,801,594,215,528,424,16742,1662,86,2910096,151325000
13,Newcastle Utd,38,12,9,17,42,48,-6,45,1.18,39.1,53.6,-14.5,-0.38,26.9,40.4,41,33,74,40,1,3,57,2,1.08,0.87,1.95,1.05,27.4,0.97,1.69,1.26,140,93,70.0,11,28.9,42.3,0.27,250,708,35.3,850,140,51.1,38.9,323,84.8,57.9,651,43,6.6,33,0.87,12.0,443,136,30.7,11.66,3.58,0.09,0.29,18.8,482,27.8,12.68,3.53,0.09,0.31,10774,15231,70.7,197304,79475,4812,5773,83.4,3758,4863,77.3,1584,3269,48.5,324,792,255,99,985,13359,1813,389,50,217,711,835,181,59,784,20.63,784,20.63,571,77,33,43,42,18,68,1.79,46,5,4,10,2,1,711,433,356,291,64,241,565,42.7,324,472,135,337,506,1217,1204,16,38.0,20048,2360,7025,8767,4458,641,20045,444,236,53.2,207,46.6,8749,46542,23595,467,410,95,590,400,10705,976,88,958558,49845000
16,Southampton,38,9,12,17,45,65,-20,39,1.03,46.9,55.1,-8.2,-0.22,25.4,43.4,44,27,71,40,4,5,75,3,1.16,0.71,1.87,1.05,29.3,1.14,1.91,1.71,175,112,64.0,7,18.4,54.0,0.30,213,714,29.8,709,103,65.6,42.8,287,86.8,58.8,546,20,3.7,29,0.76,11.6,479,155,32.4,12.61,4.08,0.08,0.26,18.9,519,33.1,13.66,4.53,0.12,0.35,11463,15930,72.0,201495,79147,5615,6610,84.9,4317,5535,78.0,1241,2873,43.2,337,1086,260,68,1333,14072,1797,409,35,139,666,805,193,61,819,21.55,819,21.55,565,73,49,62,47,23,77,2.03,54,3,3,6,7,4,698,428,335,283,80,277,646,42.9,369,533,153,380,549,1247,1128,18,38.0,20812,2150,5984,9949,5087,709,20807,508,287,56.5,221,43.5,9653,54428,27555,603,444,155,539,380,11354,1313,86,1394510,72514500
4,Tottenham,38,23,2,13,67,39,+28,71,1.87,54.9,47.1,+7.8,+0.20,26.8,59.0,66,47,113,62,4,4,58,3,1.74,1.24,2.97,1.63,39.1,1.36,2.39,1.03,156,118,76.9,13,34.2,47.7,0.28,183,464,39.4,1089,191,28.8,24.7,288,52.1,43.1,514,16,3.1,40,1.05,15.4,533,182,34.1,14.03,4.79,0.12,0.34,18.1,456,33.1,12.00,3.97,0.07,0.22,18808,23056,81.6,324971,107296,8731,9745,89.6,7694,8904,86.4,1810,3083,58.7,392,1283,364,90,1744,21115,1867,457,87,136,643,851,194,74,937,24.66,937,24.66,676,81,62,55,46,17,115,3.03,81,9,6,11,7,1,627,373,310,237,80,268,577,46.4,309,415,112,303,325,952,823,20,38.0,27311,2487,7711,13441,6402,884,27307,672,370,55.1,302,44.9,17170,84748,44019,840,684,205,603,349,18666,1727,83,1753962,91206000
11,Watford,38,14,8,16,52,59,-7,50,1.32,48.2,59.2,-11.0,-0.29,28.5,46.7,51,39,90,50,1,1,80,4,1.34,1.03,2.37,1.32,34.8,1.25,2.17,1.55,180,123,69.4,7,18.4,55.5,0.30,340,941,36.1,942,98,69.9,45.9,308,91.9,63.2,575,31,5.4,72,1.89,16.9,436,148,33.9,11.47,3.89,0.11,0.34,17.3,486,36.0,12.79,4.61,0.11,0.30,12550,16974,73.9,213157,87312,6240,7278,85.7,4322,5450,79.3,1370,2902,47.2,310,944,291,55,1294,15065,1820,483,32,117,570,755,177,89,724,19.05,724,19.05,523,56,46,42,46,11,83,2.18,48,8,15,6,4,2,656,391,350,243,63,257,622,41.3,365,404,120,284,428,1084,1022,18,38.0,21508,2252,6504,9887,5303,845,21507,543,292,53.8,251,46.2,11747,56181,28366,588,434,191,586,418,12440,1273,93,949962,49398000
10,West Ham,38,15,7,16,52,55,-3,52,1.37,47.6,61.9,-14.3,-0.38,27.6,48.6,51,33,84,46,5,5,59,1,1.34,0.87,2.21,1.21,34.1,1.15,2.05,1.45,198,143,74.2,7,18.4,62.7,0.31,306,825,37.1,917,155,59.0,43.0,309,91.9,61.3,554,29,5.2,16,0.42,12.1,436,149,34.2,11.47,3.92,0.11,0.31,17.2,523,36.9,13.76,5.08,0.10,0.26,13847,18038,76.8,239173,90485,6655,7661,86.9,4834,5923,81.6,1640,2995,54.8,325,1005,266,55,1478,16053,1914,501,75,161,631,824,188,71,772,20.32,772,20.32,545,77,43,54,36,17,88,2.32,60,5,7,10,5,1,723,393,385,279,59,295,697,42.3,402,488,142,346,457,1180,926,16,38.0,22541,2350,6338,11093,5350,782,22536,668,389,58.2,279,41.8,11634,67597,34846,731,542,189,552,390,13762,1471,90,1592212,82795000
7,Wolves,38,16,9,13,47,46,+1,57,1.50,52.1,42.1,+10.1,+0.26,26.1,46.8,46,35,81,42,4,4,73,1,1.21,0.92,2.13,1.11,39.4,1.29,2.33,1.21,141,99,69.5,9,23.7,39.4,0.26,218,552,39.5,593,105,52.4,39.1,291,82.8,50.5,508,15,3.0,18,0.47,12.1,473,144,30.4,12.45,3.79,0.09,0.29,17.7,459,30.1,12.08,3.63,0.08,0.28,13961,18261,76.5,255563,92552,5966,6900,86.5,5519,6661,82.9,1884,3353,56.2,348,1053,242,73,1350,16415,1773,361,51,194,622,843,195,73,828,21.79,828,21.79,605,69,53,48,40,13,82,2.16,58,6,4,6,8,0,720,408,385,284,51,283,664,42.6,381,499,148,351,501,1221,895,23,38.0,22684,2093,6742,11104,5061,705,22680,596,331,55.5,264,44.3,11225,63786,34764,743,494,192,498,401,13845,1335,85,715135,37187000
