Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Age,Poss,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,xAG,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShDist,Sh_against,SoT%_against,Sh/90_against,SoT/90_against,G/Sh_Against,G/SoT_Against,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,# Pl,Weekly Wages,Annual Wages
2,Liverpool,38,28,8,2,94,26,+68,92,2.42,88.7,33.8,+54.9,+1.45,27.7,62.7,94,71,165,87,7,8,50,1,2.47,1.87,4.34,2.29,63.5,2.18,3.85,0.68,107,82,75.7,21,55.3,26.6,0.26,116,268,43.3,1294,224,16.2,22.7,185,31.4,32.7,360,22,6.1,92,2.42,17.1,721,237,32.9,18.97,6.24,0.12,0.37,16.7,297,36.0,7.82,2.82,0.08,0.23,21163,25552,82.8,370621,127087,9420,10506,89.7,9245,10569,87.5,2000,3211,62.3,527,1878,511,92,2243,23742,1747,436,112,167,897,780,282,63,1249,32.87,1249,32.87,912,105,63,104,49,16,163,4.29,121,9,9,19,5,0,554,320,207,240,107,233,576,40.5,343,359,74,285,340,894,523,8,38.0,29575,2130,7195,14176,8419,1377,29567,635,343,54.0,291,45.8,17262,84190,45325,885,672,290,590,366,21042,2227,83,2777154,144412000
1,Manchester City,38,29,6,3,99,26,+73,93,2.45,88.7,24.6,+64.0,+1.68,27.0,67.9,96,63,159,89,7,9,42,1,2.53,1.66,4.18,2.34,65.5,2.14,3.87,0.68,85,59,70.6,21,55.3,25.8,0.29,88,188,46.8,1018,171,15.7,25.7,147,19.0,26.2,310,21,6.8,58,1.53,19.0,704,237,33.7,18.53,6.24,0.13,0.38,16.3,236,35.6,6.21,2.21,0.11,0.30,24406,27902,87.5,412596,117964,11713,12605,92.9,10158,11162,91.0,1972,2895,68.1,536,2110,535,74,2421,26239,1597,406,102,192,869,664,316,66,1286,33.84,1286,33.84,997,78,70,88,42,11,158,4.16,112,10,6,19,8,3,498,284,183,214,101,227,509,44.6,282,267,55,212,279,777,403,7,38.0,31381,1837,6566,15281,9729,1499,31372,741,425,57.4,316,42.6,21064,110018,61200,1145,840,386,497,316,24212,2402,67,2914462,151552000
6,Manchester Utd,38,16,10,12,57,57,0,58,1.53,55.8,53.0,+2.8,+0.07,27.2,52.7,56,46,102,53,3,5,77,2,1.47,1.21,2.68,1.39,42.5,1.36,2.48,1.50,180,124,70.0,8,21.1,55.1,0.29,103,315,32.7,623,134,30.0,30.9,299,42.8,35.9,525,8,1.5,25,0.66,14.0,503,179,35.6,13.24,4.71,0.11,0.30,17.7,506,34.6,13.32,4.61,0.10,0.29,16690,20641,80.9,280259,93084,8162,9234,88.4,6398,7436,86.0,1548,2626,58.9,407,1315,312,65,1568,18862,1691,376,80,187,659,725,197,88,917,24.13,917,24.13,706,65,56,38,39,13,104,2.74,77,6,6,7,5,3,585,358,320,197,68,265,608,43.6,343,404,133,271,340,925,704,20,38.0,24652,2256,7391,11141,6331,883,24647,631,368,58.3,263,41.7,13954,76394,41495,784,587,213,538,333,16590,1562,82,4593269,238850000
11,Newcastle Utd,38,13,10,15,44,62,-18,49,1.29,38.1,57.1,-19.0,-0.50,27.5,40.4,41,23,64,38,3,3,81,2,1.08,0.61,1.68,1.00,25.8,0.94,1.62,1.63,165,104,65.5,8,21.1,52.3,0.29,302,726,41.6,864,127,50.3,44.5,344,84.6,57.5,521,30,5.8,18,0.47,10.5,446,142,31.8,11.74,3.74,0.09,0.27,18.1,524,30.3,13.79,4.18,0.10,0.35,10201,14036,72.7,188373,77685,4545,5432,83.7,3917,4880,80.3,1343,2746,48.9,308,791,193,55,923,12203,1762,415,31,114,592,743,160,71,758,19.95,758,19.95,504,81,61,57,44,11,70,1.84,46,4,5,9,6,0,659,383,334,266,59,304,641,47.4,337,420,162,258,360,1019,776,14,38.0,18281,2310,6731,7483,4314,727,18278,632,359,56.8,273,43.2,9243,50896,23964,544,397,163,622,359,10113,911,83,1318654,68570000
20,Norwich City,38,5,7,26,23,84,-61,22,0.58,32.3,75.5,-43.2,-1.14,26.2,42.9,21,16,37,18,3,3,57,1,0.55,0.42,0.97,0.47,24.3,0.79,1.43,2.21,222,139,66.2,6,15.8,67.6,0.27,179,528,33.9,1065,215,36.3,34.5,311,45.3,38.5,617,17,2.8,33,0.87,17.3,370,104,28.1,9.74,2.74,0.05,0.17,19.0,619,34.2,16.29,5.58,0.12,0.34,12164,16070,75.7,217007,80065,5578,6484,86.0,4912,5949,82.6,1369,2757,49.7,264,739,226,46,1031,14176,1839,474,50,153,568,766,165,55,637,16.76,637,16.76,435,67,41,33,50,11,35,0.92,27,2,1,1,3,1,614,368,322,242,50,297,714,41.6,417,450,180,270,381,995,860,14,38.0,20234,2911,8245,8047,4167,601,20231,581,298,51.3,283,48.7,11136,60854,30074,566,356,126,548,313,12047,1018,82,602308,31320000
15,Southampton,38,9,13,16,43,67,-24,40,1.05,44.8,60.0,-15.2,-0.40,25.7,47.7,41,26,67,37,4,4,65,2,1.08,0.68,1.76,0.97,32.5,1.10,1.95,1.76,183,118,64.5,8,21.1,57.2,0.31,196,612,32.0,884,149,46.4,38.4,285,70.9,49.3,573,42,7.3,33,0.87,14.0,478,161,33.7,12.58,4.24,0.08,0.23,17.7,493,36.7,12.97,4.76,0.13,0.35,12505,16941,73.8,211003,80089,6089,7173,84.9,4893,6093,80.3,1112,2591,42.9,353,1016,249,58,1326,15115,1784,411,43,81,711,750,233,42,814,21.42,814,21.42,585,68,43,51,49,18,71,1.87,44,5,6,4,9,3,602,340,285,243,74,248,581,42.7,333,430,132,298,446,1048,795,13,38.0,21418,2216,6541,9409,5713,830,21414,624,350,56.1,274,43.9,11085,62327,31425,728,561,197,626,366,12388,1314,81,1011154,52580000
4,Tottenham,38,22,5,11,69,40,+29,71,1.87,61.2,39.3,+21.9,+0.58,26.5,51.8,63,50,113,58,5,5,69,1,1.66,1.32,2.97,1.53,47.0,1.51,2.75,1.05,137,98,72.3,16,42.1,37.6,0.26,115,279,41.2,672,161,29.8,31.0,282,28.0,26.4,567,33,5.8,45,1.18,14.2,486,185,38.1,12.79,4.87,0.12,0.31,16.7,490,27.6,12.89,3.55,0.08,0.27,17204,20696,83.1,283871,93464,8270,9143,90.5,6856,7812,87.8,1376,2371,58.0,379,1172,338,81,1459,18976,1658,430,88,133,632,676,193,62,882,23.21,882,23.21,678,51,46,61,37,9,117,3.08,95,3,4,8,6,1,598,349,286,244,68,262,584,44.9,322,470,161,309,355,953,793,15,38.0,24853,2515,8010,11453,5627,864,24848,667,375,56.2,291,43.6,15122,82037,42338,791,596,195,588,341,17097,1450,67,2119038,110190000
19,Watford,38,6,5,27,34,77,-43,23,0.61,40.0,64.5,-24.5,-0.64,28.4,40.7,33,26,59,32,1,2,63,3,0.87,0.68,1.55,0.84,32.5,1.01,1.87,2.03,188,113,62.2,4,10.5,60.3,0.29,267,830,32.2,932,123,61.1,44.7,311,83.9,57.1,642,27,4.2,49,1.29,15.9,397,123,31.0,10.45,3.24,0.08,0.26,18.1,554,32.7,14.58,4.76,0.12,0.38,10423,14641,71.2,193942,80054,4505,5496,82.0,4270,5325,80.2,1330,2904,45.8,298,834,213,70,1070,12800,1788,394,35,101,610,808,161,53,693,18.24,693,18.24,475,59,48,43,52,16,57,1.50,36,5,4,7,3,2,614,356,341,213,60,278,626,44.4,348,440,148,292,444,1058,899,19,38.0,19161,2469,7245,7827,4328,625,19159,751,395,52.6,356,47.4,9426,51283,24863,557,380,148,639,389,10320,1057,88,795769,41380000
7,West Ham,38,16,8,14,60,51,+9,56,1.47,51.4,53.5,-2.1,-0.06,28.2,47.9,58,46,104,54,4,6,52,3,1.53,1.21,2.74,1.42,37.4,1.23,2.22,1.34,165,113,70.3,8,21.1,48.0,0.27,202,553,36.5,748,167,50.5,46.3,305,57.4,42.9,610,29,4.8,12,0.32,5.5,443,142,32.1,11.66,3.74,0.12,0.38,16.6,542,29.5,14.26,4.21,0.09,0.29,14326,18378,78.0,251152,89191,6627,7493,88.4,5789,6856,84.4,1479,2906,50.9,320,1106,271,87,1449,16647,1672,309,29,146,802,770,200,59,770,20.26,770,20.26,569,68,47,50,28,8,102,2.68,72,10,5,9,5,1,534,301,273,199,62,240,557,43.1,317,420,175,245,374,908,781,5,38.0,22331,2444,7012,9992,5543,810,22325,545,306,56.1,239,43.9,12622,68100,32664,646,479,171,520,294,14229,1437,77,1433769,74556000
10,Wolves,38,15,6,17,38,43,-5,51,1.34,37.5,56.9,-19.4,-0.51,27.3,49.5,35,22,57,34,1,1,62,2,0.92,0.58,1.50,0.89,26.4,0.97,1.66,1.13,167,125,79.6,11,28.9,49.3,0.25,122,423,28.8,863,220,35.6,36.1,275,42.2,36.5,562,44,7.8,41,1.08,14.2,401,133,33.2,10.55,3.50,0.08,0.26,18.6,499,31.7,13.13,4.16,0.07,0.21,15253,19103,79.8,275607,92814,6533,7415,88.1,6610,7664,86.2,1718,3005,57.2,294,1096,212,57,1283,17380,1662,420,58,151,587,718,168,61,692,18.21,692,18.21,496,44,65,37,31,19,58,1.53,37,4,5,8,2,2,673,377,377,242,54,273,671,40.7,398,437,135,302,389,1062,820,20,38.0,23334,2657,8472,10204,4887,703,23333,771,450,58.4,321,41.6,12837,69338,36188,723,522,190,598,341,15117,1262,76,1101346,57270000
