Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Age,Poss,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,xAG,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShDist,Sh_against,SoT%_against,Sh/90_against,SoT/90_against,G/Sh_Against,G/SoT_Against,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,# Pl,Weekly Wages,Annual Wages
1,Manchester City,38,32,4,2,106,27,+79,100,2.63,78.6,23.8,+54.8,+1.44,26.4,71.0,103,85,188,97,6,8,63,,2.71,2.24,4.95,2.55,57.9,1.91,3.44,0.71,85,58,68.2,18,47.4,25.5,0.28,114,239,47.7,996,183,15.0,26.2,170,52.9,45.7,286,21,7.3,90,2.37,18.8,656,254,38.7,17.26,6.68,0.15,0.38,17.8,234,35.5,6.16,2.18,0.11,0.30,26164,29961,87.3,421270,127277,13122,14165,92.6,10259,11378,90.2,1810,2720,66.5,498,2026,525,44,2570,28178,1716,418,118,213,691,779,284,67,1209,31.82,1209,31.82,943,73,76,52,52,13,193,5.08,150,8,16,7,10,2,563,381,257,215,91,195,561,34.8,366,328,53,275,346,909,620,19,38.0,33628,1767,6970,17205,9719,1255,33620,732,503,68.7,228,31.1,21785,117099,66804,1308,973,331,553,406,26023,2550,32,2913423,151498000
2,Manchester Utd,38,25,6,7,68,28,+40,81,2.13,55.7,40.7,+15.0,+0.40,26.7,54.7,67,53,120,66,1,3,64,,1.76,1.39,3.16,1.74,40.5,1.40,2.47,0.74,143,117,81.1,19,50.0,39.4,0.28,238,627,38.0,817,152,48.5,39.6,297,77.8,55.8,501,17,3.4,21,0.55,12.8,509,170,33.4,13.39,4.47,0.13,0.39,18.4,435,32.6,11.45,3.74,0.06,0.18,17765,21865,81.2,292678,102023,8463,9383,90.2,6387,7424,86.0,1751,3131,55.9,377,1324,357,73,1564,19929,1848,456,85,176,753,809,220,88,916,24.11,916,24.11,699,54,69,45,38,11,117,3.08,81,6,12,12,5,1,564,369,275,218,71,173,555,31.2,382,382,112,270,481,1045,926,20,38.0,25907,2212,6985,12031,7107,895,25904,736,466,63.3,270,36.7,14201,79919,43760,920,695,217,512,399,17639,1547,35,3195596,166171000
10,Newcastle Utd,38,12,8,18,39,47,-8,44,1.16,41.6,52.4,-10.8,-0.28,25.6,41.7,38,29,67,38,0,1,54,,1.00,0.76,1.76,1.00,32.1,1.08,1.92,1.24,148,102,70.9,9,23.7,48.8,0.30,293,801,36.6,880,115,58.8,38.5,339,83.8,56.4,601,39,6.5,32,0.84,12.9,450,146,32.4,11.84,3.84,0.08,0.26,19.2,471,30.1,12.39,3.74,0.08,0.28,11071,15659,70.7,199740,86134,5153,6161,83.6,4100,5358,76.5,1385,3119,44.4,321,911,220,75,1145,13725,1871,444,67,114,616,837,167,63,781,20.55,781,20.55,561,72,45,44,39,20,63,1.66,43,7,2,10,1,0,645,426,338,255,52,221,638,34.6,417,475,117,358,441,1086,1219,17,38.0,20180,2275,6899,8975,4531,601,20179,535,304,56.8,230,43.0,9949,52745,27557,548,436,121,523,410,10963,1134,37,811904,42219000
17,Southampton,38,7,15,16,37,56,-19,36,0.95,39.9,45.2,-5.3,-0.14,26.2,51.3,36,23,59,33,3,3,65,,0.95,0.61,1.55,0.87,29.5,0.99,1.76,1.47,165,108,66.7,8,21.1,46.3,0.28,200,683,29.3,664,118,61.6,43.4,304,90.1,59.3,569,29,5.1,24,0.63,14.1,447,136,30.4,11.76,3.58,0.07,0.24,18.1,490,33.3,12.89,4.29,0.11,0.34,14336,19027,75.3,248346,90480,6923,7931,87.3,5463,6720,81.3,1497,3220,46.5,343,1154,288,77,1609,17044,1910,423,56,169,800,862,227,73,799,21.03,799,21.03,590,71,54,42,32,10,65,1.71,40,5,9,6,5,0,658,454,342,250,66,244,605,40.3,361,455,128,327,462,1120,1034,25,38.0,23169,2056,6325,11460,5644,700,23166,531,379,71.4,151,28.4,13356,68599,36430,694,517,137,495,379,14215,1592,29,1309096,68073000
19,Stoke City,38,7,12,19,35,68,-33,33,0.87,36.5,62.5,-26.0,-0.69,27.5,41.4,34,28,62,34,0,3,62,,0.89,0.74,1.63,0.89,27.4,0.90,1.62,1.79,216,150,70.8,6,15.8,66.5,0.29,402,1029,39.1,1003,117,70.3,42.9,361,89.8,62.2,648,26,4.0,43,1.13,18.6,380,122,32.1,10.00,3.21,0.09,0.28,18.1,574,36.8,15.11,5.55,0.11,0.29,10122,14569,69.5,194245,88499,4435,5386,82.3,3825,5023,76.1,1514,3194,47.4,288,921,230,60,1150,12544,1938,460,33,111,598,875,136,87,669,17.61,669,17.61,463,69,41,44,41,11,62,1.63,39,8,4,7,3,1,678,437,370,252,56,228,600,38.0,372,424,142,282,461,1139,1265,20,38.0,18935,2513,6385,8544,4268,596,18932,507,325,64.1,182,35.9,9409,51906,25144,477,403,108,532,403,9994,1123,35,943308,49052000
18,Swansea City,38,8,9,21,28,56,-28,33,0.87,31.6,58.6,-27.0,-0.71,27.2,45.3,27,20,47,26,1,1,51,,0.71,0.53,1.24,0.68,20.2,0.81,1.34,1.47,190,133,72.1,9,23.7,59.5,0.28,315,812,38.8,914,159,54.5,42.2,358,87.7,59.9,615,42,6.8,22,0.58,11.4,338,95,28.1,8.89,2.50,0.08,0.27,18.2,533,34.5,14.03,4.84,0.10,0.28,13223,17437,75.8,247025,93673,5802,6660,87.1,5291,6513,81.2,1760,3374,52.2,223,973,190,57,1194,15500,1899,472,23,141,694,825,150,38,581,15.29,581,15.29,395,57,48,37,33,11,40,1.05,23,7,1,6,1,2,610,417,286,241,83,221,550,40.2,329,411,124,287,390,1000,1019,21,38.0,21278,2441,7047,9908,4554,536,21277,523,318,60.8,205,39.2,10613,62008,31717,596,451,111,503,439,13108,1174,37,918712,47773000
3,Tottenham,38,23,8,7,74,36,+38,77,2.03,64.7,33.9,+30.8,+0.81,25.8,61.8,70,51,121,68,2,3,52,,1.84,1.34,3.18,1.79,49.0,1.64,2.93,0.95,124,89,72.6,16,42.1,35.0,0.27,159,397,40.1,972,174,29.4,33.4,244,45.5,40.8,452,19,4.2,78,2.05,15.6,620,209,33.7,16.32,5.50,0.11,0.33,18.4,353,34.6,9.29,3.21,0.09,0.27,19284,23695,81.4,363818,126442,7604,8618,88.2,9105,10458,87.1,2278,3694,61.7,462,1793,394,63,2249,21612,1995,483,83,196,825,948,246,88,1092,28.74,1092,28.74,811,75,68,72,51,15,114,3.00,81,7,8,11,7,0,618,399,272,259,87,212,537,39.5,325,360,74,286,380,998,878,22,38.0,27821,2080,7157,13466,7466,949,27818,719,436,60.6,281,39.1,14767,80757,42259,862,642,180,534,460,19147,2228,34,1544192,80298000
14,Watford,38,11,8,19,44,64,-20,41,1.08,45.0,51.8,-6.8,-0.18,27.9,49.7,42,27,69,39,3,6,65,,1.11,0.71,1.82,1.03,29.2,1.06,1.83,1.68,156,93,62.8,9,23.7,55.9,0.33,320,804,39.8,889,146,66.1,42.3,260,83.1,56.9,524,25,4.8,27,0.71,12.2,434,126,29.0,11.42,3.32,0.09,0.31,17.9,407,36.9,10.71,3.95,0.14,0.38,12758,17513,72.8,225604,93079,6170,7329,84.2,4621,5948,77.7,1528,3090,49.4,320,1071,285,79,1455,15484,1955,484,27,138,713,926,183,74,766,20.16,766,20.16,526,73,60,47,40,20,69,1.82,41,5,8,10,5,0,668,432,337,263,68,237,609,38.9,372,359,98,261,467,1135,997,17,38.0,21692,2087,6318,10225,5377,783,21686,565,332,58.8,233,41.2,11811,58427,29594,647,479,162,547,410,12635,1429,37,893769,46476000
20,West Brom,38,6,13,19,31,56,-25,31,0.82,36.5,47.9,-11.4,-0.30,29.1,40.7,31,24,55,30,1,1,73,,0.82,0.63,1.45,0.79,25.9,0.94,1.62,1.47,154,100,64.3,10,26.3,46.0,0.30,353,920,38.4,821,70,71.7,48.5,347,95.4,65.4,614,40,6.5,27,0.71,12.8,377,111,29.4,9.92,2.92,0.08,0.27,17.7,515,29.7,13.55,4.03,0.10,0.35,10495,15004,69.9,201340,89346,4694,5597,83.9,3898,5098,76.5,1590,3408,46.7,272,967,228,115,1106,13059,1866,394,34,96,784,855,176,79,649,17.08,649,17.08,449,78,40,33,38,11,51,1.34,35,6,4,3,3,0,603,385,336,204,63,218,625,34.9,407,420,148,272,470,1073,1087,9,38.0,19184,2302,6698,8221,4468,586,19183,527,321,60.9,205,38.9,9820,54221,26753,507,390,89,532,446,10384,1093,33,1135654,59054000
13,West Ham,38,10,12,16,48,68,-20,42,1.11,36.7,55.1,-18.4,-0.48,28.0,45.2,48,29,77,46,2,4,75,,1.26,0.76,2.03,1.21,24.9,0.88,1.54,1.79,187,119,66.3,10,26.3,60.6,0.31,329,914,36.0,824,99,72.5,47.7,339,93.5,62.8,600,17,2.8,42,1.11,16.0,368,127,34.5,9.68,3.34,0.13,0.36,18.2,557,32.5,14.66,4.76,0.11,0.34,11779,16197,72.7,221883,87777,5113,6041,84.6,4678,5850,80.0,1633,3407,47.9,278,989,233,78,1179,14112,1988,482,51,134,733,900,161,97,657,17.29,657,17.29,457,64,57,23,49,7,79,2.08,51,5,9,7,5,2,621,410,327,238,56,235,620,37.9,385,437,154,283,482,1103,1085,17,38.0,20454,2265,6198,9854,4647,591,20450,642,423,65.9,218,34.0,10086,60796,27961,523,438,106,503,389,11655,1162,41,1337173,69533000
