Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Age,Poss,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,xAG,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShDist,Sh_against,SoT%_against,Sh/90_against,SoT/90_against,G/Sh_Against,G/SoT_Against,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,# Pl,Weekly Wages,Annual Wages
2,Manchester City,38,26,3,9,102,35,+67,81,2.13,92.0,36.2,+55.7,+1.47,26.9,66.2,100,69,169,94,6,11,64,4,2.63,1.82,4.45,2.47,68.4,2.20,4.00,0.92,110,76,70.9,17,44.7,34.1,0.29,92,227,40.5,1047,195,16.6,28.0,167,31.7,31.6,323,15,4.6,64,1.69,11.0,735,250,34.0,19.34,6.58,0.13,0.38,16.4,277,38.6,7.29,2.82,0.11,0.29,24557,28190,87.1,410039,117432,11773,12714,92.6,9821,10885,90.2,2121,2963,71.6,582,1819,553,89,2460,26549,1573,352,85,243,915,684,298,68,1356,35.68,1356,35.68,1040,72,101,75,53,15,173,4.55,123,6,16,14,12,2,514,301,204,210,100,230,605,38.0,375,292,66,226,352,866,495,21,38.0,31884,2009,6806,15609,9720,1473,31873,721,487,67.5,235,32.6,23022,118327,66426,1199,964,377,456,341,24428,2453,71,2865192,148990000
3,Manchester Utd,38,18,12,8,66,36,+30,66,1.74,62.2,37.7,+24.5,+0.64,24.8,55.8,65,43,108,55,10,14,73,0,1.71,1.13,2.84,1.45,38.5,1.35,2.36,0.95,131,96,74.8,13,34.2,34.7,0.25,83,262,31.7,672,153,28.4,30.6,268,26.5,29.0,489,10,2.0,22,0.58,15.0,530,201,37.9,13.95,5.29,0.10,0.27,19.1,387,33.1,10.18,3.37,0.08,0.25,17744,21725,81.7,294732,95208,8697,9751,89.2,6891,7957,86.6,1555,2646,58.8,402,1350,341,50,1788,19836,1833,466,64,171,635,822,204,56,978,25.74,978,25.74,766,50,62,36,56,8,112,2.95,86,4,7,2,12,1,579,333,267,231,81,254,634,40.1,380,360,99,261,379,958,703,14,38.0,25838,2167,7222,11840,6993,878,25824,747,446,59.7,301,40.3,14498,83016,46282,926,681,255,559,396,17632,1779,78,3181538,165440000
13,Newcastle Utd,38,11,11,16,38,58,-20,44,1.16,35.5,65.6,-30.1,-0.79,26.5,39.0,38,29,67,38,0,1,66,3,1.00,0.76,1.76,1.00,26.9,0.91,1.62,1.53,195,139,71.3,11,28.9,63.0,0.32,288,750,38.4,749,119,60.7,42.0,340,86.8,58.3,686,21,3.1,26,0.68,11.6,398,132,33.2,10.47,3.47,0.10,0.29,19.1,564,34.2,14.84,5.08,0.10,0.28,10606,14566,72.8,189511,75573,4963,5792,85.7,3781,4800,78.8,1351,2818,47.9,299,685,181,62,844,12726,1765,463,18,151,591,715,151,75,705,18.55,705,18.55,491,75,55,38,37,9,62,1.63,41,6,4,6,4,1,603,357,364,198,41,273,632,43.2,359,402,152,250,391,994,988,19,38.0,18911,2401,7097,8182,3875,542,18910,674,400,59.3,274,40.7,9917,54621,27300,537,426,138,594,288,10526,826,88,1294423,67310000
20,Norwich City,38,5,6,27,26,75,-49,21,0.55,37.0,66.5,-29.5,-0.78,26.0,49.3,25,18,43,23,2,2,68,3,0.66,0.47,1.13,0.61,27.4,0.93,1.65,1.97,210,135,66.2,5,13.2,66.5,0.29,173,622,27.8,1292,211,36.0,22.7,349,45.0,38.6,682,30,4.4,26,0.68,11.3,407,126,31.0,10.71,3.32,0.06,0.18,18.0,600,33.8,15.79,5.34,0.11,0.33,14965,18869,79.3,243176,86282,7717,8664,89.1,5301,6196,85.6,1336,2696,49.6,304,913,210,32,1169,16961,1858,461,47,124,473,773,162,50,717,18.87,717,18.87,522,56,47,47,35,10,43,1.13,34,2,2,2,1,2,628,379,359,210,59,267,700,38.1,433,453,171,282,397,1025,959,20,38.0,23409,3125,9058,9868,4701,661,23407,706,427,60.5,278,39.4,14090,74844,38544,673,476,177,591,405,14835,1159,71,503654,26190000
9,Sheffield Utd,38,14,12,12,39,39,0,54,1.42,43.0,51.0,-7.9,-0.21,26.9,43.1,36,25,61,35,1,1,63,2,0.95,0.66,1.61,0.92,34.0,1.11,2.01,1.03,139,99,72.7,13,34.2,43.7,0.32,270,872,31.0,816,110,74.4,51.2,272,97.4,69.1,572,20,3.5,23,0.61,7.0,352,109,31.0,9.26,2.87,0.10,0.32,15.2,428,32.0,11.26,3.61,0.09,0.28,12125,16858,71.9,222335,83887,5714,6687,85.4,4480,5657,79.2,1579,3404,46.4,269,1053,282,97,1352,14962,1818,375,15,206,866,882,212,78,630,16.58,630,16.58,457,62,44,38,23,6,63,1.66,47,3,6,6,1,0,611,377,304,229,78,261,646,40.4,385,336,106,230,420,1031,931,16,38.0,21000,2180,6190,8918,6070,733,20999,535,346,64.7,187,35.0,9508,48303,23773,493,375,116,519,292,12015,1334,83,465000,24180000
11,Southampton,38,15,7,16,51,60,-9,52,1.37,56.1,52.8,+3.3,+0.09,25.9,48.9,51,32,83,49,2,5,55,4,1.34,0.84,2.18,1.29,36.4,1.37,2.33,1.58,168,108,66.1,9,23.7,54.7,0.31,229,706,32.4,824,103,59.8,41.6,255,83.5,56.2,578,29,5.0,39,1.03,12.8,494,171,34.6,13.00,4.50,0.10,0.29,17.8,448,36.6,11.79,4.32,0.13,0.34,12488,17468,71.5,218809,83466,5869,7035,83.4,5027,6478,77.6,1240,2921,42.5,340,1019,282,70,1335,15450,1960,448,27,133,690,950,210,58,843,22.18,843,22.18,560,74,70,53,60,26,77,2.03,41,3,15,8,7,3,706,416,325,287,94,324,793,40.9,469,488,124,364,425,1131,867,21,38.0,22200,2123,6196,10753,5497,811,22196,680,423,62.2,257,37.8,10579,58592,29795,628,459,182,654,362,12363,1308,64,1029615,53540000
6,Tottenham,38,16,11,11,61,47,+14,59,1.55,47.9,54.2,-6.3,-0.17,26.7,52.0,56,39,95,53,3,4,84,3,1.47,1.03,2.50,1.39,32.6,1.18,2.03,1.24,181,134,76.8,8,21.1,53.0,0.26,167,484,34.5,798,160,39.7,33.3,292,57.2,41.7,574,23,4.0,24,0.63,17.6,440,154,35.0,11.58,4.05,0.12,0.34,18.4,532,32.7,14.00,4.58,0.08,0.23,16101,20296,79.3,268557,90635,7859,8877,88.5,6303,7463,84.5,1350,2655,50.8,339,1077,283,47,1410,18404,1826,464,79,113,641,785,200,66,779,20.50,779,20.50,589,43,54,37,38,18,94,2.47,62,3,13,10,4,2,665,415,331,281,53,253,681,37.2,428,441,148,293,381,1046,894,24,38.0,24729,2568,7603,11826,5549,710,24725,747,449,60.1,297,39.8,15489,76394,39387,768,573,182,577,437,15997,1398,76,2068846,107580000
19,Watford,38,8,10,20,36,64,-28,34,0.89,48.9,58.1,-9.3,-0.24,28.9,42.9,35,21,56,28,7,8,80,3,0.92,0.55,1.47,0.74,31.4,1.12,1.95,1.68,178,116,68.5,9,23.7,62.6,0.31,302,923,32.7,912,118,71.7,46.9,295,91.2,62.2,581,30,5.2,55,1.45,15.9,416,112,26.9,10.95,2.95,0.07,0.25,17.3,487,34.7,12.82,4.45,0.11,0.31,11230,15775,71.2,192764,78762,5578,6640,84.0,3901,5075,76.9,1244,2868,43.4,303,848,253,69,1168,13907,1800,398,11,134,684,838,167,68,725,19.08,725,19.08,498,69,45,42,56,15,58,1.53,34,6,3,4,8,3,657,369,347,249,61,267,713,37.4,446,396,135,261,424,1081,869,4,38.0,20081,2134,6250,8911,5148,805,20073,576,321,55.7,254,44.1,10429,54446,27529,578,446,162,549,348,11126,1152,91,1109038,57670000
16,West Ham,38,10,9,19,49,62,-13,39,1.03,48.6,63.8,-15.2,-0.40,27.4,44.1,49,36,85,45,4,4,64,1,1.29,0.95,2.24,1.18,36.7,1.20,2.16,1.63,187,127,69.5,7,18.4,60.5,0.30,288,743,38.8,773,142,62.7,44.6,291,88.7,58.9,600,12,2.0,22,0.58,15.0,413,156,37.8,10.87,4.11,0.11,0.29,16.4,495,36.6,13.03,4.76,0.11,0.30,12451,16861,73.8,221660,89417,6048,7124,84.9,4538,5680,79.9,1515,2997,50.6,328,1083,244,80,1377,14967,1828,432,38,156,737,815,190,66,735,19.34,735,19.34,514,78,42,42,47,12,89,2.34,62,7,5,7,8,0,696,417,374,263,59,300,745,40.3,445,383,117,266,421,1117,789,16,38.0,20993,2159,6259,9681,5265,746,20989,663,397,59.9,264,39.8,11155,62372,30145,667,485,169,496,322,12348,1370,74,1432808,74506000
7,Wolves,38,15,14,9,51,40,+11,59,1.55,54.1,38.0,+16.1,+0.42,26.6,48.3,49,34,83,45,4,4,61,2,1.29,0.89,2.18,1.18,37.5,1.34,2.33,1.05,129,88,69.8,13,34.2,35.5,0.26,250,528,47.3,578,127,53.1,39.0,283,78.1,48.7,530,20,3.8,11,0.29,11.7,457,142,31.1,12.03,3.74,0.10,0.32,17.4,396,31.8,10.42,3.32,0.10,0.30,14298,18474,77.4,266628,97026,5979,6942,86.1,5777,6928,83.4,1985,3308,60.0,339,1015,223,83,1338,16650,1775,405,40,203,718,816,193,49,801,21.08,801,21.08,541,70,79,47,46,18,83,2.18,53,6,9,8,7,0,646,367,358,227,61,281,685,41.0,404,378,109,269,437,1083,702,23,38.0,22660,1987,6969,10797,5105,779,22656,817,509,62.3,308,37.7,11543,66813,36391,858,559,229,540,338,14176,1320,77,1040962,54130000
