Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Age,Poss,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,xAG,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShDist,Sh_against,SoT%_against,Sh/90_against,SoT/90_against,G/Sh_Against,G/SoT_Against,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,# Pl,Weekly Wages,Annual Wages
18,Leicester City,38,9,7,22,51,68,-17,34,0.89,50.5,63.3,-12.8,-0.34,26.1,47.7,49,36,85,46,3,6,63,2,1.29,0.95,2.24,1.21,38.4,1.20,2.21,1.79,178,113,64.0,7,18.4,55.4,0.29,132,497,26.6,1004,203,34.5,37.2,311,48.6,38.6,558,36,6.5,48,1.26,10.3,412,142,34.5,10.84,3.74,0.11,0.32,17.7,567,30.5,14.92,4.55,0.10,0.34,14887,18871,78.9,249219,89055,7245,8221,88.1,6087,7165,85.0,1165,2422,48.1,319,1142,220,52,1304,17049,1739,464,76,93,496,724,135,83,744,19.58,744,19.58,540,52,50,50,38,14,87,2.29,59,2,8,8,7,3,699,412,345,291,63,308,677,45.5,369,517,170,347,367,1066,777,12,38.0,23124,2681,8409,10293,4641,688,23118,623,294,47.2,245,39.3,12503,63356,31619,580,363,175,548,313,14797,1294,81,1515000,78780000
5,Liverpool,38,19,10,9,75,47,+28,67,1.76,71.5,50.8,+20.7,+0.55,27.4,60.8,71,58,129,69,2,4,57,1,1.87,1.53,3.39,1.82,55.6,1.80,3.26,1.24,157,111,71.3,14,36.8,54.1,0.33,118,285,41.4,1258,217,18.4,24.3,215,24.7,29.9,400,23,5.8,89,2.34,9.0,601,203,33.8,15.82,5.34,0.11,0.34,16.2,366,42.1,9.63,4.05,0.12,0.28,20043,24361,82.3,352929,120466,9023,10114,89.2,8561,9758,87.7,1962,3283,59.8,458,1615,452,85,1992,22466,1811,416,103,198,799,860,235,84,1046,27.53,1046,27.53,778,85,56,75,33,19,129,3.39,97,9,7,8,7,1,590,370,228,250,112,281,651,43.2,370,350,74,276,333,923,568,20,38.0,28398,2310,8119,13329,7149,1252,28394,693,323,46.6,281,40.5,17148,82470,41527,719,569,234,584,413,19921,1974,86,3115000,161980000
1,Manchester City,38,28,5,5,94,33,+61,89,2.34,78.6,32.1,+46.5,+1.22,27.2,64.7,92,69,161,83,9,10,44,1,2.42,1.82,4.24,2.18,57.5,1.87,3.38,0.87,92,60,67.4,13,34.2,30.3,0.30,128,287,44.6,1242,163,18.9,28.0,181,28.7,30.4,312,20,6.4,40,1.05,15.7,590,205,34.7,15.53,5.39,0.14,0.40,16.6,291,30.6,7.66,2.34,0.10,0.33,23263,26642,87.3,396454,114920,11020,11888,92.7,9848,10836,90.9,1932,2849,67.8,464,1770,445,75,2073,25047,1544,440,94,177,742,614,238,51,1099,28.92,1099,28.92,826,81,53,76,49,14,168,4.42,130,7,8,9,12,2,471,272,185,198,88,212,462,45.9,250,339,95,244,223,694,402,9,38.0,29895,2170,7410,14372,8301,1277,29885,704,336,47.7,239,33.9,19122,104099,56216,988,754,279,406,298,22992,2054,70,3745000,194740000
3,Manchester Utd,38,23,6,9,58,43,+15,75,1.97,67.7,50.4,+17.3,+0.45,26.9,53.7,56,42,98,53,3,3,78,2,1.47,1.11,2.58,1.39,52.2,1.72,3.09,1.13,142,99,71.1,17,44.7,41.3,0.27,141,449,31.4,909,128,37.0,32.3,302,37.4,31.7,526,15,2.9,32,0.84,14.8,590,206,34.9,15.53,5.42,0.09,0.26,17.8,478,29.1,12.58,3.66,0.08,0.29,16603,20525,80.9,276625,97026,8273,9294,89.0,6359,7306,87.0,1438,2651,54.2,478,1268,398,57,1595,18827,1619,325,105,165,517,715,196,79,1051,27.66,1051,27.66,840,58,46,63,35,9,99,2.61,79,3,8,5,4,0,657,400,343,231,83,300,600,50.0,300,496,146,350,352,1009,771,11,38.0,24847,2639,8093,10389,6569,1036,24844,730,317,43.4,338,46.3,14245,70351,37126,711,515,239,497,293,16447,1578,92,4394500,228514000
4,Newcastle Utd,38,19,14,5,68,33,+35,71,1.87,71.9,39.5,+32.3,+0.85,27.3,52.3,64,42,106,58,6,6,61,1,1.68,1.11,2.79,1.53,51.8,1.77,3.13,0.87,127,94,75.6,14,36.8,33.2,0.24,126,378,33.3,714,246,32.2,20.7,230,64.3,48.5,441,35,7.9,74,1.95,12.4,565,184,32.6,14.87,4.84,0.10,0.32,15.6,382,32.2,10.05,3.24,0.08,0.24,13925,17837,78.1,246297,90893,6433,7370,87.3,5580,6605,84.5,1523,2774,54.9,435,1083,403,64,1618,16020,1746,447,88,142,740,728,270,71,1008,26.53,1008,26.53,690,110,62,77,57,12,106,2.79,64,6,15,10,6,5,607,360,268,254,85,307,642,47.8,335,448,116,332,333,940,680,10,38.0,22106,2088,6757,9053,6516,1161,22100,784,350,44.6,322,41.1,12023,64186,32987,695,493,228,576,363,13803,1599,86,1593000,82836000
16,Nott'ham Forest,38,9,11,18,38,68,-30,38,1.00,39.3,64.2,-24.9,-0.66,26.5,37.6,36,22,58,33,3,6,84,0,0.95,0.58,1.53,0.87,26.3,0.91,1.60,1.79,182,112,65.9,8,21.1,60.1,0.30,237,712,33.3,957,185,51.0,43.2,338,66.3,47.5,621,35,5.6,38,1.00,17.0,362,111,30.7,9.53,2.92,0.09,0.30,17.2,548,31.8,14.42,4.58,0.11,0.36,9543,13606,70.1,177315,72656,4046,4952,81.7,4071,5126,79.4,1187,2708,43.8,246,660,172,50,859,11801,1738,446,31,66,530,720,128,67,593,15.61,593,15.61,416,59,31,38,36,13,54,1.42,31,5,4,11,3,0,659,387,380,201,78,296,589,50.3,293,500,156,344,349,1008,944,7,38.0,17911,2715,7420,6953,3755,611,17905,572,258,45.1,234,40.9,8674,46411,24020,436,308,111,537,275,9452,847,107,1027500,53430000
20,Southampton,38,6,7,25,36,73,-37,25,0.66,37.8,60.8,-23.0,-0.61,24.7,44.5,36,25,61,34,2,4,73,0,0.95,0.66,1.61,0.89,28.1,0.91,1.65,1.92,150,81,52.7,4,10.5,46.0,0.29,234,742,31.5,1115,173,50.5,36.5,303,59.1,44.9,548,42,7.7,55,1.45,13.5,413,132,32.0,10.87,3.47,0.08,0.26,18.1,523,28.1,13.76,3.87,0.13,0.45,12319,16391,75.2,211636,79814,5972,6925,86.2,4830,5823,82.9,1170,2625,44.6,302,938,239,71,1125,14585,1749,426,38,87,613,752,157,57,718,18.89,718,18.89,493,77,46,51,38,13,61,1.61,35,5,7,5,6,3,714,426,378,279,57,297,612,48.5,315,542,165,377,427,1141,852,11,38.0,21094,2639,7453,8997,4879,712,21090,760,362,47.6,318,41.8,11323,61002,29821,588,452,131,567,401,12216,1112,77,953000,49556000
8,Tottenham,38,18,6,14,70,63,+7,60,1.58,57.0,49.6,+7.4,+0.20,27.6,50.0,68,46,114,63,5,6,77,3,1.79,1.21,3.00,1.66,43.0,1.38,2.51,1.66,172,109,65.1,10,26.3,55.1,0.30,113,342,33.0,804,180,31.0,30.2,283,32.9,29.5,515,25,4.9,45,1.18,15.2,512,186,36.3,13.47,4.89,0.12,0.34,16.7,516,32.6,13.58,4.42,0.11,0.35,15972,19672,81.2,277567,92695,7333,8180,89.6,6707,7682,87.3,1499,2669,56.2,386,1071,323,104,1449,17950,1655,404,74,165,719,664,203,67,910,23.95,910,23.95,692,60,46,55,38,19,116,3.05,84,7,7,9,7,2,619,353,325,215,79,275,574,47.9,299,428,148,280,340,959,762,20,38.0,23836,2734,8571,10329,5135,842,23830,666,306,45.9,288,43.2,13679,71290,36842,692,465,189,521,356,15864,1436,79,2102500,109330000
14,West Ham,38,11,7,20,42,55,-13,40,1.05,49.2,53.0,-3.9,-0.10,28.2,42.1,41,25,66,35,6,8,44,0,1.08,0.66,1.74,0.92,32.7,1.15,2.01,1.45,170,115,70.0,9,23.7,53.2,0.29,212,553,38.3,715,167,54.7,33.4,302,53.6,40.8,560,31,5.5,26,0.68,10.3,466,133,28.5,12.26,3.50,0.08,0.26,17.3,493,33.5,12.97,4.34,0.10,0.30,12369,16357,75.6,219013,84296,5883,6778,86.8,4784,5831,82.0,1383,2753,50.2,340,990,212,80,1274,14625,1670,347,41,162,768,722,206,62,817,21.50,817,21.50,586,81,40,60,35,15,67,1.76,41,6,6,8,6,0,608,336,290,226,92,270,563,48.0,293,415,139,276,408,1016,810,10,38.0,20411,2362,6898,8704,4993,756,20403,615,250,40.7,266,43.3,10540,57451,28247,615,413,166,458,357,12256,1266,69,1585000,82420000
13,Wolves,38,11,8,19,31,58,-27,41,1.08,36.8,59.9,-23.0,-0.61,26.7,49.9,28,12,40,25,3,3,85,6,0.74,0.32,1.05,0.66,25.4,0.91,1.58,1.53,174,115,67.8,11,28.9,52.2,0.28,130,464,28.0,992,196,29.8,32.9,283,59.4,45.1,577,48,8.3,29,0.76,8.0,409,119,29.1,10.76,3.13,0.06,0.21,18.0,551,30.9,14.50,4.47,0.10,0.32,14554,18294,79.6,264071,87310,6350,7195,88.3,6306,7257,86.9,1574,2890,54.5,294,1110,252,71,1343,16575,1657,430,49,149,661,663,185,62,713,18.76,713,18.76,520,62,31,47,42,11,44,1.16,32,1,3,6,1,1,660,370,363,222,75,285,616,46.3,331,497,175,322,279,939,817,19,38.0,22539,2921,8544,9264,4960,686,22536,782,385,49.2,302,38.6,12374,67241,35071,610,421,142,516,326,14453,1332,87,1003500,52182000
