Player,Pos,Squad,Age,MP,Starts,Min,90s_x,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s_y,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,Weekly Wages,Annual Wages
Adama Traoré,"FW,MF",Fulham,27,17,1,377.0,4.2,2,3,5,2,0,0,2,0,1.5,1.5,0.7,2.2,0.48,0.72,1.19,0.48,0.36,0.17,0.36,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,7,63.6,2.63,1.67,0.18,0.29,16.0,97,139,69.8,1487,457,52,62,83.9,38,52,73.1,5,12,41.7,7,3,9,4,16,137,2,0,0,1,26,2,0,0,14,3.34,14,3.34,12,0,1,1,0,0,5,1.19,4,0,1,0,0,0,4,3,1,2,1,3,6,50.0,3,2,0,2,1,5,2,0,4.2,194,4,28,51,118,24,194,17,9,52.9,6,35.3,134,1227,676,29,13,13,13,9,154,48,65000,3380000
Albert Sambi Lokonga,MF,Luton Town,23,17,16,1303.0,14.5,1,3,4,1,0,0,4,0,0.6,0.6,1.4,2.0,0.07,0.21,0.28,0.07,0.04,0.10,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,25.0,0.55,0.14,0.13,0.50,20.9,669,766,87.3,11099,3318,319,348,91.7,253,285,88.8,55,76,72.4,9,68,6,1,72,694,67,28,5,11,13,8,2,5,27,1.86,27,1.86,22,0,0,1,3,1,3,0.21,3,0,0,0,0,0,29,18,14,12,3,17,24,70.8,7,23,13,10,11,40,14,0,14.5,899,54,223,513,170,11,899,22,11,50.0,7,31.8,528,3026,1706,29,19,2,12,11,597,13,50000,2600000
Alejandro Garnacho,FW,Manchester Utd,19,36,30,2565.0,28.5,7,4,11,7,0,0,4,0,8.4,8.3,5.1,13.4,0.25,0.14,0.39,0.25,0.29,0.18,0.29,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,27,27.0,3.51,0.95,0.07,0.26,15.8,675,901,74.9,9269,1365,422,506,83.4,189,233,81.1,34,63,54.0,46,26,22,4,62,885,13,3,2,4,58,6,4,3,119,4.17,119,4.17,80,0,13,13,12,1,15,0.53,10,0,1,1,2,1,22,15,7,6,9,12,45,26.7,33,26,2,24,18,40,18,0,28.5,1312,13,180,403,741,248,1312,131,48,36.6,63,48.1,940,8034,4211,178,83,102,69,49,1007,281,50000,2600000
Alejo Véliz,FW,Tottenham,19,8,0,50.0,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,1.80,0.00,1.80,1.80,0.45,0.00,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,50.0,3.60,1.80,0.50,1.00,8.9,5,10,50.0,91,5,2,4,50.0,2,2,100.0,1,1,100.0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,1,1.84,1,1.84,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0.6,18,0,1,6,11,4,18,2,1,50.0,1,50.0,8,19,9,0,0,0,2,2,10,3,25000,1300000
Aleksandar Mitrović,FW,Fulham,28,1,0,33.0,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,50.0,5.45,2.73,0.00,0.00,11.0,4,8,50.0,78,24,1,3,33.3,2,4,50.0,1,1,100.0,0,1,1,0,1,8,0,0,0,0,0,0,0,0,2,5.45,2,5.45,1,0,1,0,0,0,1,2.73,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.4,12,0,1,6,6,4,12,3,3,100.0,0,0.0,5,29,15,0,0,0,0,0,8,0,0.0,0.0
Alex Iwobi,MF,Everton,27,2,2,140.0,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.00,0.00,0.00,0.00,0.21,0.14,0.21,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,50.0,2.57,1.29,0.00,0.00,16.2,27,42,64.3,545,179,13,14,92.9,7,10,70.0,7,15,46.7,4,1,3,1,4,34,7,0,0,0,10,1,6,1,12,7.77,12,7.77,6,1,2,3,0,0,0,0.00,0,0,0,0,0,0,2,0,1,0,1,2,3,66.7,1,2,0,2,1,3,0,0,1.6,58,0,5,17,38,3,58,4,3,75.0,1,25.0,33,316,221,6,5,2,3,1,34,8,80000,4160000
Alex Iwobi,"FW,MF",Fulham,27,30,25,2192.0,24.4,5,2,7,5,0,0,2,0,5.3,5.3,4.7,10.0,0.21,0.08,0.29,0.21,0.22,0.19,0.22,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,50.0,2.57,1.29,0.00,0.00,16.2,27,42,64.3,545,179,13,14,92.9,7,10,70.0,7,15,46.7,4,1,3,1,4,34,7,0,0,0,10,1,6,1,12,7.77,12,7.77,6,1,2,3,0,0,0,0.00,0,0,0,0,0,0,2,0,1,0,1,2,3,66.7,1,2,0,2,1,3,0,0,1.6,58,0,5,17,38,3,58,4,3,75.0,1,25.0,33,316,221,6,5,2,3,1,34,8,80000,4160000
Alex Matos,MF,Chelsea,18,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,,1,1,0,0,0,0,0,1,1,0,0.0,0.0
Alex Murphy,"DF,FW",Newcastle Utd,19,2,0,13.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,17,17,100.0,275,81,10,10,100.0,5,5,100.0,2,2,100.0,0,2,0,0,1,17,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,0,0,0.1,21,0,4,15,2,0,21,0,0,,0,,16,72,37,0,0,0,1,0,16,0,0.0,0.0
Alex Scott,MF,Bournemouth,19,23,11,1014.0,11.3,1,1,2,1,0,0,3,0,0.7,0.7,1.7,2.4,0.09,0.09,0.18,0.09,0.06,0.15,0.06,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,20.0,1.33,0.27,0.07,0.33,22.8,361,474,76.2,5733,1583,186,227,81.9,138,161,85.7,25,60,41.7,22,22,15,2,50,429,43,10,2,4,36,4,26,2,44,3.91,44,3.91,32,5,2,2,2,1,3,0.27,2,0,1,0,0,0,24,15,8,10,6,12,28,42.9,16,14,4,10,12,36,18,2,11.3,612,33,120,295,217,29,612,37,13,35.1,20,54.1,330,2166,1129,24,21,10,17,11,361,35,40000,2080000
Alexander Isak,FW,Newcastle Utd,23,30,27,2255.0,25.1,21,2,23,16,5,6,1,0,20.3,15.6,3.7,19.3,0.84,0.08,0.92,0.64,0.81,0.15,0.62,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,36,50.0,2.87,1.44,0.22,0.44,14.5,385,493,78.1,5446,1167,237,280,84.6,117,142,82.4,15,22,68.2,27,28,21,0,71,428,62,0,5,2,10,6,1,3,72,2.87,72,2.87,45,0,12,11,4,0,10,0.40,4,0,3,2,1,0,5,0,2,1,2,2,8,25.0,6,16,1,15,6,11,13,0,25.1,725,19,46,299,387,139,720,74,42,56.8,28,37.8,421,3052,1613,68,31,38,49,23,511,129,120000,6240000
Alexis Mac Allister,MF,Liverpool,24,33,31,2599.0,28.9,5,5,10,4,1,1,7,1,3.7,2.9,3.6,6.4,0.17,0.17,0.35,0.14,0.13,0.12,0.10,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,8,18.6,1.49,0.28,0.09,0.50,23.3,1704,1967,86.6,26565,7659,884,970,91.1,656,722,90.9,100,161,62.1,47,162,41,2,209,1900,61,38,14,11,32,2,11,6,108,3.74,108,3.74,92,5,3,1,5,2,12,0.42,10,1,1,0,0,0,99,55,35,50,14,59,125,47.2,66,65,8,57,35,134,25,1,28.9,2313,73,392,1382,560,32,2312,34,18,52.9,12,35.3,1346,5738,3006,44,45,4,30,35,1626,48,150000,7800000
Alfie Doughty,DF,Luton Town,23,37,34,2925.0,32.5,2,8,10,2,0,0,5,0,1.3,1.3,6.3,7.6,0.06,0.25,0.31,0.06,0.04,0.19,0.04,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,8,30.8,0.80,0.25,0.08,0.25,16.3,1121,1686,66.5,20956,8325,496,571,86.9,431,571,75.5,166,426,39.0,70,71,43,24,106,1190,489,89,0,9,340,249,151,7,115,3.54,115,3.54,57,47,4,6,1,0,16,0.49,8,5,1,2,0,0,63,40,29,18,16,37,82,45.1,45,51,9,42,31,94,43,4,32.5,1998,102,541,665,818,76,1998,67,33,49.3,24,35.8,897,5522,2794,94,52,28,51,13,968,164,7500,390000
Alfie Gilchrist,DF,Chelsea,19,11,2,207.0,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0.43,0.00,0.43,0.43,0.14,0.00,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,20.0,2.17,0.43,0.20,1.00,13.5,121,141,85.8,1893,468,63,73,86.3,55,61,90.2,3,6,50.0,0,5,1,0,7,121,19,3,0,0,1,16,0,1,3,1.31,3,1.31,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,4,0,4,0,0,2,5,40.0,3,6,3,3,3,7,11,0,2.3,177,14,72,57,49,5,177,1,1,100.0,0,0.0,78,263,130,1,1,0,2,2,96,4,0.0,0.0
Alisson,GK,Liverpool,30,28,28,2520.0,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,109,80,73.4,8,28.6,28.7,0.26,60,183,32.8,1021,140,14.1,24.7,116,33.6,33.3,299,13,4.3,33,1.18,17.7,0,0,,0.00,0.00,,,,985,1142,86.3,21428,13147,238,239,99.6,597,607,98.4,147,284,51.8,1,8,0,0,5,983,154,38,0,5,0,0,0,5,11,0.39,11,0.39,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,4,28.0,1196,754,1145,52,0,0,1196,0,0,,0,,850,3713,2361,0,0,0,4,0,764,0,150000,7800000
Alphonse Areola,GK,West Ham,30,31,31,2699.0,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.77,188,136,74.5,4,12.9,52.1,0.24,160,430,37.2,643,144,43.9,36.8,219,67.6,47.3,468,27,5.8,7,0.23,8.9,0,0,,0.00,0.00,,,,562,867,64.8,17799,12917,74,76,97.4,245,246,99.6,241,538,44.8,0,8,0,0,1,555,307,88,0,2,0,0,0,5,2,0.07,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,16,0,30.0,976,835,969,7,0,0,976,1,1,100.0,0,0.0,498,3168,1945,0,1,0,0,0,345,0,120000,6240000
Amad Diallo,"FW,MF",Manchester Utd,21,9,3,390.0,4.3,1,1,2,1,0,0,1,0,0.5,0.5,1.1,1.6,0.23,0.23,0.46,0.23,0.12,0.24,0.12,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,40.0,2.31,0.92,0.10,0.25,19.3,149,170,87.6,1931,279,105,115,91.3,32,37,86.5,4,5,80.0,10,6,3,0,10,166,4,1,0,1,1,2,1,0,20,4.62,20,4.62,16,0,3,1,0,0,0,0.00,0,0,0,0,0,0,10,3,1,6,3,3,7,42.9,4,3,1,2,1,11,6,0,4.3,231,8,28,94,110,24,231,23,11,47.8,10,43.5,146,1035,355,11,12,4,7,14,163,31,28846,1500000
Amadou Diallo,MF,Newcastle Utd,20,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0.0,0.0
Amadou Onana,MF,Everton,21,30,23,2091.0,23.2,2,0,2,2,0,0,5,0,2.0,2.0,2.7,4.7,0.09,0.00,0.09,0.09,0.09,0.11,0.09,0.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,6,20.7,1.25,0.26,0.07,0.33,19.3,871,1036,84.1,14568,4039,444,499,89.0,312,357,87.4,85,115,73.9,18,102,14,1,107,1017,10,6,6,14,3,1,0,9,56,2.41,56,2.41,47,0,1,3,4,1,1,0.04,0,0,0,0,0,1,71,38,32,31,8,21,42,50.0,21,25,6,19,21,92,31,0,23.2,1291,61,280,724,297,29,1291,27,12,44.4,8,29.6,657,2985,1376,21,30,5,20,10,839,39,100000,5200000
