Player,Pos,Squad,Age,MP,Starts,Min,90s_x,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s_y,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,Weekly Wages,Annual Wages
Bryan Gil,"FW,MF",Tottenham,22,11,2,209.0,2.3,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,0.00,0.00,0.00,0.00,0.32,0.09,0.32,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,25.0,1.72,0.43,0.00,0.00,13.9,127,157,80.9,1809,344,69,81,85.2,54,62,87.1,1,2,50.0,4,6,8,1,16,155,2,0,0,0,11,2,0,0,9,3.88,9,3.88,8,0,0,1,0,0,1,0.43,1,0,0,0,0,0,1,0,0,0,1,1,4,25.0,3,3,0,3,3,4,4,0,2.3,191,3,25,66,101,18,191,11,8,72.7,3,27.3,137,746,340,11,6,5,9,7,155,49,40000,2080000
Bryan Mbeumo,FW,Brentford,23,25,22,1960.0,21.8,9,6,15,6,3,3,2,0,9.8,7.4,4.6,12.1,0.41,0.28,0.69,0.28,0.45,0.21,0.34,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,16,32.0,2.30,0.73,0.12,0.38,17.1,511,765,66.8,7853,2424,299,373,80.2,144,220,65.5,48,91,52.7,32,32,36,4,88,668,89,26,15,4,92,15,47,8,82,3.77,82,3.77,45,23,2,5,7,0,10,0.46,9,1,0,0,0,0,15,10,6,6,3,5,19,26.3,14,26,2,24,7,22,13,0,21.8,1045,26,108,350,599,111,1042,78,26,33.3,42,53.8,667,4326,2115,74,52,38,67,39,727,195,45000,2340000
Bukayo Saka,FW,Arsenal,21,35,35,2919.0,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,0.49,0.28,0.77,0.31,0.48,0.32,0.33,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,31,30.4,3.14,0.96,0.10,0.32,16.3,1143,1512,75.6,16891,4402,705,793,88.9,331,427,77.5,80,183,43.7,91,39,73,12,126,1365,138,7,4,3,181,12,119,9,188,5.80,188,5.80,137,26,10,9,4,2,21,0.65,16,2,1,1,1,0,66,35,22,24,20,26,59,44.1,33,43,2,41,15,81,24,1,32.4,1952,37,182,474,1310,271,1946,122,49,40.2,54,44.3,1223,7180,3728,155,68,72,56,53,1393,508,195000,10140000
Bénie Traoré,"FW,MF",Sheffield Utd,20,8,3,387.0,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,0.00,0.00,0.00,0.00,0.06,0.13,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,0.23,0.23,0.00,0.00,15.3,55,71,77.5,775,185,34,38,89.5,19,23,82.6,1,1,100.0,4,2,7,1,9,65,5,0,2,0,3,0,0,1,6,1.40,6,1.40,6,0,0,0,0,0,1,0.23,1,0,0,0,0,0,4,2,1,2,1,0,4,0.0,4,4,1,3,1,5,1,0,4.3,112,2,19,49,48,9,112,22,5,22.7,15,68.2,72,462,174,7,5,3,10,7,69,14,10000,520000
Callum Hudson-Odoi,"FW,MF",Nott'ham Forest,22,29,20,1854.0,20.6,8,1,9,8,0,0,0,0,2.7,2.7,2.8,5.5,0.39,0.05,0.44,0.39,0.13,0.14,0.13,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,20,52.6,1.84,0.97,0.21,0.40,18.3,576,738,78.0,9055,1826,327,361,90.6,187,251,74.5,46,83,55.4,36,20,32,8,58,707,27,6,3,8,74,11,9,4,82,3.98,82,3.98,63,4,8,4,2,1,6,0.29,4,0,1,0,1,0,18,8,4,5,9,7,28,25.0,21,16,1,15,7,25,12,1,20.6,932,19,129,298,524,77,932,80,43,53.8,27,33.8,648,5053,3054,111,57,39,34,33,704,173,80000,4160000
Callum Wilson,FW,Newcastle Utd,31,20,9,991.0,11.0,9,1,10,7,2,2,3,0,8.8,7.2,0.6,7.8,0.82,0.09,0.91,0.64,0.80,0.05,0.65,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,18,54.5,3.00,1.63,0.21,0.39,11.8,105,163,64.4,1266,184,65,83,78.3,25,41,61.0,3,7,42.9,8,3,2,0,9,152,11,0,2,2,3,2,0,0,22,2.00,22,2.00,12,0,4,5,1,0,4,0.36,2,0,1,1,0,0,5,3,0,2,3,0,4,0.0,4,6,0,6,2,7,4,0,11.0,304,6,11,132,168,77,302,32,14,43.8,15,46.9,212,1020,322,11,8,13,47,35,254,77,46000,2392000
Calum Chambers,"MF,DF",Aston Villa,28,5,1,152.0,1.7,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0.00,0.59,0.59,0.00,0.00,0.06,0.00,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,100,113,88.5,1705,512,47,50,94.0,45,47,95.7,6,10,60.0,1,2,0,0,5,113,0,0,0,1,0,0,0,0,1,0.60,1,0.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,0,3,0,0,0,1,0.0,1,2,1,1,2,5,4,0,1.7,129,9,68,49,12,0,129,1,1,100.0,0,0.0,78,349,158,0,0,0,0,1,99,1,50000,2600000
Calvin Bassey,DF,Fulham,23,29,25,2303.0,25.6,1,0,1,1,0,0,6,1,0.3,0.3,0.0,0.4,0.04,0.00,0.04,0.04,0.01,0.00,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,20.0,0.20,0.04,0.20,1.00,10.1,1440,1674,86.0,27276,9421,483,514,94.0,787,855,92.0,141,246,57.3,1,80,2,0,62,1582,91,34,0,12,3,3,0,1,15,0.59,15,0.59,13,0,0,2,0,0,2,0.08,0,0,0,2,0,0,49,29,33,15,1,21,29,72.4,8,32,11,21,28,77,84,4,25.6,1901,305,1054,830,37,9,1901,14,11,78.6,2,14.3,1179,6037,3035,15,11,2,12,8,1291,4,45000,2340000
Cameron Archer,MF,Aston Villa,22,1,0,6.0,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,9,21.4,2.06,0.44,0.10,0.44,16.7,266,332,80.1,3245,471,171,207,82.6,64,69,92.8,5,9,55.6,23,11,7,2,15,310,22,0,2,1,5,0,0,0,49,2.41,49,2.41,32,0,9,5,1,2,4,0.20,2,0,1,1,0,0,18,13,6,6,6,8,18,44.4,10,22,3,19,1,19,11,0,20.4,563,13,63,205,307,69,563,61,30,49.2,29,47.5,346,2187,982,33,29,22,61,45,387,114,30000,1560000
Cameron Archer,"FW,MF",Sheffield Utd,22,29,21,1832.0,20.4,4,1,5,4,0,0,1,0,5.5,5.5,2.8,8.3,0.20,0.05,0.25,0.20,0.27,0.14,0.27,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,9,21.4,2.06,0.44,0.10,0.44,16.7,266,332,80.1,3245,471,171,207,82.6,64,69,92.8,5,9,55.6,23,11,7,2,15,310,22,0,2,1,5,0,0,0,49,2.41,49,2.41,32,0,9,5,1,2,4,0.20,2,0,1,1,0,0,18,13,6,6,6,8,18,44.4,10,22,3,19,1,19,11,0,20.4,563,13,63,205,307,69,563,61,30,49.2,29,47.5,346,2187,982,33,29,22,61,45,387,114,30000,1560000
Caoimhín Kelleher,GK,Liverpool,24,10,10,900.0,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,38,28,71.1,2,20.0,11.3,0.30,32,102,31.4,411,52,22.4,27.3,28,35.7,34.9,77,5,6.5,13,1.30,17.0,0,0,,0.00,0.00,,,,359,442,81.2,8077,5323,101,101,100.0,196,198,99.0,62,140,44.3,1,9,0,0,1,401,38,10,0,0,0,0,0,3,2,0.20,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,10.0,457,269,446,11,0,0,457,0,0,,0,,367,1742,1077,0,0,0,0,0,330,0,10000,520000
Carlos Baleba,MF,Brighton,19,27,15,1325.0,14.7,0,0,0,0,0,0,7,0,0.8,0.8,0.3,1.1,0.00,0.00,0.00,0.00,0.06,0.02,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5,23.8,1.43,0.34,0.00,0.00,24.4,713,775,92.0,10618,2185,402,429,93.7,267,278,96.0,24,30,80.0,8,38,3,0,50,767,6,6,0,5,0,0,0,2,17,1.15,17,1.15,16,0,0,1,0,0,1,0.07,1,0,0,0,0,0,40,20,17,19,4,23,46,50.0,23,35,7,28,18,58,30,3,14.7,965,65,255,580,139,5,965,22,11,50.0,6,27.3,571,2903,1423,19,19,1,16,16,664,9,12500,650000
Carlos Vinícius,FW,Fulham,28,13,2,315.0,3.5,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,0.57,0.00,0.57,0.57,0.46,0.23,0.46,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,55.6,2.57,1.43,0.22,0.40,10.9,46,62,74.2,587,115,28,34,82.4,14,21,66.7,1,1,100.0,5,1,0,0,3,61,1,0,0,0,1,0,0,0,9,2.57,9,2.57,8,0,1,0,0,0,1,0.29,1,0,0,0,0,0,3,2,0,1,2,0,4,0.0,4,4,0,4,0,3,1,0,3.5,102,1,11,49,45,15,102,8,2,25.0,6,75.0,66,322,91,3,4,2,11,7,80,13,40000,2080000
Carlton Morris,"FW,MF",Luton Town,27,38,32,2862.0,31.8,11,4,15,6,5,5,4,0,11.4,7.5,2.8,10.2,0.35,0.13,0.47,0.19,0.36,0.09,0.23,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,26,39.4,2.08,0.82,0.09,0.23,13.5,484,751,64.4,6404,1199,310,415,74.7,132,209,63.2,18,34,52.9,22,27,11,0,56,719,19,1,0,2,15,3,1,13,71,2.23,71,2.23,49,0,5,10,6,1,8,0.25,4,0,0,3,1,0,15,8,4,6,5,9,15,60.0,6,24,5,19,1,16,53,0,31.8,1071,63,123,501,457,136,1066,55,31,56.4,20,36.4,548,2855,1152,37,32,18,54,53,799,120,10000,520000
Carney Chukwuemeka,"MF,FW",Chelsea,19,9,2,227.0,2.5,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,0.40,0.40,0.79,0.40,0.06,0.13,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,66.7,1.19,0.79,0.33,0.50,19.9,115,134,85.8,1476,266,82,88,93.2,26,31,83.9,4,5,80.0,4,4,6,0,12,134,0,0,2,0,1,0,0,0,9,3.57,9,3.57,7,0,1,1,0,0,4,1.59,2,0,1,1,0,0,6,4,3,3,0,1,3,33.3,2,1,1,0,0,6,1,0,2.5,167,1,21,77,72,12,167,12,2,16.7,10,83.3,107,646,231,4,5,2,5,4,129,19,100000,5200000
Casemiro,"MF,DF",Manchester Utd,31,25,24,1982.0,22.0,1,2,3,1,0,0,7,0,3.5,3.5,1.0,4.5,0.05,0.09,0.14,0.05,0.16,0.05,0.16,0.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,9,23.1,1.77,0.41,0.03,0.11,17.1,1165,1425,81.8,20136,7677,536,596,89.9,489,568,86.1,105,187,56.1,16,124,18,3,112,1385,34,28,4,6,13,0,0,6,41,1.86,41,1.86,35,2,0,3,1,0,4,0.18,4,0,0,0,0,0,83,56,43,32,8,51,106,48.1,55,74,33,41,18,101,71,1,22.0,1762,169,646,884,245,45,1762,18,9,50.0,8,44.4,984,3576,1729,12,22,1,15,17,1163,36,350000,18200000
Cauley Woodrow,"FW,MF",Luton Town,28,24,2,427.0,4.7,1,1,2,1,0,0,2,0,1.4,1.4,1.2,2.6,0.21,0.21,0.42,0.21,0.30,0.25,0.30,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4,25.0,3.37,0.84,0.06,0.25,18.7,110,152,72.4,1530,250,66,82,80.5,31,40,77.5,4,12,33.3,9,5,4,4,6,145,6,0,0,0,10,2,3,1,17,3.57,17,3.57,13,0,1,2,1,0,2,0.42,2,0,0,0,0,0,16,10,8,4,4,9,16,56.3,7,7,1,6,1,17,14,0,4.7,223,18,42,85,99,21,223,3,2,66.7,1,33.3,117,527,204,7,7,1,9,8,157,22,20000,1040000
Cesare Casadei,"FW,MF",Chelsea,20,11,0,79.0,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,53,65,81.5,792,155,29,34,85.3,17,22,77.3,4,4,100.0,2,2,0,0,3,65,0,0,0,0,0,0,0,0,4,4.62,4,4.62,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,5,3,2,1,2,2,5,40.0,3,1,0,1,0,5,4,0,0.9,81,6,17,49,15,1,81,2,2,100.0,0,0.0,36,234,59,1,0,0,3,0,62,3,7500,390000
Charlie Taylor,DF,Burnley,29,28,25,2331.0,25.9,1,1,2,1,0,0,8,0,0.2,0.2,1.2,1.5,0.04,0.04,0.08,0.04,0.01,0.05,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,10.0,0.39,0.04,0.10,1.00,25.8,995,1312,75.8,16535,5292,520,590,88.1,380,488,77.9,76,169,45.0,15,69,19,14,82,1099,206,14,0,7,71,192,0,7,34,1.31,34,1.31,30,0,0,2,1,1,2,0.08,1,0,0,1,0,0,35,20,19,14,2,17,35,48.6,18,27,11,16,19,54,78,0,25.9,1542,115,503,679,370,18,1542,17,9,52.9,6,35.3,723,3259,1497,36,18,5,18,10,861,81,30000,1560000
Cheick Doucouré,MF,Crystal Palace,23,11,11,919.0,10.2,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,0.00,0.00,0.00,0.00,0.03,0.07,0.03,0.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,33.3,0.59,0.20,0.00,0.00,21.6,367,422,87.0,5725,1849,200,222,90.1,146,165,88.5,18,24,75.0,10,39,5,0,49,418,4,4,5,0,1,0,0,0,23,2.25,23,2.25,19,0,1,2,0,1,3,0.29,3,0,0,0,0,0,34,17,15,13,6,18,30,60.0,12,13,2,11,20,54,12,0,10.2,545,25,145,312,97,7,545,13,10,76.9,3,23.1,276,1153,579,9,9,1,16,8,318,5,60000,3120000
Cheikhou Kouyaté,MF,Nott'ham Forest,33,12,2,212.0,2.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0.00,0.00,0.00,0.00,0.12,0.02,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,20.0,2.12,0.42,0.00,0.00,19.8,47,74,63.5,604,159,32,43,74.4,11,19,57.9,1,2,50.0,1,3,0,0,5,73,0,0,0,0,0,0,0,1,8,3.40,8,3.40,5,0,0,2,0,1,1,0.42,1,0,0,0,0,0,8,5,3,3,2,1,4,25.0,3,4,1,3,2,10,10,0,2.4,108,10,30,49,29,5,108,2,1,50.0,1,50.0,37,112,46,0,1,0,3,3,48,5,45000,2340000
Chiedozie Ogbene,"MF,DF",Luton Town,26,30,20,1995.0,22.2,4,1,5,4,0,0,1,0,4.2,4.2,3.1,7.4,0.18,0.05,0.23,0.18,0.19,0.14,0.19,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,14,40.0,1.58,0.63,0.11,0.29,15.3,589,790,74.6,8171,2314,365,409,89.2,175,234,74.8,22,57,38.6,25,24,18,5,53,697,91,5,0,2,79,80,0,2,79,3.56,79,3.56,51,2,12,5,9,0,9,0.41,1,0,2,2,4,0,17,10,10,7,0,12,22,54.5,10,14,3,11,7,24,34,2,22.2,1066,47,201,385,512,88,1066,121,61,50.4,44,36.4,650,6070,3710,127,74,45,59,21,660,150,15000,780000
Chris Basham,"DF,MF",Sheffield Utd,35,8,3,321.0,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,0.00,0.00,0.00,0.00,0.04,0.07,0.04,0.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.56,0.00,0.00,,10.8,103,138,74.6,1506,484,62,70,88.6,31,45,68.9,6,14,42.9,2,7,2,0,7,125,13,1,0,1,4,12,0,0,3,0.84,3,0.84,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,7,2,4,3,0,2,9,22.2,7,9,4,5,5,12,17,0,3.6,185,26,84,69,32,5,185,4,3,75.0,1,25.0,72,320,163,1,4,0,2,2,89,6,15000,780000
Chris Mepham,DF,Bournemouth,25,10,6,617.0,6.9,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,0.00,0.15,0.15,0.00,0.01,0.06,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,0.15,0.15,0.00,0.00,8.8,296,359,82.5,5965,1994,96,115,83.5,163,184,88.6,35,55,63.6,3,34,4,0,25,350,8,5,0,1,1,3,0,1,11,1.60,11,1.60,8,1,0,0,0,2,2,0.29,2,0,0,0,0,0,12,11,9,3,0,9,14,64.3,5,13,6,7,7,19,30,1,6.9,434,48,182,227,25,6,434,0,0,,0,,235,1304,736,4,4,0,2,2,242,1,35000,1820000
Chris Richards,"DF,MF",Crystal Palace,23,26,23,2094.0,23.3,1,1,2,1,0,0,3,0,0.6,0.6,0.4,1.0,0.04,0.04,0.09,0.04,0.03,0.02,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,27.3,0.47,0.13,0.09,0.33,10.0,778,942,82.6,13337,4341,362,413,87.7,341,389,87.7,58,100,58.0,6,41,2,0,43,902,37,18,1,5,1,14,0,3,16,0.69,16,0.69,11,0,0,2,0,3,3,0.13,3,0,0,0,0,0,46,28,21,22,3,20,30,66.7,10,32,12,20,27,73,109,0,23.3,1195,157,557,568,77,21,1195,1,1,100.0,0,0.0,574,2313,890,1,6,0,7,4,678,1,55000,2860000
Chris Wood,FW,Nott'ham Forest,31,31,20,1812.0,20.1,14,1,15,14,0,0,0,0,11.9,11.9,2.1,14.0,0.70,0.05,0.75,0.70,0.59,0.10,0.59,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,26,54.2,2.38,1.29,0.29,0.54,10.2,278,433,64.2,3403,791,179,261,68.6,69,107,64.5,7,11,63.6,22,19,3,0,30,429,4,0,1,1,2,0,0,0,44,2.19,44,2.19,33,0,4,7,0,0,4,0.20,1,0,3,0,0,0,7,4,1,4,2,3,9,33.3,6,11,3,8,1,8,26,0,20.1,628,34,80,311,237,92,628,17,6,35.3,9,52.9,296,959,477,16,10,7,50,21,468,76,80000,4160000
Christian Eriksen,MF,Manchester Utd,31,22,12,1141.0,12.7,1,2,3,1,0,0,1,0,1.0,1.0,2.3,3.3,0.08,0.16,0.24,0.08,0.08,0.18,0.08,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4,30.8,1.03,0.32,0.08,0.25,22.0,648,805,80.5,10504,2702,340,384,88.5,229,277,82.7,55,98,56.1,27,66,17,3,68,745,55,25,5,9,43,3,26,5,46,3.63,46,3.63,36,8,0,0,0,2,3,0.24,2,0,0,0,0,1,18,13,5,10,3,12,33,36.4,21,17,6,11,4,22,13,0,12.7,896,27,165,492,246,12,896,6,3,50.0,3,50.0,515,2319,1199,20,21,2,8,14,620,23,150000,7800000
Christian Nørgaard,MF,Brentford,29,31,30,2505.0,27.8,2,1,3,2,0,0,8,0,3.5,3.5,1.9,5.4,0.07,0.04,0.11,0.07,0.12,0.07,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,7,20.0,1.26,0.25,0.06,0.29,14.4,1199,1501,79.9,19114,6144,639,725,88.1,458,559,81.9,78,146,53.4,24,113,26,4,161,1422,73,23,8,8,22,32,1,6,63,2.26,63,2.26,48,8,0,3,2,2,3,0.11,3,0,0,0,0,0,81,50,42,31,8,32,87,36.8,55,48,6,42,54,135,50,0,27.8,1846,99,522,944,388,57,1846,11,6,54.5,4,36.4,873,3367,1633,15,27,3,21,15,1089,42,35000,1820000
Christopher Nkunku,"FW,MF",Chelsea,25,11,2,443.0,4.9,3,0,3,3,0,0,0,0,2.3,2.3,0.2,2.5,0.61,0.00,0.61,0.61,0.47,0.05,0.47,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,7,43.8,3.25,1.42,0.19,0.43,11.4,159,183,86.9,2048,567,101,109,92.7,39,43,90.7,4,10,40.0,3,14,7,0,19,166,16,0,3,1,4,1,3,1,13,2.65,13,2.65,10,0,1,1,1,0,1,0.20,1,0,0,0,0,0,5,4,0,4,1,1,2,50.0,1,4,1,3,2,7,4,0,4.9,244,5,25,95,128,27,244,8,2,25.0,5,62.5,144,606,298,10,6,2,17,8,202,35,195000,10140000
Clément Lenglet,DF,Aston Villa,28,14,14,1153.0,12.8,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.6,0.00,0.08,0.08,0.00,0.07,0.06,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,25.0,0.62,0.16,0.00,0.00,10.5,822,918,89.5,15524,5173,302,319,94.7,431,457,94.3,82,127,64.6,2,34,3,0,51,859,58,40,0,8,3,4,0,1,15,1.17,15,1.17,11,1,0,3,0,0,1,0.08,1,0,0,0,0,0,13,9,7,5,1,7,13,53.8,6,19,11,8,7,20,47,1,12.8,1018,165,514,450,59,12,1018,8,3,37.5,2,25.0,728,4435,2832,26,18,0,3,3,786,1,150000,7800000
