Player,Pos,Squad,Age,MP,Starts,Min,90s_x,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s_y,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,Weekly Wages,Annual Wages
Adam Masina,DF,Watford,24,14,11,1004.0,11.2,0,1,1,0,0,0,5,0,0.1,0.1,0.8,0.9,0.00,0.09,0.09,0.00,0.01,0.07,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.27,0.00,0.00,,28.4,432,564,76.6,6549,2845,247,279,88.5,139,185,75.1,29,61,47.5,3,32,4,2,39,439,125,12,0,4,31,97,16,0,8,0.72,8,0.72,6,1,0,0,1,0,0,0.00,0,0,0,0,0,0,30,17,16,13,1,13,25,52.0,12,19,4,15,17,47,40,0,11.2,704,43,209,357,142,5,704,11,7,63.6,4,36.4,306,1107,527,10,13,0,12,2,323,13,28000,1456000
Adam Smith,"DF,MF",Bournemouth,27,25,25,2066.0,23.0,1,1,2,1,0,0,5,1,0.5,0.5,0.6,1.1,0.04,0.04,0.09,0.04,0.02,0.02,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,14.3,0.30,0.04,0.14,1.00,21.6,863,1074,80.4,12408,4620,552,627,88.0,263,327,80.4,32,72,44.4,11,70,15,3,98,867,205,21,0,0,22,178,6,2,44,1.92,44,1.92,30,5,2,0,7,0,4,0.17,3,1,0,0,0,0,46,32,26,14,6,19,41,46.3,22,26,7,19,31,77,68,1,23.0,1360,80,422,601,364,27,1360,48,20,41.7,28,58.3,760,5460,3105,87,69,8,25,10,736,80,35000,1820000
Adama Diakhaby,"FW,MF",Huddersfield,22,12,6,552.0,6.1,0,0,0,0,0,0,1,0,0.6,0.6,0.5,1.1,0.00,0.00,0.00,0.00,0.11,0.07,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,42.9,1.14,0.49,0.00,0.00,19.1,114,162,70.4,1546,227,72,93,77.4,36,46,78.3,2,8,25.0,5,3,3,1,5,156,5,0,1,0,14,0,1,1,15,2.45,15,2.45,9,0,2,2,1,1,1,0.16,0,0,0,1,0,0,6,3,4,1,1,3,11,27.3,8,7,0,7,1,7,2,0,6.1,231,2,28,95,115,18,231,21,12,57.1,9,42.9,171,1209,654,22,15,9,17,22,188,57,30000,1560000
Adama Traoré,"FW,MF",Wolves,22,29,8,902.0,10.0,1,1,2,1,0,0,1,0,1.3,1.3,2.2,3.5,0.10,0.10,0.20,0.10,0.13,0.22,0.13,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,7,36.8,1.90,0.70,0.05,0.14,19.3,228,326,69.9,3292,976,129,158,81.6,70,96,72.9,13,22,59.1,17,12,17,11,31,300,25,0,1,0,35,20,0,1,43,4.29,43,4.29,27,0,10,3,3,0,2,0.20,1,0,0,1,0,0,16,13,11,3,2,4,9,44.4,5,11,0,11,6,22,7,0,10.0,503,6,61,240,230,42,503,81,65,80.2,16,19.8,333,3683,2153,82,48,31,38,45,362,61,43000,2236000
Ademola Lookman,"FW,MF",Everton,20,21,3,618.0,6.9,0,2,2,0,0,0,0,0,1.4,1.4,1.4,2.8,0.00,0.29,0.29,0.00,0.20,0.21,0.20,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,25.0,1.75,0.44,0.00,0.00,18.6,224,274,81.8,2776,697,153,172,89.0,53,64,82.8,6,13,46.2,10,12,7,4,24,258,15,2,1,0,15,5,7,1,27,3.93,27,3.93,17,0,7,2,1,0,6,0.87,5,0,0,1,0,0,15,7,7,5,3,4,6,66.7,2,10,0,10,7,22,2,0,6.9,372,1,40,155,183,29,372,35,23,65.7,12,34.3,269,1739,850,34,19,11,18,25,280,52,23000,1196000
Adrian Mariappa,DF,Watford,31,26,20,1927.0,21.4,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.3,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,14.3,0.33,0.05,0.00,0.00,9.9,731,890,82.1,13580,5623,276,302,91.4,363,407,89.2,77,150,51.3,5,40,4,1,41,865,24,19,0,2,1,5,0,1,14,0.65,14,0.65,8,1,0,5,0,0,1,0.05,0,0,0,1,0,0,35,22,29,6,0,16,32,50.0,16,23,15,8,26,61,120,2,21.4,1122,135,599,500,26,12,1122,2,1,50.0,1,50.0,620,2098,1196,3,2,1,4,5,673,0,15000,780000
Adrien Silva,MF,Leicester City,29,2,1,88.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,69,80,86.3,1165,330,37,41,90.2,22,25,88.0,8,9,88.9,0,7,1,0,11,76,4,1,0,2,0,1,0,0,1,1.02,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,1,1,0,2,0.0,2,1,0,1,1,3,1,0,1.0,90,2,9,66,15,0,90,1,1,100.0,0,0.0,67,225,102,0,3,0,3,3,70,1,85000,4420000
Ainsley Maitland-Niles,DF,Arsenal,20,16,11,987.0,11.0,1,1,2,1,0,0,2,1,0.9,0.9,0.9,1.8,0.09,0.09,0.18,0.09,0.08,0.08,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,60.0,0.46,0.27,0.20,0.33,15.4,453,575,78.8,7039,2349,249,282,88.3,163,194,84.0,30,55,54.5,6,27,14,1,60,464,109,5,0,4,18,104,0,2,19,1.73,19,1.73,16,1,1,1,0,0,2,0.18,2,0,0,0,0,0,33,22,19,12,2,14,28,50.0,14,22,4,18,19,52,15,2,11.0,728,29,183,316,232,23,728,33,19,57.6,14,42.4,338,1948,1030,32,21,8,25,17,410,66,35000,1820000
Alberto Moreno,DF,Liverpool,26,2,2,154.0,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.00,0.00,0.00,0.00,0.02,0.09,0.02,0.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.58,0.00,0.00,,28.7,103,121,85.1,1724,494,44,47,93.6,54,60,90.0,4,10,40.0,3,6,4,1,12,108,13,0,0,0,3,13,0,0,7,4.09,7,4.09,6,0,1,0,0,0,1,0.58,1,0,0,0,0,0,3,2,1,2,0,1,3,33.3,2,1,0,1,2,5,0,0,1.7,137,2,31,69,37,2,137,4,2,50.0,2,50.0,86,372,204,3,3,0,3,0,92,10,65000,3380000
Aleksandar Mitrović,FW,Fulham,23,37,37,3280.0,36.4,11,3,14,10,1,1,7,0,14.1,13.3,3.2,16.5,0.30,0.08,0.38,0.27,0.39,0.09,0.36,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,46,35.4,3.57,1.26,0.08,0.22,15.4,745,1042,71.5,9297,1661,478,620,77.1,185,255,72.5,22,36,61.1,31,46,16,0,62,938,99,0,4,3,6,5,0,5,90,2.47,90,2.47,60,0,9,14,7,0,9,0.25,4,0,1,2,2,0,19,9,3,13,3,5,15,33.3,10,22,8,14,6,25,53,0,36.4,1512,63,114,818,588,153,1511,45,24,53.3,21,46.7,652,2784,994,28,30,17,112,97,1181,244,60000,3120000
Alex Iwobi,"FW,MF",Arsenal,22,35,22,1970.0,21.9,3,6,9,3,0,0,0,0,3.5,3.5,7.0,10.5,0.14,0.27,0.41,0.14,0.16,0.32,0.16,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,14,40.0,1.60,0.64,0.09,0.21,15.8,767,1028,74.6,11207,3123,442,515,85.8,259,332,78.0,37,81,45.7,40,53,65,8,141,1006,17,1,3,10,57,15,1,5,84,3.84,84,3.84,77,1,3,3,0,0,11,0.50,11,0,0,0,0,0,28,14,10,16,2,6,25,24.0,19,21,1,20,12,40,13,1,21.9,1297,16,136,523,651,111,1297,85,46,54.1,39,45.9,895,6277,3756,132,82,52,69,56,1065,234,50000,2600000
Alex McCarthy,GK,Southampton,28,25,25,2250.0,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,119,78,64.7,4,16.0,37.3,0.30,139,447,31.1,478,82,60.3,42.8,189,84.1,57.6,375,15,4.0,17,0.68,11.6,0,0,,0.00,0.00,,,,345,668,51.6,12415,10382,39,39,100.0,141,144,97.9,165,482,34.2,0,13,0,0,0,399,268,79,0,1,0,0,0,1,2,0.08,2,0.08,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,2,25.0,723,586,719,4,0,0,723,1,1,100.0,0,0.0,309,2098,1489,0,0,0,1,0,207,0,50000,2600000
Alex Oxlade-Chamberlain,MF,Liverpool,24,2,0,21.0,0.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.00,0.00,0.00,0.00,2.33,0.30,2.33,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,4.29,4.29,0.00,0.00,10.0,10,13,76.9,162,67,6,7,85.7,4,4,100.0,0,1,0.0,1,3,0,0,4,13,0,0,0,0,0,0,0,0,3,12.86,3,12.86,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,0.2,18,0,1,12,5,1,18,1,1,100.0,0,0.0,15,69,34,0,1,0,1,0,15,1,120000,6240000
Alex Pritchard,"MF,FW",Huddersfield,25,30,26,2081.0,23.1,2,0,2,2,0,0,2,0,2.7,2.7,1.8,4.5,0.09,0.00,0.09,0.09,0.12,0.08,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,13,27.7,2.03,0.56,0.04,0.15,20.3,691,981,70.4,10133,2557,406,481,84.4,200,280,71.4,48,109,44.0,32,66,20,6,91,890,87,19,1,10,78,3,23,4,97,4.20,97,4.20,61,12,6,3,13,2,5,0.22,2,2,0,0,1,0,36,24,10,18,8,10,35,28.6,25,26,2,24,17,53,9,0,23.1,1261,8,101,571,604,71,1261,59,29,49.2,30,50.8,752,3778,1628,72,52,20,69,51,895,164,30000,1560000
Alexander Sørloth,FW,Crystal Palace,22,12,0,185.0,2.1,0,0,0,0,0,0,0,0,0.5,0.5,0.9,1.4,0.00,0.00,0.00,0.00,0.23,0.44,0.23,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,25.0,1.95,0.49,0.00,0.00,11.9,38,60,63.3,507,97,22,33,66.7,11,18,61.1,1,1,100.0,3,3,1,0,9,60,0,0,0,0,1,0,0,0,7,3.41,7,3.41,6,0,0,0,1,0,1,0.49,1,0,0,0,0,0,2,1,0,0,2,1,2,50.0,1,0,0,0,0,2,3,0,2.1,86,3,9,29,52,16,86,2,2,100.0,0,0.0,40,223,101,4,4,2,6,4,64,13,20000,1040000
Alexandre Lacazette,FW,Arsenal,27,35,27,2502.0,27.8,13,8,21,13,0,0,2,0,11.7,11.7,3.7,15.4,0.47,0.29,0.76,0.47,0.42,0.13,0.42,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,28,34.6,2.91,1.01,0.16,0.46,14.4,581,807,72.0,6935,1895,351,442,79.4,117,166,70.5,24,43,55.8,31,36,39,3,92,753,52,0,10,4,29,5,0,2,84,3.02,84,3.02,55,0,16,6,5,2,15,0.54,10,0,3,1,1,0,35,16,6,19,10,5,28,17.9,23,27,1,26,15,50,31,0,27.8,1149,32,92,433,639,178,1149,69,46,66.7,23,33.3,649,3180,1197,45,30,22,69,61,886,265,182077,9468000
Alexis Sánchez,"FW,MF",Manchester Utd,29,20,9,880.0,9.8,1,3,4,1,0,0,3,0,1.5,1.5,3.0,4.5,0.10,0.31,0.41,0.10,0.15,0.31,0.15,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,9,52.9,1.74,0.92,0.06,0.11,16.9,290,409,70.9,4391,1349,166,199,83.4,75,107,70.1,29,53,54.7,21,29,23,4,50,396,11,4,6,6,24,1,5,2,45,4.60,45,4.60,33,0,5,2,5,0,6,0.61,4,0,0,2,0,0,17,10,5,9,3,5,13,38.5,8,7,0,7,9,26,2,0,9.8,514,1,52,224,243,48,514,27,14,51.9,13,48.1,319,1834,931,37,23,10,21,25,404,89,350000,18200000
Alfie Mawson,DF,Fulham,24,15,13,1131.0,12.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,50.0,0.16,0.08,0.00,0.00,11.4,393,482,81.5,8130,2970,124,141,87.9,209,234,89.3,56,95,58.9,2,14,0,0,26,467,13,13,0,8,3,0,0,2,5,0.40,5,0.40,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,11,7,7,4,0,6,10,60.0,4,20,17,3,19,30,64,1,12.6,616,103,325,281,11,7,616,0,0,,0,,265,1262,682,1,2,0,7,0,329,0,32000,1664000
