Player,Pos,Squad,Age,MP,Starts,Min,90s_x,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s_y,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,Weekly Wages,Annual Wages
Adam Masina,DF,Watford,27,15,13,1077.0,12.0,0,1,1,0,0,0,0,0,0.3,0.3,0.7,1.0,0.00,0.08,0.08,0.00,0.03,0.06,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.42,0.00,0.00,,13.5,375,549,68.3,7252,3197,147,183,80.3,178,230,77.4,47,121,38.8,7,33,7,6,37,437,111,11,0,7,30,96,4,1,13,1.09,13,1.09,9,2,0,0,1,1,1,0.08,1,0,0,0,0,0,24,13,11,10,3,12,29,41.4,17,18,6,12,18,42,45,0,12.0,680,61,268,296,122,5,680,11,9,81.8,2,18.2,271,1311,645,9,11,0,10,1,316,12,27885,1450000
Adam Webster,DF,Brighton,26,22,16,1434.0,15.9,2,0,2,2,0,0,5,0,0.9,0.9,0.0,0.9,0.13,0.00,0.13,0.13,0.06,0.00,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,25.0,0.50,0.13,0.25,1.00,11.2,950,1176,80.8,18182,7344,308,351,87.7,512,587,87.2,103,188,54.8,1,104,1,0,109,1136,39,22,3,16,6,17,0,1,18,1.13,18,1.13,17,0,0,1,0,0,3,0.19,2,0,0,1,0,0,26,8,17,7,2,13,20,65.0,7,25,17,8,17,43,66,2,15.9,1323,120,582,661,88,13,1323,12,10,83.3,2,16.7,763,4197,2676,19,21,1,8,1,907,7,38077,1980000
Adama Traoré,"FW,MF",Wolves,25,20,10,1067.0,11.9,1,0,1,1,0,0,0,0,3.0,3.0,1.4,4.4,0.08,0.00,0.08,0.08,0.25,0.12,0.25,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,5,21.7,1.94,0.42,0.04,0.20,19.7,242,339,71.4,3655,663,126,158,79.7,79,109,72.5,21,31,67.7,18,15,12,6,29,336,2,0,2,2,39,1,0,1,60,5.06,60,5.06,32,0,20,2,4,2,2,0.17,1,0,0,0,1,0,8,3,6,0,2,3,7,42.9,4,4,1,3,2,10,1,0,11.9,474,3,47,189,265,51,474,102,83,81.4,19,18.6,341,3864,2076,84,42,25,46,29,397,85,43077,2240000
Ademola Lookman,"FW,MF",Leicester City,23,26,16,1453.0,16.1,6,0,6,6,0,0,2,0,4.5,4.5,1.9,6.4,0.37,0.00,0.37,0.37,0.28,0.11,0.28,0.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,12,46.2,1.61,0.74,0.23,0.50,15.0,405,536,75.6,5124,1306,260,313,83.1,113,136,83.1,8,21,38.1,23,19,20,1,54,510,21,5,3,1,18,6,4,5,46,2.85,46,2.85,35,1,4,3,3,0,3,0.19,2,0,0,0,1,0,32,14,10,13,9,10,28,35.7,18,19,1,18,10,42,4,0,16.1,755,7,93,327,345,88,755,58,38,65.5,20,34.5,501,2680,1278,43,26,24,59,52,558,139,49038,2550000
Ainsley Maitland-Niles,MF,Arsenal,23,8,2,268.0,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.00,0.00,0.00,0.00,0.02,0.09,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.67,0.00,0.00,,30.3,106,138,76.8,1811,549,46,58,79.3,54,62,87.1,6,13,46.2,3,16,4,1,15,135,3,2,1,0,2,1,0,0,7,2.35,7,2.35,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,8,4,5,3,0,2,4,50.0,2,2,0,2,4,12,4,0,3.0,171,8,41,97,34,0,171,8,4,50.0,4,50.0,87,393,171,2,5,0,4,5,110,8,35000,1820000
Albert Sambi Lokonga,MF,Arsenal,21,19,12,1134.0,12.6,0,0,0,0,0,0,5,0,0.6,0.6,1.0,1.6,0.00,0.00,0.00,0.00,0.05,0.08,0.05,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,8,40.0,1.59,0.63,0.00,0.00,26.8,727,824,88.2,12262,3171,331,367,90.2,324,352,92.0,54,78,69.2,18,68,14,1,84,795,28,24,6,8,2,3,0,1,39,3.09,39,3.09,36,0,0,1,1,1,0,0.00,0,0,0,0,0,0,22,18,11,9,2,12,14,85.7,2,12,7,5,13,35,12,4,12.6,929,33,217,534,185,4,929,4,3,75.0,1,25.0,606,3394,1921,28,20,1,13,8,696,16,51923,2700000
Alejandro Garnacho,"FW,MF",Manchester Utd,17,2,0,13.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,3,3,100.0,22,1,2,2,100.0,0,0,,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0.1,3,0,0,2,1,0,3,0,0,,0,,3,20,10,0,0,0,0,0,3,0,0.0,0.0
Alex Iwobi,"MF,DF",Everton,25,28,22,2035.0,22.6,2,2,4,2,0,0,1,0,2.3,2.3,2.6,4.9,0.09,0.09,0.18,0.09,0.10,0.12,0.10,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,6,25.0,1.06,0.27,0.08,0.33,16.4,599,782,76.6,9080,3232,324,366,88.5,192,248,77.4,48,89,53.9,36,61,40,6,103,721,57,2,6,6,32,50,1,4,66,2.92,66,2.92,59,3,2,2,0,0,7,0.31,6,0,1,0,0,0,40,19,23,12,5,21,52,40.4,31,39,3,36,20,60,25,2,22.6,1052,40,234,396,436,61,1052,57,32,56.1,25,43.9,581,3314,1660,44,37,19,44,27,638,104,50000,2600000
Alex Král,MF,West Ham,23,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,2,0,0,2,0,0,2,0,0,,0,,1,2,2,0,0,0,0,0,1,0,20769,1080000
Alex McCarthy,GK,Southampton,31,17,17,1530.0,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.59,71,44,62.0,5,29.4,21.5,0.31,74,246,30.1,383,78,40.7,34.7,125,72.0,50.6,255,22,8.6,5,0.29,9.6,0,0,,0.00,0.00,,,,318,508,62.6,8708,6548,79,79,100.0,139,141,98.6,97,283,34.3,1,9,0,0,0,343,165,40,0,0,0,0,0,0,2,0.12,2,0.12,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,17.0,536,427,533,3,0,0,536,0,0,,0,,278,1311,913,0,0,0,0,0,231,0,50000,2600000
Alex Oxlade-Chamberlain,"MF,FW",Liverpool,27,17,9,785.0,8.7,2,1,3,2,0,0,0,0,1.3,1.3,1.1,2.5,0.23,0.11,0.34,0.23,0.15,0.13,0.15,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,3,14.3,2.41,0.34,0.10,0.67,21.5,316,407,77.6,5588,1406,136,161,84.5,133,157,84.7,36,55,65.5,10,45,16,4,61,395,10,3,3,3,26,1,2,2,25,2.86,25,2.86,22,0,2,0,1,0,1,0.11,1,0,0,0,0,0,15,11,2,8,5,3,14,21.4,11,12,2,10,6,21,5,0,8.7,508,5,45,238,231,31,508,17,12,70.6,5,29.4,319,1945,1033,34,28,8,16,10,372,63,120000,6240000
Alex Telles,DF,Manchester Utd,28,21,18,1660.0,18.4,0,4,4,0,0,0,1,0,0.4,0.4,1.9,2.3,0.00,0.22,0.22,0.00,0.02,0.10,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,30.0,0.54,0.16,0.00,0.00,23.1,898,1205,74.5,13213,5198,531,592,89.7,288,389,74.0,53,163,32.5,26,53,16,9,66,988,212,23,2,1,127,138,51,5,51,2.77,51,2.77,27,18,1,2,2,1,5,0.27,0,4,0,0,1,0,48,27,35,9,4,27,43,62.8,16,17,4,13,26,74,45,0,18.4,1396,66,407,562,438,18,1396,22,12,54.5,10,45.5,745,3421,1904,36,37,1,15,10,850,102,93077,4840000
Alexandre Lacazette,FW,Arsenal,30,30,20,1782.0,19.8,4,7,11,2,2,3,0,0,8.4,6.0,3.0,9.1,0.20,0.35,0.56,0.10,0.42,0.15,0.30,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,27.9,2.17,0.61,0.05,0.17,15.4,343,455,75.4,4595,1048,215,264,81.4,89,117,76.1,12,21,57.1,29,30,19,1,52,442,10,1,5,1,7,1,0,3,71,3.58,71,3.58,49,0,4,6,10,2,9,0.45,6,0,0,1,1,1,27,10,8,13,6,7,21,33.3,14,12,1,11,5,32,6,0,19.8,638,4,58,273,317,106,635,33,19,57.6,14,42.4,349,1538,611,19,15,13,43,29,489,106,182115,9470000
Alexis Mac Allister,"MF,FW",Brighton,22,33,22,2123.0,23.6,5,2,7,3,2,3,4,0,6.3,4.0,1.9,5.9,0.21,0.08,0.30,0.13,0.27,0.08,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,9,15.8,2.42,0.38,0.05,0.33,22.0,858,1066,80.5,14410,4157,411,473,86.9,328,370,88.6,78,133,58.6,31,104,25,2,137,986,78,22,4,9,66,3,46,2,83,3.52,83,3.52,57,10,3,3,7,3,5,0.21,2,2,0,1,0,0,65,40,23,30,12,29,68,42.6,39,37,7,30,13,78,22,0,23.6,1368,41,222,652,510,49,1365,42,21,50.0,21,50.0,719,3238,1502,30,38,2,43,23,854,66,30769,1600000
Alisson,GK,Liverpool,28,36,36,3240.0,36.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.00,0.01,0.00,0.01,0.67,99,76,75.8,20,55.6,24.4,0.25,114,258,44.2,1216,211,16.5,26.3,172,33.1,33.4,340,22,6.5,89,2.47,18.7,0,0,,0.00,0.00,,,,1214,1388,87.5,28439,18286,275,276,99.6,686,699,98.1,249,409,60.9,1,16,1,0,1,1154,234,62,0,3,0,0,0,0,2,0.06,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,3,1,3,0,0,3,5,60.0,2,1,0,1,0,3,28,1,36.0,1469,1042,1452,17,0,0,1469,1,1,100.0,0,0.0,873,3573,2223,0,0,0,1,0,836,0,150000,7800000
Allan,MF,Everton,30,28,25,2183.0,24.3,0,2,2,0,0,0,7,1,0.2,0.2,0.8,1.1,0.00,0.08,0.08,0.00,0.01,0.03,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,42.9,0.29,0.12,0.00,0.00,24.5,778,982,79.2,12868,4192,356,405,87.9,337,402,83.8,57,102,55.9,15,103,20,3,130,912,66,19,1,2,10,10,0,4,38,1.57,38,1.57,35,0,1,0,1,1,7,0.29,5,0,1,0,1,0,74,44,28,39,7,34,105,32.4,71,40,9,31,23,97,39,1,24.3,1259,77,324,763,191,7,1259,31,21,67.7,10,32.3,650,3118,1603,26,24,4,38,24,672,18,70000,3640000
Allan Saint-Maximin,"FW,MF",Newcastle Utd,24,35,31,2804.0,31.2,5,5,10,5,0,0,6,0,5.2,5.2,4.3,9.5,0.16,0.16,0.32,0.16,0.17,0.14,0.17,0.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,26,40.6,2.05,0.83,0.08,0.19,19.7,529,747,70.8,7953,1853,299,359,83.3,165,225,73.3,38,75,50.7,50,51,32,8,87,721,19,0,11,11,60,5,0,7,130,4.17,130,4.17,84,1,31,5,7,2,11,0.35,8,0,2,1,0,0,13,8,6,4,3,3,17,17.6,14,13,2,11,11,24,3,0,31.2,1162,7,86,476,649,111,1162,241,150,62.2,91,37.8,859,8944,4517,180,119,63,120,90,913,167,38462,2000000
Alphonse Areola,GK,West Ham,28,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3,2,66.7,0,0.0,1.2,0.39,9,28,32.1,26,3,69.2,46.3,14,71.4,48.5,15,1,6.7,0,0.00,5.5,0,0,,0.00,0.00,,,,21,40,52.5,785,656,2,2,100.0,8,8,100.0,11,30,36.7,0,0,0,0,0,23,17,3,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1.0,42,40,42,0,0,0,42,0,0,,0,,20,85,41,0,0,0,0,0,20,0,120000,6240000
