Player,Pos,Squad,Age,MP,Starts,Min,90s_x,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s_y,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,Weekly Wages,Annual Wages
Donny van de Beek,MF,Everton,24,7,5,483.0,5.4,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.1,0.19,0.00,0.19,0.19,0.20,0.01,0.20,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,50.0,2.40,1.20,0.50,1.00,9.0,26,34,76.5,348,170,18,21,85.7,5,6,83.3,1,1,100.0,3,2,3,0,4,33,0,0,1,0,0,0,0,1,6,7.20,6,7.20,5,0,1,0,0,0,1,1.20,1,0,0,0,0,0,6,4,4,1,1,1,2,50.0,1,5,1,4,2,8,1,0,0.8,56,2,22,19,17,3,56,5,1,20.0,4,80.0,25,116,27,0,1,0,3,3,31,4,120000,6240000
Douglas Luiz,MF,Aston Villa,23,34,31,2715.0,30.2,2,3,5,2,0,0,7,0,2.0,2.0,2.5,4.4,0.07,0.10,0.17,0.07,0.07,0.08,0.07,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,8,34.8,0.76,0.27,0.09,0.25,25.3,1290,1550,83.2,21991,7065,567,644,88.0,559,629,88.9,121,210,57.6,37,107,19,2,105,1346,200,130,7,3,83,11,57,4,89,2.95,89,2.95,60,21,1,2,5,0,9,0.30,6,2,0,1,0,0,59,39,30,24,5,21,72,29.2,51,30,7,23,34,93,28,1,30.2,1823,84,459,1060,319,8,1823,43,24,55.8,19,44.2,1006,5053,2345,28,16,1,50,17,1116,44,32692,1700000
Dwight Gayle,"FW,DF",Newcastle Utd,30,8,0,38.0,0.4,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,0.00,0.00,0.00,0.00,1.31,0.71,1.31,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,4.74,0.00,0.00,,7.3,13,16,81.3,104,12,11,12,91.7,0,1,0.0,0,0,,2,1,0,0,0,16,0,0,0,0,0,0,0,0,3,7.11,3,7.11,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,0.4,22,0,0,10,12,3,22,0,0,,0,,8,34,26,0,1,0,1,0,17,4,60000,3120000
Dwight McNeil,MF,Burnley,21,38,35,3107.0,34.5,0,1,1,0,0,0,1,0,2.3,2.3,4.6,6.9,0.00,0.03,0.03,0.00,0.07,0.13,0.07,0.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,15,28.8,1.51,0.43,0.00,0.00,22.8,782,1154,67.8,14022,4010,377,434,86.9,265,358,74.0,112,245,45.7,47,67,43,21,104,1042,106,46,9,15,199,10,48,6,112,3.24,112,3.24,62,22,11,7,7,3,6,0.17,4,2,0,0,0,0,78,49,27,38,13,33,73,45.2,40,64,11,53,35,113,31,1,34.5,1620,46,280,731,668,57,1620,150,90,60.0,60,40.0,933,6787,2598,93,81,16,79,51,942,112,5000,260000
Eberechi Eze,"MF,FW",Crystal Palace,23,13,6,605.0,6.7,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,0.15,0.15,0.30,0.15,0.07,0.13,0.07,0.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,10.0,1.49,0.15,0.10,1.00,20.8,234,304,77.0,3880,972,124,145,85.5,82,101,81.2,25,41,61.0,11,22,7,2,33,268,33,12,1,3,27,1,16,3,24,3.57,24,3.57,12,8,1,1,1,1,2,0.30,1,1,0,0,0,0,10,6,5,2,3,6,11,54.5,5,4,1,3,5,15,1,0,6.7,376,4,48,190,143,11,376,23,14,60.9,9,39.1,222,1381,662,20,16,3,20,10,262,38,30000,1560000
Eddie Nketiah,FW,Arsenal,22,21,8,835.0,9.3,5,1,6,5,0,0,3,0,4.4,4.4,2.0,6.4,0.54,0.11,0.65,0.54,0.47,0.22,0.47,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,13,44.8,3.13,1.40,0.17,0.38,14.6,175,230,76.1,2484,379,96,115,83.5,66,78,84.6,5,8,62.5,13,7,4,0,21,227,2,0,1,0,4,1,0,1,26,2.81,26,2.81,17,0,5,3,1,0,2,0.22,1,0,0,1,0,0,9,4,1,4,4,1,4,25.0,3,9,2,7,4,13,5,0,9.3,358,8,35,137,188,61,358,30,14,46.7,16,53.3,210,1478,708,27,20,11,26,11,271,66,45000,2340000
Ederson,GK,Manchester City,27,37,37,3330.0,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,83,57,69.9,20,54.1,25.7,0.30,87,182,47.8,988,165,15.7,25.7,138,19.6,26.8,300,21,7.0,55,1.49,19.0,0,0,,0.00,0.00,,,,1016,1128,90.1,22789,14725,280,280,100.0,519,523,99.2,212,316,67.1,0,7,1,0,3,951,175,36,1,2,0,1,0,2,2,0.05,2,0.05,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,2,1,2,0,0,0,2,0.0,2,0,0,0,0,2,12,0,37.0,1169,906,1159,10,0,0,1169,0,0,,0,,795,3425,2214,0,0,0,0,0,714,0,65000,3380000
Edinson Cavani,FW,Manchester Utd,34,15,7,766.0,8.5,2,1,3,2,0,0,0,0,3.4,3.4,1.2,4.7,0.23,0.12,0.35,0.23,0.40,0.14,0.40,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,6,33.3,2.11,0.70,0.11,0.33,12.6,176,233,75.5,2277,238,105,129,81.4,43,59,72.9,7,11,63.6,7,4,2,0,9,224,9,2,0,5,2,1,0,0,11,1.29,11,1.29,8,0,0,2,1,0,2,0.23,1,0,0,1,0,0,4,1,0,3,1,2,8,25.0,6,6,0,6,2,6,8,0,8.5,298,12,54,131,114,30,298,5,4,80.0,1,20.0,144,358,111,2,5,2,12,4,217,32,250000,13000000
Edo Kayembe,MF,Watford,23,13,9,799.0,8.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,0.00,0.00,0.00,0.00,0.02,0.04,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0.68,0.00,0.00,,29.8,374,442,84.6,6881,1938,159,176,90.3,166,187,88.8,43,59,72.9,6,42,1,0,47,432,10,6,2,7,8,1,3,0,16,1.80,16,1.80,13,1,0,1,1,0,0,0.00,0,0,0,0,0,0,21,13,11,9,1,8,16,50.0,8,6,1,5,9,30,13,0,8.9,531,26,162,311,62,1,531,17,12,70.6,5,29.4,303,1625,716,9,6,0,10,11,326,8,14808,770000
Edouard Mendy,GK,Chelsea,29,34,34,3060.0,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,102,72,75.5,14,41.2,28.4,0.22,83,193,43.0,779,154,18.9,25.3,177,26.0,24.9,375,28,7.5,46,1.35,14.9,0,0,,0.00,0.00,,,,811,957,84.7,17070,11353,282,284,99.3,333,344,96.8,157,288,54.5,0,5,0,0,0,733,223,46,0,3,0,0,0,1,1,0.03,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,13,4,34.0,1017,880,1012,5,0,0,1017,0,0,,0,,580,2341,1233,0,0,0,2,0,527,0,51923,2700000
Ellis Simms,FW,Everton,20,1,1,61.0,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,7,12,58.3,66,19,5,9,55.6,1,1,100.0,0,0,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,1.48,1,1.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,0.7,18,2,3,10,5,0,18,0,0,,0,,3,9,3,0,0,0,1,1,13,2,0.0,0.0
Emerson,"DF,MF",Tottenham,22,31,26,2286.0,25.4,1,1,2,1,0,0,5,0,1.5,1.5,2.2,3.6,0.04,0.04,0.08,0.04,0.06,0.09,0.06,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4,26.7,0.59,0.16,0.07,0.25,14.6,1170,1450,80.7,16330,4045,686,762,90.0,368,459,80.2,52,94,55.3,28,32,28,14,68,1194,254,16,1,2,74,238,0,2,50,1.97,50,1.97,42,0,4,2,2,0,4,0.16,4,0,0,0,0,0,72,47,50,16,6,36,67,53.7,31,25,2,23,22,94,92,1,25.4,1765,98,579,666,530,56,1765,34,17,50.0,17,50.0,911,4344,2277,68,28,8,27,18,1019,175,41731,2170000
Emerson Palmieri,DF,Chelsea,26,1,0,5.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,1,2,50.0,6,0,1,1,100.0,0,0,,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.1,2,0,0,1,1,1,2,0,0,,0,,2,3,3,0,0,0,0,0,2,1,0.0,0.0
Emi Buendía,"MF,FW",Aston Villa,24,35,22,1899.0,21.1,4,6,10,4,0,0,1,0,3.4,3.4,5.8,9.1,0.19,0.28,0.47,0.19,0.16,0.27,0.16,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,13,29.5,2.09,0.62,0.09,0.31,17.9,711,902,78.8,10017,2688,418,482,86.7,199,248,80.2,42,79,53.2,48,71,43,3,117,834,63,18,21,3,34,12,17,5,83,3.93,83,3.93,65,3,7,3,5,0,10,0.47,7,0,2,1,0,0,38,18,16,13,9,21,51,41.2,30,21,3,18,9,47,11,0,21.1,1146,27,134,548,476,69,1146,64,40,62.5,24,37.5,673,3378,1622,40,41,7,42,41,806,84,75000,3900000
Emil Krafth,DF,Newcastle Utd,26,20,18,1634.0,18.2,0,1,1,0,0,0,5,0,0.3,0.3,1.0,1.3,0.00,0.06,0.06,0.00,0.02,0.06,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,16.7,0.33,0.06,0.00,0.00,20.4,551,780,70.6,8120,3587,292,348,83.9,203,287,70.7,24,78,30.8,6,35,7,1,50,606,171,6,0,1,21,165,0,3,19,1.05,19,1.05,11,4,1,1,1,1,2,0.11,2,0,0,0,0,0,37,16,25,11,1,27,36,75.0,9,16,10,6,25,62,56,0,18.2,961,76,388,387,192,9,961,4,2,50.0,2,50.0,370,1754,1016,29,21,3,9,4,425,24,57692,3000000
Emile Smith Rowe,"MF,FW",Arsenal,21,33,21,1921.0,21.3,10,2,12,10,0,0,1,0,6.0,6.0,2.0,8.0,0.47,0.09,0.56,0.47,0.28,0.09,0.28,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,23,57.5,1.87,1.08,0.25,0.43,15.8,682,823,82.9,9733,1935,401,441,90.9,230,268,85.8,25,58,43.1,30,41,20,1,85,778,41,6,4,3,45,7,25,4,67,3.14,67,3.14,52,4,5,4,2,0,6,0.28,5,1,0,0,0,0,14,7,7,7,0,4,20,20.0,16,18,1,17,15,29,10,1,21.3,1025,19,142,418,479,62,1025,53,32,60.4,21,39.6,636,3990,2131,65,44,20,41,25,749,139,20000,1040000
Emiliano Martínez,GK,Aston Villa,28,36,36,3240.0,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,140,93,68.6,11,30.6,42.1,0.27,146,406,36.0,824,162,36.4,33.6,275,38.5,34.1,474,34,7.2,33,0.92,15.4,0,0,,0.00,0.00,,,,816,1103,74.0,21013,14329,202,203,99.5,383,390,98.2,227,502,45.2,0,15,0,0,0,722,377,102,0,2,0,0,0,4,5,0.14,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,6,1,36.0,1158,987,1140,19,0,0,1158,0,0,,0,,642,3642,2252,0,0,0,0,0,454,0,47500,2470000
Emmanuel Dennis,"FW,MF",Watford,23,33,30,2581.0,28.7,10,6,16,10,0,0,9,1,7.3,7.3,4.1,11.3,0.35,0.21,0.56,0.35,0.26,0.14,0.25,0.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,26,43.3,2.09,0.91,0.17,0.38,15.5,411,628,65.4,5461,1617,261,349,74.8,100,147,68.0,21,37,56.8,33,26,19,4,61,593,31,1,6,0,39,10,6,4,85,2.96,85,2.96,52,2,13,8,9,1,12,0.42,7,0,1,2,1,1,51,35,20,22,9,17,52,32.7,35,36,2,34,15,66,13,0,28.7,1078,22,134,414,556,131,1078,156,68,43.6,88,56.4,643,4552,2346,90,53,48,107,63,706,172,25000,1300000
Enock Mwepu,MF,Brighton,23,18,12,996.0,11.1,2,4,6,2,0,0,2,0,2.1,2.1,1.6,3.7,0.18,0.36,0.54,0.18,0.19,0.14,0.19,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,8,42.1,1.72,0.72,0.11,0.25,20.0,289,393,73.5,3992,899,159,191,83.2,98,127,77.2,10,29,34.5,9,18,4,0,27,388,5,1,4,1,7,1,0,0,26,2.35,26,2.35,18,0,2,3,3,0,7,0.63,6,0,0,0,1,0,22,12,10,10,2,5,27,18.5,22,20,2,18,12,34,19,0,11.1,549,22,108,274,179,34,549,23,15,65.2,8,34.8,305,1661,867,22,16,3,26,9,339,44,30000,1560000
Eric Bailly,DF,Manchester Utd,27,4,3,217.0,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,68,85,80.0,1229,484,28,31,90.3,36,40,90.0,4,13,30.8,0,3,0,0,5,81,4,4,0,1,0,0,0,0,1,0.41,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,4,4,0,1,3,4,75.0,1,4,2,2,3,8,11,0,2.4,114,25,73,38,3,0,114,1,0,0.0,1,100.0,55,340,155,1,0,0,3,1,59,0,80000,4160000
Eric Dier,DF,Tottenham,27,35,35,3071.0,34.1,0,0,0,0,0,0,1,0,1.2,1.2,1.1,2.3,0.00,0.00,0.00,0.00,0.04,0.03,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4,30.8,0.38,0.12,0.00,0.00,14.4,2056,2341,87.8,39774,16697,680,719,94.6,1138,1216,93.6,211,351,60.1,7,98,9,1,103,2270,62,52,5,14,1,6,0,9,30,0.88,30,0.88,25,0,0,4,0,1,5,0.15,3,0,0,2,0,0,15,9,6,8,1,7,14,50.0,7,37,32,5,27,42,142,1,34.1,2610,421,1452,1111,57,23,2610,2,1,50.0,1,50.0,1737,9384,5011,13,13,3,5,2,1971,6,72308,3760000
Erik Pieters,DF,Burnley,32,12,8,730.0,8.1,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.2,0.00,0.12,0.12,0.00,0.02,0.12,0.02,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0.0,0.86,0.00,0.00,,24.9,242,348,69.5,3727,1517,131,160,81.9,85,112,75.9,15,43,34.9,2,16,1,1,15,266,79,2,1,3,14,77,0,3,12,1.48,12,1.48,8,2,0,1,1,0,1,0.12,1,0,0,0,0,0,28,15,15,11,2,17,28,60.7,11,18,7,11,10,38,38,0,8.1,475,53,163,226,91,5,475,5,3,60.0,2,40.0,170,678,413,7,6,1,14,2,178,11,48077,2500000
Ethan Pinnock,DF,Brentford,28,32,32,2694.0,29.9,1,1,2,1,0,0,1,0,1.2,1.2,1.2,2.4,0.03,0.03,0.07,0.03,0.04,0.04,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,8,50.0,0.53,0.27,0.06,0.13,10.0,1218,1647,74.0,21899,8784,506,605,83.6,591,768,77.0,105,227,46.3,11,81,6,4,77,1391,248,46,0,8,21,202,0,8,31,1.04,31,1.04,22,6,0,2,0,1,4,0.13,2,1,0,1,0,0,51,35,37,12,2,25,38,65.8,13,30,11,19,44,95,154,1,29.9,1993,263,1063,720,217,55,1993,11,9,81.8,2,18.2,830,3502,2200,11,7,0,12,7,983,18,15000,780000
Evan Ferguson,MF,Brighton,16,1,0,23.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,5,6,83.3,73,0,3,4,75.0,0,0,,1,1,100.0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.3,7,0,0,2,5,1,7,0,0,,0,,1,0,0,0,0,0,1,0,7,1,0.0,0.0
Ezri Konsa,DF,Aston Villa,23,29,29,2477.0,27.5,2,0,2,2,0,0,6,2,1.6,1.6,0.3,1.9,0.07,0.00,0.07,0.07,0.06,0.01,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6,40.0,0.55,0.22,0.13,0.33,8.1,875,1013,86.4,15392,5885,345,381,90.6,470,505,93.1,46,94,48.9,4,30,0,0,45,975,38,30,0,3,1,7,0,0,13,0.47,13,0.47,11,0,0,2,0,0,0,0.00,0,0,0,0,0,0,25,15,13,11,1,10,13,76.9,3,31,22,9,15,40,86,2,27.5,1237,201,713,463,70,37,1237,9,6,66.7,3,33.3,714,2992,1722,8,5,1,10,6,789,7,8000,416000
Fabian Delph,MF,Everton,31,11,8,662.0,7.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.27,0.00,0.00,,27.3,259,309,83.8,4612,1427,125,138,90.6,90,103,87.4,35,48,72.9,4,37,2,0,34,304,4,3,2,0,1,1,0,1,6,0.82,6,0.82,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,18,15,10,7,1,8,21,38.1,13,12,5,7,14,32,10,0,7.4,382,20,103,231,50,0,382,7,5,71.4,2,28.6,215,868,337,2,2,0,8,0,226,3,80000,4160000
Fabian Schär,DF,Newcastle Utd,29,25,25,2158.0,24.0,2,2,4,2,0,0,4,0,1.2,1.2,1.1,2.3,0.08,0.08,0.17,0.08,0.05,0.05,0.05,0.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,8,38.1,0.88,0.33,0.10,0.25,19.5,698,1012,69.0,15904,7292,199,251,79.3,332,402,82.6,156,326,47.9,9,69,15,1,59,923,82,70,1,19,7,12,0,7,31,1.29,31,1.29,18,6,2,4,1,0,4,0.17,3,0,1,0,0,0,16,11,11,3,2,8,16,50.0,8,27,18,9,32,48,95,2,24.0,1234,159,644,537,74,27,1234,10,6,60.0,4,40.0,645,3685,2225,20,15,0,12,5,669,2,40000,2080000
Fabinho,MF,Liverpool,27,29,26,2314.0,25.7,5,1,6,3,2,2,7,0,3.9,2.4,1.3,3.7,0.19,0.04,0.23,0.12,0.15,0.05,0.09,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,7,36.8,0.74,0.27,0.16,0.43,19.9,1350,1550,87.1,21821,5712,676,741,91.2,548,608,90.1,94,135,69.6,16,151,12,1,134,1525,23,23,5,4,6,0,0,2,53,2.06,53,2.06,42,0,0,3,6,2,5,0.19,3,0,0,2,0,0,46,25,17,23,6,24,70,34.3,46,33,10,23,39,85,25,1,25.7,1788,42,343,1175,281,21,1786,15,11,73.3,4,26.7,942,3953,1874,18,27,1,24,13,1231,37,180000,9360000
Federico Fernández,DF,Newcastle Utd,32,7,5,523.0,5.8,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0.00,0.00,0.00,0.00,0.07,0.06,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,16.7,1.03,0.17,0.00,0.00,10.2,182,211,86.3,3540,1534,60,63,95.2,99,108,91.7,21,35,60.0,1,6,0,0,12,202,8,6,1,1,1,2,0,1,4,0.69,4,0.69,1,0,0,3,0,0,1,0.17,0,0,0,1,0,0,3,0,3,0,0,2,5,40.0,3,10,10,0,4,7,28,0,5.8,265,53,157,100,11,8,265,0,0,,0,,152,619,311,0,0,0,1,0,169,1,47308,2460000
Fernandinho,"MF,DF",Manchester City,36,19,10,964.0,10.7,2,1,3,2,0,0,1,0,1.6,1.6,1.0,2.5,0.19,0.09,0.28,0.19,0.15,0.09,0.15,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,3,16.7,1.68,0.28,0.11,0.67,16.7,746,842,88.6,12820,3829,344,368,93.5,326,360,90.6,56,79,70.9,10,74,17,1,81,833,8,7,6,2,2,1,0,1,30,2.80,30,2.80,23,0,0,4,3,0,4,0.37,4,0,0,0,0,0,21,10,7,10,4,9,27,33.3,18,8,2,6,8,29,13,1,10.7,927,35,172,622,137,17,927,11,9,81.8,2,18.2,637,2931,1483,16,18,0,6,7,742,11,150000,7800000
Fernando Marçal,"MF,DF",Wolves,32,18,17,1449.0,16.1,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,0.00,0.00,0.00,0.00,0.02,0.04,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,9.1,0.68,0.06,0.00,0.00,23.3,669,887,75.4,10434,3383,356,394,90.4,264,347,76.1,35,87,40.2,10,35,9,4,50,743,137,4,0,1,60,130,3,7,22,1.37,22,1.37,19,1,0,1,1,0,2,0.12,0,1,0,1,0,0,42,22,27,14,1,21,37,56.8,16,25,4,21,28,70,52,0,16.1,1093,59,348,443,312,24,1093,14,7,50.0,7,50.0,526,2466,1447,39,26,4,25,6,624,98,35000,1820000
