Player,Pos,Squad,Age,MP,Starts,Min,90s_x,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s_y,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,Weekly Wages,Annual Wages
Adama Traoré,"FW,MF",Wolves,26,34,12,1496.0,16.6,2,1,3,2,0,0,2,0,1.4,1.4,3.7,5.1,0.12,0.06,0.18,0.12,0.08,0.23,0.08,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,7,36.8,1.14,0.42,0.11,0.29,15.0,325,494,65.8,4826,1228,198,264,75.0,85,129,65.9,25,46,54.3,24,17,22,14,36,491,1,0,3,0,81,1,0,2,45,2.71,45,2.71,37,0,3,2,3,0,4,0.24,2,0,0,2,0,0,14,7,7,4,3,4,9,44.4,5,8,1,7,3,17,17,0,16.6,715,18,102,253,379,56,715,111,56,50.5,34,30.6,462,4043,2113,85,41,25,59,27,556,157,55000,2860000
Ainsley Maitland-Niles,"DF,MF",Southampton,24,22,13,1407.0,15.6,0,0,0,0,0,0,3,0,0.0,0.0,0.7,0.7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,0.06,0.06,0.00,0.00,31.4,565,713,79.2,9322,3245,288,331,87.0,214,258,82.9,50,84,59.5,10,52,12,5,57,633,77,11,2,3,20,66,0,3,24,1.54,24,1.54,22,0,1,0,1,0,2,0.13,1,0,0,0,1,0,45,24,23,18,4,28,44,63.6,16,28,7,21,22,67,45,1,15.6,912,73,328,440,155,7,912,22,17,77.3,5,22.7,407,2036,885,15,13,2,26,13,509,35,35000,1820000
Albert Sambi Lokonga,MF,Crystal Palace,22,9,6,536.0,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,132,140,94.3,2321,539,59,62,95.2,60,63,95.2,11,12,91.7,1,17,1,0,12,135,5,5,1,1,0,0,0,0,4,1.82,4,1.82,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,2,0.0,2,1,0,1,5,6,2,0,2.2,154,6,32,95,29,0,154,2,1,50.0,0,0.0,96,393,145,0,6,0,1,1,113,2,50000,2600000
Albert Sambi Lokonga,MF,Arsenal,22,6,2,198.0,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,132,140,94.3,2321,539,59,62,95.2,60,63,95.2,11,12,91.7,1,17,1,0,12,135,5,5,1,1,0,0,0,0,4,1.82,4,1.82,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,2,0.0,2,1,0,1,5,6,2,0,2.2,154,6,32,95,29,0,154,2,1,50.0,0,0.0,96,393,145,0,6,0,1,1,113,2,50000,2600000
Alejandro Garnacho,"FW,MF",Manchester Utd,18,19,5,569.0,6.3,3,2,5,3,0,0,3,0,3.0,3.0,1.0,4.1,0.47,0.32,0.79,0.47,0.48,0.16,0.48,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,9,37.5,3.80,1.42,0.13,0.33,16.3,150,187,80.2,1802,233,113,131,86.3,27,30,90.0,4,5,80.0,3,2,2,0,12,187,0,0,0,2,2,0,0,0,22,3.48,22,3.48,17,0,3,1,1,0,6,0.95,5,0,1,0,0,0,5,2,2,0,3,1,11,9.1,10,5,0,5,5,10,3,0,6.3,305,3,29,84,196,59,305,44,12,27.3,27,61.4,220,1666,896,33,27,28,27,14,235,85,7000,364000
Aleksandar Mitrović,FW,Fulham,27,24,23,2008.0,22.3,14,1,15,10,4,8,7,0,14.9,8.6,2.3,10.9,0.63,0.04,0.67,0.45,0.67,0.10,0.39,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,27,31.8,3.81,1.21,0.12,0.37,15.1,299,496,60.3,4671,970,172,257,66.9,85,132,64.4,31,52,59.6,16,26,10,1,44,486,10,1,4,9,4,3,0,0,55,2.47,55,2.47,26,0,9,13,6,1,10,0.45,3,0,1,4,2,0,14,7,8,4,2,5,12,41.7,7,22,5,17,3,17,20,1,22.3,814,27,79,392,349,144,806,47,23,48.9,22,46.8,451,1873,715,24,15,10,65,58,646,97,80000,4160000
Alex Iwobi,"MF,FW",Everton,26,38,38,3378.0,37.5,2,7,9,2,0,0,2,0,2.5,2.5,6.1,8.5,0.05,0.19,0.24,0.05,0.07,0.16,0.07,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,15,35.7,1.12,0.40,0.05,0.13,21.0,1154,1536,75.1,20102,6570,547,648,84.4,435,555,78.4,132,220,60.0,64,134,63,17,194,1469,58,3,14,13,104,31,17,9,120,3.20,120,3.20,91,9,8,7,3,2,9,0.24,8,0,0,0,1,0,69,37,37,28,4,33,65,50.8,32,41,2,39,25,94,29,0,37.5,1912,52,359,892,709,59,1912,110,55,50.0,50,45.5,1169,6913,3434,90,79,15,68,42,1285,145,120000,6240000
Alex McCarthy,GK,Southampton,32,6,6,540.0,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,30,14,46.7,0,0.0,10.9,0.34,22,113,19.5,194,29,48.5,36.5,52,36.5,31.0,92,6,6.5,7,1.17,13.5,0,0,,0.00,0.00,,,,150,249,60.2,3585,2452,45,47,95.7,64,66,97.0,40,132,30.3,0,5,0,0,0,178,68,16,0,1,0,0,0,3,1,0.17,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,1,6.0,261,205,260,1,0,0,261,0,0,,0,,139,546,264,0,0,0,0,0,133,0,50000,2600000
Alex Mighten,FW,Nott'ham Forest,20,1,0,8.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,1,1,100.0,11,0,1,1,100.0,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0.1,4,0,1,0,3,0,4,3,0,0.0,2,66.7,4,27,10,0,0,0,0,0,4,1,3462,180000
Alex Oxlade-Chamberlain,"FW,MF",Liverpool,28,9,4,335.0,3.7,1,0,1,1,0,0,0,0,1.2,1.2,0.6,1.8,0.27,0.00,0.27,0.27,0.32,0.17,0.32,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,42.9,1.88,0.81,0.14,0.33,16.3,75,106,70.8,1253,347,39,45,86.7,24,34,70.6,8,14,57.1,5,8,2,0,14,102,2,0,2,3,2,2,0,2,10,2.69,10,2.69,8,0,1,1,0,0,0,0.00,0,0,0,0,0,0,5,4,1,2,2,1,5,20.0,4,5,2,3,1,6,4,0,3.7,152,4,20,69,67,17,152,14,6,42.9,7,50.0,90,719,258,11,8,3,12,10,110,28,120000,6240000
Alexander Isak,FW,Newcastle Utd,22,22,17,1522.0,16.9,10,1,11,8,2,2,3,0,8.2,6.7,2.2,8.9,0.59,0.06,0.65,0.47,0.49,0.13,0.40,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,23,46.9,2.90,1.36,0.16,0.35,15.0,279,368,75.8,4292,977,151,192,78.6,87,106,82.1,25,28,89.3,16,29,15,0,48,338,25,1,8,2,7,4,1,5,49,2.90,49,2.90,29,0,5,11,3,1,5,0.30,1,0,2,1,1,0,18,8,4,7,7,10,28,35.7,18,21,2,19,4,22,8,0,16.9,583,11,34,202,358,98,581,72,32,44.4,30,41.7,371,2548,1300,41,36,22,39,25,431,122,120000,6240000
Alexis Mac Allister,MF,Brighton,23,35,31,2886.0,32.1,10,2,12,4,6,6,8,0,12.1,7.3,4.3,11.6,0.31,0.06,0.37,0.12,0.38,0.13,0.23,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,28,35.0,2.49,0.87,0.05,0.14,22.5,1586,1844,86.0,24936,6259,847,930,91.1,591,653,90.5,101,148,68.2,47,151,33,1,174,1785,52,35,15,11,29,5,12,7,106,3.31,106,3.31,76,7,9,8,4,2,8,0.25,7,0,1,0,0,0,70,39,22,40,8,34,71,47.9,37,26,2,24,22,92,10,1,32.1,2182,48,367,1194,644,63,2176,72,42,58.3,21,29.2,1319,6135,3072,69,74,8,47,36,1644,77,50000,2600000
Alisson,GK,Liverpool,29,37,37,3330.0,37.0,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,0.00,0.03,0.03,0.00,0.00,0.01,0.00,0.01,1.16,147,105,72.1,14,37.8,51.1,0.33,116,283,41.0,1256,210,18.4,26.9,193,26.9,31.3,397,23,5.8,89,2.41,19.8,0,0,,0.00,0.00,,,,1241,1453,85.4,29043,18696,307,309,99.4,657,666,98.6,273,469,58.2,1,16,0,0,3,1199,250,57,0,2,0,0,0,4,3,0.08,3,0.08,3,0,0,0,0,0,2,0.05,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,3,0,3,0,0,20,0,37.0,1536,1124,1498,39,0,0,1536,2,2,100.0,0,0.0,985,4654,2962,0,0,0,1,0,901,0,150000,7800000
Allan Saint-Maximin,FW,Newcastle Utd,25,25,12,1120.0,12.4,1,5,6,1,0,0,1,0,1.6,1.6,4.6,6.2,0.08,0.40,0.48,0.08,0.13,0.37,0.13,0.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,11,39.3,2.25,0.88,0.04,0.09,17.6,316,447,70.7,5087,1599,169,209,80.9,106,154,68.8,29,41,70.7,31,23,35,4,69,435,9,1,4,3,32,7,1,3,65,5.22,65,5.22,49,0,10,3,3,0,10,0.80,7,0,2,0,1,0,10,3,3,6,1,2,11,18.2,9,4,0,4,5,15,2,0,12.4,598,5,69,198,348,77,598,99,57,57.6,33,33.3,435,4137,2512,93,51,41,31,30,456,111,70000,3640000
Alphonse Areola,GK,West Ham,29,5,2,309.0,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.04,16,9,68.8,1,50.0,7.3,0.33,14,37,37.8,61,14,39.3,33.4,30,43.3,33.0,47,2,4.3,1,0.29,10.3,0,0,,0.00,0.00,,,,67,92,72.8,1737,1323,25,25,100.0,22,22,100.0,19,43,44.2,0,0,0,0,0,59,32,2,0,0,0,0,0,1,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3.4,98,91,98,0,0,0,98,0,0,,0,,53,253,153,0,0,0,0,0,42,0,120000,6240000
Amadou Onana,MF,Everton,20,33,29,2488.0,27.6,1,2,3,1,0,0,9,0,3.0,3.0,2.6,5.6,0.04,0.07,0.11,0.04,0.11,0.09,0.11,0.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,6,17.6,1.23,0.22,0.03,0.17,16.8,816,980,83.3,13145,3007,420,481,87.3,310,354,87.6,60,86,69.8,22,77,11,0,79,970,6,4,5,7,5,1,0,4,45,1.63,45,1.63,35,0,1,2,5,2,2,0.07,2,0,0,0,0,0,72,43,24,42,6,30,42,71.4,12,25,6,19,37,109,39,0,27.6,1310,58,287,745,295,52,1310,52,18,34.6,23,44.2,684,3563,1436,27,30,4,49,17,871,49,100000,5200000
Andreas Pereira,MF,Fulham,26,33,33,2692.0,29.9,4,6,10,3,1,1,8,0,7.3,6.5,5.2,11.7,0.13,0.20,0.33,0.10,0.24,0.17,0.22,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,22,36.1,2.04,0.74,0.05,0.14,21.3,701,1068,65.6,13078,4235,336,419,80.2,229,315,72.7,116,251,46.2,60,86,22,9,121,826,231,81,1,21,196,6,116,11,118,3.94,118,3.94,57,44,2,9,6,0,12,0.40,5,5,0,2,0,0,18,9,3,6,9,8,34,23.5,26,21,3,18,6,24,8,0,29.9,1312,14,106,608,613,65,1311,51,17,33.3,26,51.0,722,3951,1662,53,44,9,51,51,853,133,50000,2600000
Andrew Moran,FW,Brighton,18,1,0,12.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,1,2,50.0,13,0,1,1,100.0,0,1,0.0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0.1,6,0,0,5,1,0,6,0,0,,0,,3,2,1,0,0,0,2,0,3,1,0.0,0.0
