Player,Pos,Squad,Age,MP,Starts,Min,90s_x,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s_y,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,Weekly Wages,Annual Wages
Christian Benteke,FW,Crystal Palace,28,24,13,1261.0,14.0,2,1,3,2,0,0,4,1,5.1,5.1,2.6,7.7,0.14,0.07,0.21,0.14,0.36,0.19,0.36,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,19,46.3,2.93,1.36,0.05,0.11,13.2,184,342,53.8,2448,634,113,191,59.2,50,97,51.5,7,11,63.6,19,15,12,0,28,330,12,0,2,2,5,0,0,0,42,3.00,42,3.00,30,0,3,4,3,2,6,0.43,6,0,0,0,0,0,9,5,1,6,2,0,10,0.0,10,11,4,7,4,13,28,1,14.0,530,38,53,224,262,81,530,23,19,82.6,4,17.4,232,1312,584,22,8,10,47,23,399,79,120000,6240000
Christian Eriksen,"MF,FW",Tottenham,27,20,10,1097.0,12.2,2,2,4,2,0,0,5,0,1.9,1.9,1.9,3.8,0.16,0.16,0.33,0.16,0.15,0.16,0.15,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,9,34.6,2.13,0.74,0.08,0.22,25.1,563,761,74.0,8861,2703,316,362,87.3,162,226,71.7,57,117,48.7,24,51,23,1,74,673,84,23,5,5,72,11,47,4,44,3.61,44,3.61,32,11,0,0,0,1,3,0.25,2,1,0,0,0,0,19,9,10,8,1,7,24,29.2,17,10,1,9,12,31,16,0,12.2,881,15,123,448,323,16,881,2,0,0.0,2,100.0,519,2229,1158,28,22,6,23,14,579,32,75000,3900000
Christian Fuchs,DF,Leicester City,33,11,8,772.0,8.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,20.0,0.58,0.12,0.00,0.00,25.8,517,657,78.7,9002,3308,244,268,91.0,213,256,83.2,51,107,47.7,2,42,6,1,46,567,88,12,0,2,16,76,0,2,11,1.28,11,1.28,10,1,0,0,0,0,3,0.35,3,0,0,0,0,0,14,9,8,6,0,8,19,42.1,11,8,3,5,17,31,33,1,8.6,753,29,275,375,106,1,753,5,2,40.0,3,60.0,391,1375,681,8,10,1,11,2,476,18,50000,2600000
Christian Kabasele,DF,Watford,28,27,26,2250.0,25.0,0,2,2,0,0,0,3,2,0.9,0.9,0.9,1.8,0.00,0.08,0.08,0.00,0.04,0.03,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,11.1,0.36,0.04,0.00,0.00,10.4,488,671,72.7,9649,4109,175,219,79.9,227,279,81.4,74,150,49.3,6,33,1,0,36,661,10,9,0,11,0,1,0,0,10,0.40,10,0.40,8,0,0,0,2,0,2,0.08,2,0,0,0,0,0,37,24,26,11,0,17,32,53.1,15,31,23,8,36,73,127,0,25.0,954,185,546,390,23,18,954,10,9,90.0,1,10.0,433,1896,776,1,1,0,12,5,437,0,30000,1560000
Christian Pulisic,FW,Chelsea,20,25,19,1722.0,19.1,9,4,13,9,0,0,0,0,9.0,9.0,3.6,12.6,0.47,0.21,0.68,0.47,0.47,0.19,0.47,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,25,39.7,3.29,1.31,0.14,0.36,13.4,539,706,76.3,7046,1330,333,394,84.5,134,174,77.0,25,49,51.0,30,25,25,2,73,697,7,2,4,1,35,1,4,2,87,4.55,87,4.55,55,0,19,6,7,0,16,0.84,8,0,4,1,3,0,23,11,13,4,6,7,24,29.2,17,15,0,15,6,29,11,0,19.1,1005,6,100,390,532,128,1005,108,55,50.9,53,49.1,744,5476,2966,107,80,47,53,63,830,188,150000,7800000
Christoph Zimmermann,DF,Norwich City,26,17,16,1430.0,15.9,0,1,1,0,0,0,3,0,0.4,0.4,0.1,0.5,0.00,0.06,0.06,0.00,0.02,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,16.7,0.38,0.06,0.00,0.00,16.8,525,664,79.1,10202,4094,187,204,91.7,263,297,88.6,66,137,48.2,2,25,1,0,33,642,22,19,0,4,0,3,0,0,7,0.44,7,0.44,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,32,21,26,6,0,21,30,70.0,9,22,18,4,19,51,87,2,15.9,850,164,534,306,15,8,850,7,5,71.4,2,28.6,462,2931,1825,8,2,0,6,4,479,0,15000,780000
Ciaran Clark,DF,Newcastle Utd,29,14,14,1186.0,13.2,2,0,2,2,0,0,3,0,1.3,1.3,0.0,1.3,0.15,0.00,0.15,0.15,0.10,0.00,0.10,0.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,66.7,0.46,0.30,0.33,0.50,8.3,260,337,77.2,4560,1877,100,116,86.2,116,146,79.5,29,55,52.7,1,14,2,0,16,311,26,11,0,2,0,15,0,0,4,0.30,4,0.30,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,20,12,18,2,0,9,15,60.0,6,18,14,4,11,31,82,0,13.2,496,103,273,205,23,8,496,7,6,85.7,1,14.3,207,865,312,2,2,0,3,1,214,2,35000,1820000
Claudio Bravo,GK,Manchester City,36,4,3,347.0,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,15,8,53.3,1,33.3,4.5,0.30,18,44,40.9,108,17,26.9,28.0,28,53.6,39.7,63,1,1.6,1,0.26,11.0,0,0,,0.00,0.00,,,,107,136,78.7,2579,1755,32,33,97.0,48,49,98.0,27,54,50.0,0,0,0,0,0,100,36,8,0,1,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,3.9,139,113,137,2,0,0,139,1,1,100.0,0,0.0,87,434,277,0,0,0,0,0,78,0,115000,5980000
Connor Wickham,"FW,MF",Crystal Palace,26,6,0,96.0,1.1,1,1,2,1,0,0,0,0,1.4,1.4,0.6,1.9,0.94,0.94,1.87,0.94,1.28,0.52,1.28,1.80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,66.7,2.81,1.87,0.33,0.50,11.2,28,47,59.6,398,75,18,27,66.7,7,14,50.0,2,3,66.7,3,3,1,0,6,45,2,0,0,2,0,1,0,0,3,2.81,3,2.81,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,1,0,1,1,2,0,0,1.1,65,0,5,29,31,7,65,4,2,50.0,2,50.0,26,116,40,3,1,2,4,2,47,10,60000,3120000
Conor Coady,DF,Wolves,26,38,38,3420.0,38.0,0,0,0,0,0,0,5,0,0.0,0.0,0.5,0.5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,1573,1853,84.9,38135,17274,329,357,92.2,848,912,93.0,383,552,69.4,5,112,7,0,64,1808,42,41,4,15,0,1,0,3,21,0.55,21,0.55,21,0,0,0,0,0,1,0.03,1,0,0,0,0,0,36,23,30,6,0,15,30,50.0,15,22,15,7,28,64,119,2,38.0,2082,305,1277,813,1,0,2082,5,4,80.0,1,20.0,1184,5442,2750,3,3,1,1,0,1371,0,15000,780000
Conor Hourihane,MF,Aston Villa,28,27,18,1534.0,17.0,3,5,8,3,0,0,4,0,1.7,1.7,6.0,7.7,0.18,0.29,0.47,0.18,0.10,0.35,0.10,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,10,34.5,1.70,0.59,0.10,0.30,21.4,547,739,74.0,9334,3163,240,282,85.1,238,287,82.9,47,115,40.9,38,52,16,4,75,572,166,76,1,2,112,14,55,1,62,3.64,62,3.64,29,27,0,3,3,0,7,0.41,3,4,0,0,0,0,16,10,4,8,4,10,25,40.0,15,19,4,15,9,25,31,0,17.0,863,40,125,403,341,27,863,7,4,57.1,3,42.9,365,1224,535,9,11,1,11,8,493,57,30000,1560000
Craig Cathcart,DF,Watford,30,29,28,2488.0,27.6,0,0,0,0,0,0,7,0,0.2,0.2,0.1,0.3,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,50.0,0.07,0.04,0.00,0.00,10.8,742,922,80.5,13808,4884,277,314,88.2,364,421,86.5,79,146,54.1,2,33,3,1,61,899,20,16,1,7,1,4,0,3,9,0.33,9,0.33,9,0,0,0,0,0,1,0.04,1,0,0,0,0,0,41,26,25,15,1,10,24,41.7,14,19,16,3,25,66,136,1,27.6,1194,156,601,572,23,12,1194,7,4,57.1,3,42.9,583,2439,1037,2,3,1,9,3,591,3,23077,1200000
Craig Dawson,DF,Watford,29,29,26,2361.0,26.2,2,0,2,2,0,0,6,0,3.0,3.0,0.5,3.5,0.08,0.00,0.08,0.08,0.11,0.02,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,7,26.9,0.99,0.27,0.08,0.29,10.6,741,962,77.0,15418,5835,235,276,85.1,376,433,86.8,118,216,54.6,5,51,2,0,63,928,29,13,1,22,4,16,0,5,13,0.50,13,0.50,8,1,0,4,0,0,0,0.00,0,0,0,0,0,0,29,18,16,13,0,17,31,54.8,14,41,32,9,34,63,116,0,26.2,1252,162,610,568,81,49,1252,4,3,75.0,1,25.0,622,2801,1289,4,0,0,15,3,665,7,40000,2080000
Curtis Jones,MF,Liverpool,18,6,1,126.0,1.4,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0.71,0.00,0.71,0.71,0.32,0.00,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,33.3,4.29,1.43,0.17,0.50,17.4,107,123,87.0,1491,355,58,65,89.2,36,41,87.8,5,6,83.3,0,11,1,0,9,123,0,0,0,2,0,0,0,0,3,2.14,3,2.14,2,0,0,0,0,1,1,0.71,1,0,0,0,0,0,4,4,0,1,3,3,4,75.0,1,2,0,2,2,6,1,0,1.4,140,0,20,71,50,7,140,4,3,75.0,1,25.0,102,454,232,4,5,1,2,4,111,7,0.0,0.0
Cédric Soares,DF,Southampton,27,16,16,1306.0,14.5,0,1,1,0,0,0,1,0,0.6,0.6,0.7,1.3,0.00,0.07,0.07,0.00,0.04,0.05,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,0.36,0.36,1.00,1.00,26.4,96,135,71.1,1469,437,61,71,85.9,23,40,57.5,8,15,53.3,1,6,2,0,11,115,20,2,0,0,18,18,0,0,5,1.81,5,1.81,3,1,0,0,0,1,3,1.08,2,0,0,0,0,1,8,6,2,6,0,1,3,33.3,2,3,0,3,3,11,4,0,2.8,167,6,39,71,58,2,167,2,2,100.0,0,0.0,84,396,202,6,6,0,4,1,92,25,75000,3900000
Cédric Soares,"MF,DF",Arsenal,27,5,3,249.0,2.8,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.1,0.36,0.00,0.36,0.36,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,0.36,0.36,1.00,1.00,26.4,96,135,71.1,1469,437,61,71,85.9,23,40,57.5,8,15,53.3,1,6,2,0,11,115,20,2,0,0,18,18,0,0,5,1.81,5,1.81,3,1,0,0,0,1,3,1.08,2,0,0,0,0,1,8,6,2,6,0,1,3,33.3,2,3,0,3,3,11,4,0,2.8,167,6,39,71,58,2,167,2,2,100.0,0,0.0,84,396,202,6,6,0,4,1,92,25,75000,3900000
César Azpilicueta,DF,Chelsea,29,36,36,3229.0,35.9,2,6,8,2,0,0,1,0,2.4,2.4,6.0,8.5,0.06,0.17,0.22,0.06,0.07,0.17,0.07,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,6,20.7,0.81,0.17,0.07,0.33,13.8,2317,2943,78.7,34946,12825,1262,1406,89.8,857,1098,78.1,124,247,50.2,45,148,58,26,193,2527,407,29,0,12,121,378,0,9,87,2.42,87,2.42,78,2,2,3,1,1,7,0.20,5,1,0,1,0,0,86,56,40,32,14,35,69,50.7,34,56,21,35,67,153,94,0,35.9,3347,117,932,1619,806,93,3347,21,12,57.1,9,42.9,1738,6145,3481,59,39,7,27,13,2152,226,150000,7800000
Dale Stephens,MF,Brighton,30,33,28,2530.0,28.1,0,1,1,0,0,0,8,0,0.6,0.6,1.3,1.9,0.00,0.04,0.04,0.00,0.02,0.05,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2,10.5,0.68,0.07,0.00,0.00,25.6,1440,1687,85.4,27512,7212,530,595,89.1,720,793,90.8,170,240,70.8,20,140,19,0,160,1672,11,7,3,25,4,4,0,4,50,1.78,50,1.78,46,0,0,2,0,2,3,0.11,3,0,0,0,0,0,73,44,30,37,6,25,75,33.3,50,31,11,20,58,131,42,2,28.1,1969,102,530,1199,250,7,1969,12,10,83.3,2,16.7,987,4706,1834,9,30,2,19,13,1336,14,30000,1560000
Dan Burn,DF,Brighton,27,34,33,2880.0,32.0,0,0,0,0,0,0,5,0,1.2,1.2,1.3,2.5,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.37,0.00,0.00,,13.4,1392,1884,73.9,22347,7699,736,873,84.3,562,709,79.3,78,214,36.4,19,114,18,7,135,1609,271,11,3,4,51,260,0,4,38,1.19,38,1.19,31,4,1,1,0,1,2,0.06,2,0,0,0,0,0,67,42,35,27,5,25,53,47.2,28,44,20,24,42,109,130,0,32.0,2290,165,718,1144,441,26,2290,40,19,47.5,21,52.5,1025,5257,2959,52,39,1,37,25,1342,93,15962,830000
Dan Gosling,MF,Bournemouth,29,24,14,1264.0,14.0,3,1,4,3,0,0,3,0,2.9,2.9,1.1,4.0,0.21,0.07,0.28,0.21,0.21,0.08,0.21,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,6,46.2,0.93,0.43,0.23,0.50,11.6,407,527,77.2,5848,1762,244,285,85.6,114,140,81.4,27,43,62.8,10,40,5,2,55,514,12,5,1,1,3,3,0,1,24,1.71,24,1.71,16,0,1,2,4,1,2,0.14,1,0,0,1,0,0,26,10,14,9,3,6,27,22.2,21,31,11,20,20,46,26,0,14.0,721,42,197,367,160,32,721,14,4,28.6,10,71.4,414,1633,615,10,10,4,30,21,442,36,35000,1820000
Dani Ceballos,MF,Arsenal,22,24,18,1692.0,18.8,0,2,2,0,0,0,1,0,0.6,0.6,1.8,2.3,0.00,0.11,0.11,0.00,0.03,0.09,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,23.1,0.69,0.16,0.00,0.00,22.8,1114,1329,83.8,19951,5446,482,523,92.2,479,531,90.2,121,202,59.9,28,120,29,2,174,1220,106,38,6,20,70,5,63,3,56,2.98,56,2.98,38,10,2,1,3,2,7,0.37,5,1,0,0,0,1,45,23,26,14,5,18,61,29.5,43,14,3,11,32,77,16,1,18.8,1510,50,320,807,403,21,1510,36,27,75.0,9,25.0,1012,6703,3681,60,52,8,25,30,1089,38,51923,2700000
Daniel James,FW,Manchester Utd,21,33,26,2287.0,25.4,3,6,9,3,0,0,4,0,3.1,3.1,3.9,7.0,0.12,0.24,0.35,0.12,0.12,0.15,0.12,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,20,47.6,1.65,0.79,0.07,0.15,17.3,568,802,70.8,7731,1669,358,425,84.2,149,210,71.0,24,52,46.2,26,34,26,7,60,788,11,1,4,3,96,5,4,3,71,2.79,71,2.79,49,0,4,5,13,0,9,0.35,8,0,0,0,1,0,20,10,5,10,5,7,45,15.6,38,23,4,19,7,27,12,0,25.4,1049,7,120,386,558,86,1049,62,27,43.5,35,56.5,682,5477,3422,140,69,43,46,29,826,263,50000,2600000
Daniel Podence,"FW,MF",Wolves,23,9,3,289.0,3.2,1,0,1,1,0,0,0,0,1.2,1.2,0.7,1.9,0.31,0.00,0.31,0.31,0.39,0.21,0.39,0.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,30.0,3.11,0.93,0.10,0.33,14.0,70,101,69.3,954,172,34,42,81.0,23,35,65.7,3,8,37.5,5,6,4,1,9,97,3,0,1,0,5,0,2,1,10,3.11,10,3.11,6,0,1,1,2,0,2,0.62,0,0,1,0,1,0,3,3,2,0,1,0,2,0.0,2,4,1,3,2,5,1,0,3.2,145,2,16,50,83,12,145,11,7,63.6,4,36.4,106,741,432,18,11,1,8,4,119,24,60000,3120000
Danny Drinkwater,MF,Aston Villa,29,4,4,259.0,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.69,0.00,0.00,,18.3,138,169,81.7,2447,567,67,79,84.8,54,59,91.5,16,22,72.7,1,18,1,0,20,165,4,3,0,2,1,0,0,0,4,1.39,4,1.39,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,5,3,3,2,0,2,18,11.1,16,5,0,5,5,10,5,1,2.9,200,5,55,116,30,2,200,4,1,25.0,3,75.0,97,431,182,2,3,0,3,3,123,4,60000,3120000
Danny Drinkwater,MF,Burnley,29,1,1,58.0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.69,0.00,0.00,,18.3,138,169,81.7,2447,567,67,79,84.8,54,59,91.5,16,22,72.7,1,18,1,0,20,165,4,3,0,2,1,0,0,0,4,1.39,4,1.39,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,5,3,3,2,0,2,18,11.1,16,5,0,5,5,10,5,1,2.9,200,5,55,116,30,2,200,4,1,25.0,3,75.0,97,431,182,2,3,0,3,3,123,4,60000,3120000
Danny Ings,FW,Southampton,27,38,32,2804.0,31.2,22,2,24,21,1,2,3,0,16.2,14.7,2.7,17.3,0.71,0.06,0.77,0.67,0.52,0.09,0.47,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,35,38.5,2.92,1.12,0.23,0.60,13.9,410,680,60.3,5939,1574,230,332,69.3,121,195,62.1,29,71,40.8,35,38,23,4,75,669,3,0,1,4,29,0,0,8,100,3.21,100,3.21,60,0,14,13,8,5,15,0.48,6,0,5,1,1,2,42,25,16,16,10,13,67,19.4,54,62,4,58,9,51,30,1,31.2,1096,33,110,440,566,165,1094,97,48,49.5,49,50.5,579,3011,1315,50,33,26,70,50,695,194,75000,3900000
Danny Rose,DF,Tottenham,29,12,10,893.0,9.9,0,0,0,0,0,0,5,0,0.1,0.1,0.6,0.7,0.00,0.00,0.00,0.00,0.01,0.06,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.20,0.00,0.00,,19.0,437,580,75.3,6735,2765,256,290,88.3,157,212,74.1,19,50,38.0,11,37,12,4,65,490,87,16,1,0,37,70,1,3,17,1.71,17,1.71,12,2,0,0,2,1,0,0.00,0,0,0,0,0,0,18,11,6,10,2,9,20,45.0,11,14,6,8,8,26,34,2,9.9,680,45,182,322,184,13,680,20,10,50.0,10,50.0,384,1884,1155,23,15,2,11,5,423,30,60000,3120000
Danny Rose,DF,Newcastle Utd,29,11,10,863.0,9.6,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.20,0.00,0.00,,19.0,437,580,75.3,6735,2765,256,290,88.3,157,212,74.1,19,50,38.0,11,37,12,4,65,490,87,16,1,0,37,70,1,3,17,1.71,17,1.71,12,2,0,0,2,1,0,0.00,0,0,0,0,0,0,18,11,6,10,2,9,20,45.0,11,14,6,8,8,26,34,2,9.9,680,45,182,322,184,13,680,20,10,50.0,10,50.0,384,1884,1155,23,15,2,11,5,423,30,60000,3120000
Danny Welbeck,"FW,MF",Watford,28,18,8,822.0,9.1,2,0,2,2,0,0,0,0,3.9,3.9,0.2,4.0,0.22,0.00,0.22,0.22,0.43,0.02,0.43,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,9,40.9,2.41,0.99,0.09,0.22,11.0,125,168,74.4,1459,320,80,101,79.2,34,45,75.6,2,3,66.7,3,8,3,0,10,163,5,0,0,0,1,2,0,0,15,1.64,15,1.64,11,0,2,0,2,0,2,0.22,1,0,0,0,1,0,14,6,6,5,3,3,11,27.3,8,12,1,11,5,19,7,0,9.1,269,6,37,102,137,40,269,20,9,45.0,10,50.0,168,1062,369,13,7,7,21,20,190,66,60000,3120000
Darren Randolph,GK,West Ham,32,2,2,180.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,11,6,63.6,0,0.0,4.5,0.32,14,29,48.3,26,4,61.5,43.1,14,92.9,57.3,34,0,0.0,3,1.50,16.8,0,0,,0.00,0.00,,,,22,41,53.7,968,911,2,2,100.0,4,4,100.0,16,34,47.1,0,1,0,0,0,22,18,4,0,0,0,0,0,1,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,2.0,48,42,48,0,0,0,48,0,0,,0,,13,145,122,0,0,0,0,0,10,0,37500,1950000
Daryl Janmaat,DF,Watford,30,8,7,607.0,6.7,0,1,1,0,0,0,1,0,0.3,0.3,0.5,0.8,0.00,0.15,0.15,0.00,0.04,0.07,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,0.59,0.00,0.00,,17.6,257,346,74.3,3745,1347,152,170,89.4,82,102,80.4,16,52,30.8,6,25,8,5,29,290,55,1,0,0,24,54,0,1,12,1.78,12,1.78,11,0,1,0,0,0,1,0.15,1,0,0,0,0,0,14,10,8,6,0,6,13,46.2,7,7,2,5,7,21,23,0,6.7,426,31,105,189,135,8,426,7,5,71.4,2,28.6,227,1077,600,15,13,2,9,2,251,30,45000,2340000
