Player,Pos,Squad,Age,MP,Starts,Min,90s_x,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s_y,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,Weekly Wages,Annual Wages
Adam Smith,DF,Bournemouth,28,24,24,2055.0,22.8,0,1,1,0,0,0,7,0,0.8,0.8,1.1,1.8,0.00,0.04,0.04,0.00,0.03,0.05,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,25.0,0.18,0.04,0.00,0.00,19.5,827,1044,79.2,11632,4435,522,574,90.9,247,310,79.7,36,93,38.7,10,60,7,3,93,847,195,21,0,2,28,173,1,2,31,1.36,31,1.36,28,0,1,0,2,0,1,0.04,1,0,0,0,0,0,47,32,29,16,2,23,50,46.0,27,27,6,21,25,72,64,1,22.8,1321,69,395,610,329,23,1321,51,24,47.1,27,52.9,732,4669,2653,75,52,6,27,14,728,69,35000,1820000
Adam Webster,DF,Brighton,24,31,31,2668.0,29.6,3,1,4,3,0,0,4,0,1.3,1.3,1.3,2.6,0.10,0.03,0.13,0.10,0.05,0.04,0.05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,7,43.8,0.54,0.24,0.19,0.43,13.6,1587,1923,82.5,31102,12129,540,628,86.0,862,969,89.0,175,283,61.8,11,85,5,0,119,1837,80,49,1,20,6,31,0,6,30,1.01,30,1.01,23,3,1,1,1,1,1,0.03,1,0,0,0,0,0,30,17,21,8,1,14,32,43.8,18,43,26,17,45,75,110,2,29.6,2223,284,1166,973,97,29,2223,18,14,77.8,4,22.2,1264,7893,5013,29,23,3,19,5,1444,4,35000,1820000
Adama Traoré,"FW,DF",Wolves,23,37,27,2605.0,28.9,4,9,13,4,0,0,1,0,3.8,3.8,6.6,10.4,0.14,0.31,0.45,0.14,0.13,0.23,0.13,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,27.9,1.49,0.41,0.09,0.33,19.8,614,952,64.5,9406,2530,335,425,78.8,202,311,65.0,41,97,42.3,48,55,41,28,88,895,56,0,9,3,183,55,0,1,111,3.83,111,3.83,67,0,31,1,10,2,15,0.52,11,0,3,0,1,0,33,21,6,14,13,8,23,34.8,15,19,3,16,13,46,14,2,28.9,1335,23,133,552,694,106,1335,246,183,74.4,63,25.6,946,10181,5631,252,111,71,88,65,1011,246,43077,2240000
Adrian Mariappa,DF,Watford,32,20,15,1513.0,16.8,0,0,0,0,0,0,6,1,0.2,0.2,0.2,0.5,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.18,0.00,0.00,,11.1,426,615,69.3,7151,3376,206,241,85.5,173,256,67.6,34,83,41.0,4,35,3,3,38,479,133,5,0,2,22,128,0,3,12,0.71,12,0.71,10,2,0,0,0,0,1,0.06,1,0,0,0,0,0,20,14,15,4,1,11,30,36.7,19,22,7,15,11,31,73,0,16.8,780,89,326,350,106,6,780,1,1,100.0,0,0.0,284,881,356,2,4,0,9,3,331,9,15000,780000
Adrián,GK,Liverpool,32,11,9,875.0,9.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,27,17,63.0,2,22.2,7.5,0.28,36,99,36.4,241,51,33.2,33.0,70,27.1,29.2,127,7,5.5,14,1.44,15.3,0,0,,0.00,0.00,,,,238,311,76.5,6251,4149,48,48,100.0,112,113,99.1,78,148,52.7,0,3,0,0,0,217,94,24,0,1,0,0,0,0,2,0.21,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,8,3,9.7,331,298,331,0,0,0,331,0,0,,0,,193,925,528,0,1,1,0,0,152,0,55000,2860000
Ahmed Elmohamady,DF,Aston Villa,31,18,11,1031.0,11.5,1,1,2,1,0,0,1,0,0.2,0.2,2.8,3.0,0.09,0.09,0.17,0.09,0.02,0.24,0.02,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,20.0,0.44,0.09,0.20,1.00,11.1,496,657,75.5,8552,3169,246,268,91.8,182,251,72.5,57,104,54.8,22,44,25,18,47,550,104,6,0,2,58,98,0,3,36,3.14,36,3.14,33,3,0,0,0,0,1,0.09,1,0,0,0,0,0,19,9,10,7,2,10,21,47.6,11,11,5,6,13,32,25,1,11.5,753,49,211,331,216,14,753,11,7,63.6,4,36.4,386,1970,1263,39,30,4,9,2,438,37,25000,1300000
Ainsley Maitland-Niles,DF,Arsenal,21,20,15,1386.0,15.4,0,2,2,0,0,0,6,1,0.4,0.4,1.5,2.0,0.00,0.13,0.13,0.00,0.03,0.10,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,25.0,0.26,0.06,0.00,0.00,18.0,841,1025,82.0,12850,4193,446,502,88.8,311,370,84.1,53,95,55.8,11,44,13,5,61,839,185,19,2,4,18,166,0,1,21,1.36,21,1.36,17,1,1,0,0,2,3,0.19,2,0,0,0,0,1,41,23,34,5,2,22,43,51.2,21,12,3,9,28,69,38,0,15.4,1203,71,442,536,233,15,1203,34,19,55.9,15,44.1,596,3219,1917,38,23,9,17,18,744,34,35000,1820000
Akin Famewo,MF,Norwich City,20,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Albian Ajeti,FW,West Ham,22,9,0,139.0,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.00,0.00,0.00,0.00,0.11,0.05,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,1.94,0.00,0.00,,15.7,12,15,80.0,117,6,9,12,75.0,1,1,100.0,0,0,,2,1,0,0,0,13,2,0,0,0,0,0,0,0,2,1.29,2,1.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,1.5,28,0,1,8,19,7,28,2,0,0.0,2,100.0,17,61,8,0,0,1,4,2,22,10,50000,2600000
Alex Iwobi,"MF,FW",Everton,23,25,19,1596.0,17.7,1,0,1,1,0,0,0,0,2.5,2.5,1.9,4.4,0.06,0.00,0.06,0.06,0.14,0.11,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,10,43.5,1.30,0.56,0.04,0.10,17.3,457,610,74.9,7868,2410,217,258,84.1,175,224,78.1,46,75,61.3,24,50,28,9,106,597,10,1,9,9,48,2,1,3,54,3.05,54,3.05,50,0,1,3,0,0,2,0.11,2,0,0,0,0,0,25,17,8,15,2,12,33,36.4,21,18,2,16,14,39,10,1,17.7,794,16,116,351,341,47,794,52,32,61.5,20,38.5,534,3317,1800,60,55,12,35,17,542,84,50000,2600000
Alex McCarthy,GK,Southampton,29,28,28,2520.0,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,113,78,69.9,7,25.0,37.2,0.32,191,528,36.2,643,76,59.1,41.6,178,83.1,56.6,439,25,5.7,27,0.96,12.8,0,0,,0.00,0.00,,,,459,826,55.6,16346,13880,66,67,98.5,154,160,96.3,238,590,40.3,1,22,1,0,1,541,280,102,0,0,0,0,0,5,6,0.21,6,0.21,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,11,3,28.0,888,678,882,6,0,0,888,2,2,100.0,0,0.0,431,2517,1716,0,0,0,0,0,351,0,50000,2600000
Alex Oxlade-Chamberlain,"MF,FW",Liverpool,25,30,17,1485.0,16.5,4,1,5,4,0,0,1,0,2.8,2.8,1.1,3.9,0.24,0.06,0.30,0.24,0.17,0.06,0.17,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,10,25.0,2.42,0.61,0.10,0.40,22.5,596,758,78.6,10257,2209,289,332,87.0,220,271,81.2,66,99,66.7,17,77,26,7,97,740,14,1,4,17,46,7,0,4,51,3.09,51,3.09,38,0,5,4,4,0,6,0.36,3,0,2,0,1,0,18,9,4,6,8,5,21,23.8,16,26,1,25,22,40,10,0,16.5,980,15,86,485,419,40,980,49,29,59.2,20,40.8,667,3479,1598,48,39,7,44,23,729,95,120000,6240000
Alexander Tettey,"MF,DF",Norwich City,33,30,28,2338.0,26.0,1,1,2,1,0,0,5,0,0.8,0.8,0.5,1.4,0.04,0.04,0.08,0.04,0.03,0.02,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,3,13.0,0.89,0.12,0.04,0.33,24.7,1142,1299,87.9,17374,4412,603,658,91.6,439,476,92.2,58,94,61.7,5,63,4,1,54,1280,19,16,1,0,4,2,1,0,24,0.92,24,0.92,20,0,1,2,0,1,1,0.04,1,0,0,0,0,0,23,18,7,16,0,11,39,28.2,28,20,9,11,43,66,72,1,26.0,1537,119,534,871,142,11,1537,20,15,75.0,5,25.0,924,4306,1928,19,17,1,18,8,957,12,13077,680000
Alexandre Lacazette,FW,Arsenal,28,30,22,1874.0,20.8,10,4,14,10,0,0,8,0,8.1,8.1,2.9,11.1,0.48,0.19,0.67,0.48,0.39,0.14,0.39,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,26,50.0,2.50,1.25,0.19,0.38,12.6,391,521,75.0,5362,1084,225,262,85.9,105,140,75.0,22,41,53.7,24,25,23,4,49,475,45,0,3,6,15,0,0,1,68,3.27,68,3.27,43,0,7,11,6,1,12,0.58,4,0,3,4,1,0,31,16,8,21,2,9,24,37.5,15,14,0,14,7,38,15,0,20.8,761,21,91,332,347,101,761,47,24,51.1,23,48.9,433,2029,826,21,9,5,54,37,545,137,182115,9470000
Alexis Mac Allister,"MF,FW",Brighton,20,9,4,352.0,3.9,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.7,0.00,0.00,0.00,0.00,0.12,0.07,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,14.3,1.79,0.26,0.00,0.00,22.5,77,121,63.6,1144,294,41,51,80.4,25,35,71.4,5,23,21.7,5,6,1,1,6,97,24,9,0,0,23,0,15,0,11,2.81,11,2.81,6,2,1,2,0,0,1,0.26,1,0,0,0,0,0,9,5,4,3,2,5,9,55.6,4,12,0,12,1,10,2,0,3.9,169,1,26,68,79,7,169,4,2,50.0,2,50.0,73,278,115,2,3,1,7,7,85,13,10000,520000
Alireza Jahanbakhsh,"FW,MF",Brighton,25,10,3,311.0,3.5,2,0,2,2,0,0,0,0,0.6,0.6,0.6,1.2,0.58,0.00,0.58,0.58,0.17,0.18,0.17,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,16.7,3.47,0.58,0.17,1.00,19.2,86,138,62.3,1113,338,55,67,82.1,25,46,54.3,2,12,16.7,4,5,3,0,12,135,3,0,1,0,24,2,1,0,12,3.47,12,3.47,8,0,1,1,2,0,0,0.00,0,0,0,0,0,0,8,4,3,2,3,0,2,0.0,2,5,0,5,3,11,2,0,3.5,193,3,21,60,115,10,193,15,8,53.3,7,46.7,118,560,252,8,5,1,8,6,137,51,50000,2600000
Alisson,GK,Liverpool,26,29,29,2543.0,28.3,0,1,1,0,0,0,0,1,0.0,0.0,0.3,0.3,0.00,0.04,0.04,0.00,0.00,0.01,0.00,0.01,0.81,80,58,72.5,13,44.8,19.7,0.24,85,189,45.0,778,140,18.4,27.4,167,27.5,30.9,299,10,3.3,63,2.23,19.2,0,0,,0.00,0.00,,,,820,947,86.6,19608,12630,204,204,100.0,414,424,97.6,199,314,63.4,1,7,0,0,1,723,222,55,0,3,0,0,0,2,5,0.18,5,0.18,5,0,0,0,0,0,2,0.07,2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,13,3,28.3,992,792,983,10,0,0,992,0,0,,0,,600,2483,1531,0,1,1,0,0,495,0,90000,4680000
Allan Saint-Maximin,"MF,FW",Newcastle Utd,22,26,23,1863.0,20.7,3,4,7,3,0,0,0,0,3.3,3.3,3.3,6.6,0.14,0.19,0.34,0.14,0.16,0.16,0.16,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,21,45.7,2.22,1.01,0.07,0.14,22.5,353,485,72.8,5433,1190,209,246,85.0,87,123,70.7,34,56,60.7,33,22,14,3,49,473,9,1,2,6,45,6,0,3,88,4.25,88,4.25,53,0,22,6,7,0,9,0.44,6,0,1,1,1,0,13,8,7,4,2,4,18,22.2,14,5,2,3,9,22,6,0,20.7,766,12,115,310,388,78,766,180,121,67.2,59,32.8,616,6374,3852,125,74,46,73,51,561,92,60000,3120000
