Player,Pos,Squad,Age,MP,Starts,Min,90s_x,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,npxG/90,npxG+xAG/90,Gls Against 90,SoTA,Saves,Save%,CS,CS%,PSxG,PSxG/SoT,GK Cmp 40y,GK 40y Att,GK Cmp 40y%,Pass Att (GK),Thr Att (GK),Launch%,AvgLen_Pass (GK),GoalKick Att,GoalKick Launch%,AvgLen_GoalKick,Opp Crosses,Crosses Stp,Crosses Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp_tot,Att_tot,Cmp%_tot,TotDist_Passed,PrgDist_Passed,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,KP,1/3,PPA,CrsPA,PrgP,Live_Passes,Dead,FK,TB,Sw,Crs,TI,CK,Off,SCA,SCA90,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl,TklW,Def 3rd Tackles,Mid 3rd Tackles,Att 3rd Tackles,Tkl_Challenge,Att_Challenge,Tkl%_Challenge,Lost_Challenge,Blocks,Sh_block,Pass_block,Int,Tkl+Int,Clr,Err,90s_y,Touches,Def Pen Touches,Def 3rd Touches,Mid 3rd Touches,Att 3rd Touches,Att Pen Touches,Live_Touches,Att_takeon,Succ_takeon,Succ%_takeon,Tkld_takeon,Tkld%_takeon,Carries,TotDist_Carried,PrgDist_Carried,PrgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR,Weekly Wages,Annual Wages
Adrián,GK,Liverpool,33,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,18,9,50.0,1,33.3,6.8,0.38,11,28,39.3,77,19,31.2,31.3,22,18.2,21.1,35,0,0.0,6,2.00,17.0,0,0,,0.00,0.00,,,,78,100,78.0,1796,1138,24,24,100.0,33,34,97.1,20,40,50.0,0,0,0,0,0,70,29,7,0,0,0,0,0,1,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,3.0,110,99,110,0,0,0,110,0,0,,0,,52,259,79,0,0,0,0,0,47,0,58077,3020000
Ahmed Elmohamady,DF,Aston Villa,32,14,8,839.0,9.3,0,0,0,0,0,0,2,0,0.4,0.4,1.0,1.4,0.00,0.00,0.00,0.00,0.05,0.11,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,11.1,0.97,0.11,0.00,0.00,11.9,468,618,75.7,8218,3180,216,241,89.6,197,255,77.3,50,97,51.5,13,34,21,7,45,491,126,18,0,4,39,108,0,1,27,2.90,27,2.90,22,2,0,1,0,2,1,0.11,0,1,0,0,0,0,17,13,12,4,1,9,14,64.3,5,6,3,3,17,34,26,0,9.3,693,36,228,273,195,14,693,3,2,66.7,1,33.3,314,1108,567,10,6,1,5,3,374,36,25000,1300000
Ahmed Hegazi,DF,West Brom,29,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,38,57,66.7,742,399,13,18,72.2,19,26,73.1,6,11,54.5,0,1,0,0,2,55,1,1,0,0,0,0,0,1,1,1.00,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,2,1,1,7,0,1.0,70,15,52,19,0,0,70,0,0,,0,,28,102,33,0,0,0,3,0,32,0,26500,1378000
Ainsley Maitland-Niles,MF,West Brom,22,15,14,1230.0,13.7,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.2,0.00,0.00,0.00,0.00,0.04,0.05,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,50.0,0.37,0.18,0.00,0.00,20.9,226,291,77.7,3689,985,114,127,89.8,88,114,77.2,16,30,53.3,2,19,4,1,24,256,35,3,0,3,8,32,0,0,11,2.02,11,2.02,6,1,2,0,1,1,2,0.37,0,0,0,0,1,1,11,7,6,5,0,8,12,66.7,4,12,2,10,14,25,7,1,5.4,355,18,120,154,84,6,355,10,6,60.0,4,40.0,198,1018,479,12,10,3,10,7,215,21,35000,1820000
Ainsley Maitland-Niles,"MF,DF",Arsenal,22,11,5,490.0,5.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,50.0,0.37,0.18,0.00,0.00,20.9,226,291,77.7,3689,985,114,127,89.8,88,114,77.2,16,30,53.3,2,19,4,1,24,256,35,3,0,3,8,32,0,0,11,2.02,11,2.02,6,1,2,0,1,1,2,0.37,0,0,0,0,1,1,11,7,6,5,0,8,12,66.7,4,12,2,10,14,25,7,1,5.4,355,18,120,154,84,6,355,10,6,60.0,4,40.0,198,1018,479,12,10,3,10,7,215,21,35000,1820000
Aleksandar Mitrović,FW,Fulham,25,27,13,1402.0,15.6,3,3,6,2,1,2,3,0,6.2,4.6,2.7,7.3,0.19,0.19,0.39,0.13,0.40,0.18,0.29,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,19,33.3,3.66,1.22,0.04,0.11,15.8,284,388,73.2,3630,573,176,224,78.6,62,83,74.7,13,18,72.2,23,9,11,2,27,364,22,1,2,1,4,4,1,2,44,2.82,44,2.82,34,1,3,1,5,0,5,0.32,3,0,1,1,0,0,7,4,0,3,4,2,8,25.0,6,12,3,9,3,10,8,0,15.6,584,12,37,243,307,102,582,12,7,58.3,5,41.7,274,1057,380,10,9,5,60,17,457,88,60000,3120000
Alex Iwobi,"FW,MF",Everton,24,30,17,1542.0,17.1,1,2,3,1,0,0,0,0,0.9,0.9,1.9,2.8,0.06,0.12,0.18,0.06,0.05,0.11,0.05,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,20.0,0.88,0.18,0.07,0.33,18.7,528,698,75.6,8511,2306,270,308,87.7,206,258,79.8,36,78,46.2,16,35,23,7,65,656,37,1,2,8,69,29,0,5,45,2.63,45,2.63,38,0,2,3,2,0,5,0.29,4,0,0,1,0,0,27,10,10,14,3,13,25,52.0,12,20,1,19,16,43,14,0,17.1,883,23,178,388,337,42,883,71,45,63.4,26,36.6,576,4340,2345,72,49,13,41,26,617,99,50000,2600000
Alex McCarthy,GK,Southampton,30,30,30,2700.0,30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,147,91,65.3,7,23.3,46.5,0.28,109,435,25.1,900,131,37.1,32.0,171,59.1,41.1,365,23,6.3,31,1.03,15.6,0,0,,0.00,0.00,,,,700,1080,64.8,16451,11553,216,220,98.2,290,296,98.0,179,538,33.3,0,7,2,0,0,801,270,99,0,7,0,0,0,9,3,0.10,3,0.10,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,11,1,30.0,1145,855,1138,7,0,0,1145,2,2,100.0,0,0.0,631,2908,1601,0,1,1,1,0,583,1,50000,2600000
Alex Oxlade-Chamberlain,"MF,FW",Liverpool,26,13,2,253.0,2.8,1,1,2,1,0,0,0,0,0.3,0.3,0.3,0.6,0.36,0.36,0.71,0.36,0.11,0.10,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,50.0,2.85,1.42,0.13,0.25,21.8,106,143,74.1,1925,466,53,60,88.3,38,48,79.2,14,18,77.8,2,11,2,0,20,138,3,0,0,1,8,2,0,2,6,2.13,6,2.13,6,0,0,0,0,0,1,0.36,1,0,0,0,0,0,4,0,0,3,1,0,2,0.0,2,1,0,1,2,6,0,0,2.8,182,2,13,93,77,6,182,7,1,14.3,6,85.7,99,579,241,5,7,0,7,5,129,21,120000,6240000
Alex Telles,DF,Manchester Utd,27,9,8,690.0,7.7,0,2,2,0,0,0,0,0,0.2,0.2,0.9,1.0,0.00,0.26,0.26,0.00,0.02,0.12,0.02,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,20.0,0.65,0.13,0.00,0.00,22.3,467,584,80.0,7007,2795,252,269,93.7,154,193,79.8,35,88,39.8,12,42,12,2,48,477,106,8,1,2,55,70,28,1,24,3.13,24,3.13,10,10,0,2,1,1,3,0.39,2,1,0,0,0,0,14,7,10,3,1,8,17,47.1,9,7,2,5,16,30,20,0,7.7,667,28,171,315,186,3,667,7,3,42.9,4,57.1,355,1803,1110,27,15,0,5,5,417,40,93077,4840000
Alexandre Jankewitz,MF,Southampton,18,2,1,3.0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,2,3,66.7,24,17,1,2,50.0,1,1,100.0,0,0,,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,30.00,1,30.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0,0.0,6,0,4,0,2,0,6,0,0,,0,,3,7,1,0,0,0,1,0,4,0,0.0,0.0
Alexandre Lacazette,FW,Arsenal,29,31,22,1923.0,21.4,13,2,15,10,3,3,3,0,11.7,9.3,2.2,11.5,0.61,0.09,0.70,0.47,0.55,0.10,0.43,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,25,59.5,1.97,1.17,0.24,0.40,14.9,405,523,77.4,5117,1193,229,283,80.9,102,124,82.3,18,28,64.3,22,32,19,0,55,484,33,2,4,2,3,0,0,6,55,2.57,55,2.57,35,0,6,2,10,2,5,0.23,4,0,0,0,1,0,18,10,4,11,3,4,22,18.2,18,20,1,19,12,30,13,0,21.4,735,15,80,330,331,95,732,36,22,61.1,14,38.9,355,1366,471,15,10,9,50,31,533,112,182115,9470000
Alexis Mac Allister,"MF,FW",Brighton,21,21,13,1115.0,12.4,1,1,2,1,0,0,1,0,1.3,1.3,1.5,2.7,0.08,0.08,0.16,0.08,0.10,0.12,0.10,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,3,12.5,1.94,0.24,0.04,0.33,22.5,320,410,78.0,4922,1248,168,196,85.7,109,129,84.5,20,36,55.6,15,26,16,0,48,396,11,6,3,6,11,0,1,3,34,2.74,34,2.74,29,0,2,2,1,0,2,0.16,2,0,0,0,0,0,26,12,6,16,4,11,38,28.9,27,25,4,21,9,35,4,0,12.4,563,8,95,258,220,34,563,26,16,61.5,10,38.5,303,1505,680,15,12,0,28,16,368,55,30769,1600000
Alireza Jahanbakhsh,"FW,MF",Brighton,26,21,6,528.0,5.9,0,1,1,0,0,0,3,0,1.5,1.5,3.0,4.5,0.00,0.17,0.17,0.00,0.26,0.51,0.26,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,3,16.7,3.07,0.51,0.00,0.00,18.1,188,266,70.7,2801,657,103,126,81.7,61,82,74.4,14,28,50.0,10,10,19,4,28,257,8,1,2,1,30,3,2,1,21,3.57,21,3.57,16,0,2,2,1,0,1,0.17,1,0,0,0,0,0,9,7,3,5,1,2,12,16.7,10,8,0,8,8,17,1,0,5.9,331,4,23,113,199,29,331,17,11,64.7,6,35.3,219,991,552,18,13,6,12,7,254,53,50000,2600000
Alisson,GK,Liverpool,27,33,33,2970.0,33.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.97,115,82,75.7,10,30.3,35.0,0.27,74,194,38.1,980,165,14.9,25.7,173,27.7,30.4,341,20,5.9,87,2.64,18.6,1,1,100.0,0.03,0.03,1.00,1.00,8.4,1000,1157,86.4,22600,14023,223,225,99.1,578,590,98.0,191,330,57.9,0,4,1,0,1,919,234,61,0,2,0,0,0,4,5,0.15,5,0.15,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,3,0,0,3,4,75.0,1,0,0,0,2,5,26,7,33.0,1239,931,1224,16,1,1,1239,2,2,100.0,0,0.0,709,2807,1763,0,0,0,0,0,669,0,90000,4680000
Allan,MF,Everton,29,24,23,2051.0,22.8,0,0,0,0,0,0,6,0,0.3,0.3,0.8,1.1,0.00,0.00,0.00,0.00,0.01,0.03,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,28.6,0.31,0.09,0.00,0.00,22.4,908,1068,85.0,14950,4370,430,468,91.9,354,405,87.4,82,116,70.7,17,88,16,1,92,1029,35,22,1,4,4,5,0,4,39,1.71,39,1.71,33,1,4,1,0,0,2,0.09,2,0,0,0,0,0,80,45,39,37,4,28,95,29.5,67,31,12,19,19,99,25,1,22.8,1310,68,382,816,136,3,1310,49,31,63.3,18,36.7,721,4220,2314,30,31,2,21,18,831,8,80000,4160000
Allan Saint-Maximin,"FW,MF",Newcastle Utd,23,25,19,1560.0,17.3,3,4,7,3,0,0,0,0,2.6,2.6,3.7,6.3,0.17,0.23,0.40,0.17,0.15,0.21,0.15,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,12,40.0,1.73,0.69,0.10,0.25,20.8,355,444,80.0,5503,1314,189,220,85.9,122,152,80.3,28,37,75.7,30,28,11,4,65,430,13,0,4,2,21,5,0,1,69,3.98,69,3.98,44,1,17,1,6,0,10,0.58,7,0,3,0,0,0,16,9,6,9,1,4,9,44.4,5,10,0,10,4,20,2,0,17.3,666,3,66,326,299,54,666,145,96,66.2,49,33.8,498,4492,2479,81,66,24,55,52,518,86,65000,3380000
Allan Tchaptchet,DF,Southampton,18,1,0,13.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.00,0.00,,,,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.1,2,1,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,1,0,1,0,0.0,0.0
